CASRN,Toxic_xgboost_ecfp6counts-0,Toxic_xgboost_ecfp6counts-1
117827-06-2,0.90009475,0.09990526
2445-76-3,0.88639444,0.113605544
624-54-4,0.84406585,0.15593417
645-62-5,0.29985785,0.70014215
5309-52-4,0.77960896,0.22039105
6187-24-2,0.69354653,0.3064535
1471-51-8,0.631897,0.36810306
126-93-2,0.39720464,0.60279536
13360-63-9,0.33854502,0.661455
1861-40-1,0.23093975,0.76906025
91893-68-4,0.07045716,0.92954284
68439-49-6,0.89565426,0.104345724
15523-43-0,0.90250677,0.09749321
628-81-9,0.7767274,0.2232726
4413-13-2,0.8048198,0.1951802
61668-40-4,0.82097745,0.17902258
33236-04-3,0.0776422,0.9223578
111-61-5,0.9705761,0.029423894
123-29-5,0.93956834,0.06043164
106-32-1,0.9417999,0.058200117
106-30-9,0.87041104,0.12958896
1808-26-0,0.95572346,0.04427656
79714-31-1,0.74493486,0.25506514
73310-10-8,0.87395597,0.126044
3025-30-7,0.88952816,0.11047184
115895-09-5,0.7708541,0.2291459
3570-46-5,0.22818619,0.7718138
64058-22-6,0.054546416,0.9454536
3249-68-1,0.6755083,0.32449168
105-54-4,0.75335115,0.24664885
101205-02-1,0.55080044,0.4491996
40626-35-5,0.027934313,0.9720657
89784-60-1,0.021823943,0.97817606
38527-91-2,0.055858433,0.94414157
38524-82-2,0.061225414,0.9387746
34643-46-4,0.026967585,0.9730324
24017-17-2,0.065856874,0.9341431
18596-67-3,0.02962315,0.97037685
61444-38-0,0.8384266,0.1615734
33467-74-2,0.8917588,0.10824121
119798-44-6,0.9529396,0.04706038
381209-09-2,0.6981698,0.3018302
617-79-8,0.3515442,0.6484558
97-95-0,0.62088764,0.3791124
10232-91-4,0.8060067,0.19399326
10213-74-8,0.86279,0.13720998
4468-93-3,0.68773293,0.3122671
63907-07-3,0.8139166,0.18608338
3953-10-4,0.5864407,0.41355932
97-96-1,0.6180134,0.3819866
19962-50-6,0.18532342,0.8146766
88-09-5,0.7175574,0.28244263
4189-10-0,0.60758364,0.3924164
100217-51-4,0.35326165,0.64673835
584-02-1,0.5254586,0.47454146
84-16-2,0.7449002,0.25509977
101952-86-7,0.7016573,0.29834267
71953-72-5,0.7012494,0.29875058
533-68-6,0.4857391,0.5142609
96-22-0,0.49328417,0.50671583
105-05-5,0.41946465,0.58053535
72-56-0,0.50844824,0.49155176
579-66-8,0.45843953,0.5415605
38725-95-0,0.6751153,0.3248847
522-40-7,0.80038404,0.19961596
123-62-6,0.8291883,0.17081173
5837-63-8,0.886973,0.11302698
41340-25-4,0.21045381,0.7895462
136572-09-3,0.35245335,0.64754665
124391-91-9,0.9250785,0.07492151
105-37-3,0.68954,0.31045997
98532-81-1,0.033813953,0.96618605
94108-97-1,0.2601518,0.7398482
512-48-1,0.44212025,0.55787975
702-54-5,0.27954137,0.7204586
1085-91-2,0.11095834,0.88904166
77-04-3,0.33211607,0.66788393
80733-97-7,0.18190831,0.8180917
23192-94-1,0.2552262,0.7447738
99233-24-6,0.48782337,0.51217663
33236-13-4,0.09763986,0.90236014
109-89-7,0.19825709,0.8017429
105-55-5,0.102971196,0.8970288
24565-13-7,0.9908129,0.00918712
122-34-9,0.20384377,0.7961562
85697-11-6,0.46396703,0.536033
104-78-9,0.122948885,0.8770511
17074-44-1,0.058434904,0.9415651
5351-04-2,0.58237946,0.4176205
92327-36-1,0.650448,0.34955198
101952-85-6,0.57469314,0.42530686
93864-33-6,0.69176716,0.30823284
27312-93-2,0.13117552,0.8688245
6009-67-2,0.16959536,0.83040464
100-36-7,0.105928004,0.894072
3105-97-3,0.38852805,0.61147195
17074-42-9,0.065108836,0.93489116
51-06-9,0.5091454,0.4908546
5486-77-1,0.12735909,0.8726409
23205-22-3,0.25013578,0.7498642
34341-24-7,0.2297396,0.7702604
100-37-8,0.38368928,0.6163107
63883-13-6,0.44988376,0.55011624
53421-38-8,0.17353141,0.8264686
911-45-5,0.25003743,0.74996257
2192-21-4,0.5710784,0.42892158
2426-54-2,0.1822539,0.8177461
31329-57-4,0.122877896,0.8771221
34580-71-7,0.01463145,0.98536855
1641-74-3,0.5466182,0.4533818
2597-09-3,0.19427115,0.80572885
57-37-4,0.2574973,0.7425027
13352-70-0,0.10126263,0.8987374
3735-90-8,0.11393982,0.8860602
3010-02-4,0.18822002,0.81178
102394-31-0,0.462304,0.537696
67367-65-1,0.58283365,0.41716632
2431-96-1,0.44024456,0.55975544
2315-36-8,0.21749324,0.78250676
120-21-8,0.10338539,0.8966146
2198-58-5,0.14136589,0.8586341
54289-46-2,0.29921436,0.70078564
5123-63-7,0.305143,0.694857
17754-90-4,0.1515708,0.8484292
25953-06-4,0.23288244,0.76711756
1696-17-9,0.53878397,0.46121603
19311-91-2,0.39026254,0.60973746
63886-92-0,0.3750561,0.6249439
63887-51-4,0.15913957,0.8408604
32773-96-9,0.37284982,0.6271502
101152-94-7,0.17629796,0.82370204
14052-72-3,0.08597243,0.9140276
28249-77-6,0.20715326,0.79284674
95-06-7,0.2176187,0.7823813
95-30-7,0.15810198,0.841898
1331-27-7,0.36472195,0.63527805
13056-98-9,0.08910549,0.9108945
21600-43-1,0.069051266,0.93094873
55-18-5,0.15886611,0.8411339
6794-94-1,0.32794648,0.6720535
1709-50-8,0.25593638,0.7440636
36014-71-8,0.026154459,0.97384554
4680-78-8,0.95249254,0.047507476
5141-20-8,0.97948194,0.020518035
3844-45-9,0.9498672,0.05013282
2353-45-9,0.97630614,0.023693834
1050-48-2,0.13471407,0.86528593
60-29-7,0.5751401,0.42485985
629-14-1,0.80525184,0.19474816
112-36-7,0.8404678,0.15953219
763-69-9,0.70816785,0.29183215
2452-94-0,0.34766853,0.6523315
110-40-7,0.88441765,0.11558235
141-28-6,0.92093885,0.079061165
123-25-1,0.8560315,0.14396851
27292-19-9,0.7100062,0.28999382
75274-25-8,0.121984065,0.87801594
22125-35-5,0.5443173,0.4556827
59894-95-0,0.16404217,0.8359578
73090-70-7,0.2917788,0.7082212
72903-27-6,0.73881197,0.26118803
98318-25-3,0.5912974,0.4087026
14064-10-9,0.4519019,0.5480981
41438-38-4,0.4644637,0.5355363
84-66-2,0.88688457,0.11311542
23564-06-9,0.7684323,0.23156768
1609-47-8,0.61947703,0.380523
502-55-6,0.037787855,0.96221215
1851-77-0,0.089257,0.910743
1851-71-4,0.053477168,0.94652283
6485-91-2,0.6020396,0.3979604
762-04-9,0.37067592,0.6293241
999-01-9,0.22342783,0.77657217
10419-79-1,0.089090765,0.91090924
75889-62-2,0.47625685,0.52374315
618061-76-0,0.59922004,0.40078
2781-11-5,0.6760521,0.32394794
1754-49-0,0.038647056,0.96135294
6231-03-4,0.042353272,0.9576467
679-36-7,0.2419135,0.7580865
21548-32-3,0.031007826,0.9689922
333-29-9,0.024273992,0.975726
1516-67-2,0.03465587,0.96534413
5131-24-8,0.16492385,0.83507615
64050-52-8,0.07123387,0.92876613
311-47-7,0.11185789,0.8881421
38331-02-1,0.16097105,0.83902895
14984-58-8,0.07130486,0.92869514
311-45-5,0.07031256,0.92968744
897-83-6,0.13755059,0.8624494
2701-86-2,0.2700596,0.7299404
33399-00-7,0.06845784,0.93154216
2667-41-6,0.17734301,0.822657
60971-95-1,0.10311264,0.89688736
5598-15-2,0.049966276,0.9500337
1491-41-4,0.072592676,0.9274073
16499-75-5,0.05370456,0.94629544
3734-92-7,0.07147294,0.92852706
51376-77-3,0.03048569,0.9695143
14734-96-4,0.030519783,0.9694802
1885-95-6,0.03761697,0.96238303
1885-98-9,0.04473585,0.95526415
5954-10-9,0.023268461,0.97673154
54593-83-8,0.033840895,0.9661591
33841-12-2,0.062108457,0.93789154
3735-01-1,0.0183087,0.9816913
84197-34-2,0.03063953,0.9693605
84197-35-3,0.023881614,0.9761184
39624-86-7,0.0186885,0.9813115
29689-00-7,0.018751383,0.9812486
6012-87-9,0.031401515,0.9685985
97-17-6,0.014096737,0.98590326
1224-63-1,0.07705623,0.9229438
4824-78-6,0.028774798,0.9712252
7533-79-1,0.17962408,0.8203759
4935-28-8,0.08620459,0.9137954
297-97-2,0.032459855,0.96754014
13593-03-8,0.032459974,0.96754
18854-01-8,0.018096566,0.98190343
2921-88-2,0.05591595,0.94408405
24017-47-8,0.022609234,0.97739077
14816-18-3,0.16492343,0.8350766
14816-20-7,0.04430729,0.9556927
2668-92-0,0.031389594,0.9686104
16500-53-1,0.041528463,0.95847154
13286-40-3,0.01683563,0.98316437
2047-14-5,0.016613066,0.98338693
35461-10-0,0.019726872,0.9802731
16231-76-8,0.06115061,0.9388494
30725-71-4,0.011171579,0.9888284
2310-17-0,0.04005772,0.9599423
6119-96-6,0.020711958,0.97928804
51356-06-0,0.016093612,0.9839064
51356-15-1,0.15632594,0.84367406
51442-10-5,0.08949119,0.9105088
25923-97-1,0.035092354,0.96490765
3152-41-8,0.011713326,0.9882867
2275-14-1,0.013958752,0.98604125
24934-91-6,0.01259172,0.9874083
6436-05-1,0.03610629,0.9638937
41219-31-2,0.0202353,0.9797647
3659-04-9,0.025168538,0.97483146
10312-20-6,0.028995156,0.97100484
38188-83-9,0.011649609,0.9883504
5823-20-1,0.052885294,0.9471147
973-28-4,0.018384993,0.981615
4681-36-1,0.05907625,0.94092375
63716-53-0,0.057379305,0.9426207
64-67-5,0.53219926,0.46780077
7305-61-5,0.12928253,0.87071747
7776-66-1,0.09105778,0.9089422
944-21-8,0.06094694,0.93905306
62421-46-9,0.027380347,0.97261965
1497-39-8,0.041318476,0.9586815
3563-52-8,0.054030478,0.9459695
1593-27-7,0.018074274,0.9819257
7260-35-7,0.04017788,0.9598221
327-98-0,0.040518463,0.95948154
24017-24-1,0.04201305,0.95798695
18596-51-5,0.021456659,0.97854334
63869-31-8,0.017152667,0.98284733
597-88-6,0.02300179,0.9769982
352-93-2,0.3577007,0.6422993
18771-38-5,0.19988042,0.8001196
34491-12-8,0.04125583,0.95874417
110-81-6,0.33897787,0.6610221
70-29-1,0.47578442,0.5242156
59865-13-3,0.7251153,0.2748847
17013-35-3,0.44351894,0.55648106
67883-79-8,0.82266235,0.17733766
5837-78-5,0.41335815,0.58664185
10484-36-3,0.59437937,0.40562063
19089-92-0,0.90902174,0.09097827
16930-93-1,0.7777044,0.22229557
94-86-0,0.65453464,0.34546536
12609-84-6,0.67251515,0.32748488
1264-72-8,0.09764463,0.9023554
108050-54-0,0.6804266,0.31957337
83905-01-5,0.6242196,0.3757804
80214-83-1,0.82069373,0.1793063
81103-11-9,0.96445113,0.035548843
14271-02-4,0.41678602,0.583214
6683-17-6,0.13071394,0.86928606
82664-20-8,0.73932576,0.26067427
11115-82-5,0.6805341,0.3194659
74381-53-6,0.11458421,0.8854158
88321-09-9,0.69984,0.30016
4147-51-7,0.4052806,0.5947194
7087-68-5,0.25716627,0.74283373
5827-05-4,0.10757238,0.8924276
3891-98-3,0.8898049,0.110195085
642-15-9,0.58118826,0.41881174
1331-50-6,0.7391238,0.26087618
131929-60-7,0.41279614,0.58720386
75443-99-1,0.6051532,0.39484683
67874-80-0,0.9099828,0.09001717
2964-06-9,0.59277344,0.40722656
973-21-7,0.24685043,0.75314957
54767-75-8,0.45556432,0.5444357
85785-20-2,0.21391356,0.78608644
121158-58-5,0.61202025,0.38797978
34264-24-9,0.2648067,0.7351933
31218-83-4,0.23496366,0.76503634
161798-03-4,0.82301855,0.17698145
34381-68-5,0.741111,0.25888902
20724-13-4,0.80812436,0.19187564
33857-23-7,0.09067583,0.90932417
78193-95-0,0.31236112,0.6876389
108419-32-5,0.778951,0.221049
78113-36-7,0.6613369,0.33866313
26748-41-4,0.87312126,0.12687875
68630-75-1,0.87369215,0.12630786
82560-54-1,0.12411147,0.8758885
33236-08-7,0.14830005,0.85169995
26685-57-4,0.28831607,0.7116839
78-69-3,0.8606932,0.13930681
78-44-4,0.5318982,0.4681018
81335-77-5,0.90149266,0.098507345
115767-74-3,0.61370426,0.38629574
51893-82-4,0.12059355,0.87940645
1610-17-9,0.22298491,0.7770151
3853-74-5,0.051475108,0.9485249
834-12-8,0.35538554,0.64461446
72576-80-8,0.9694728,0.030527169
90622-57-4,0.86610854,0.13389145
29804-22-6,0.9209744,0.07902562
2035-99-6,0.92896116,0.07103881
2198-61-0,0.8545412,0.14545879
109-19-3,0.8467673,0.15323272
539-90-2,0.810063,0.18993697
55837-18-8,0.470533,0.529467
57-43-2,0.4858722,0.5141278
64-43-7,0.29661655,0.70338345
37205-87-1,0.8671422,0.13285783
16537-52-3,0.09310377,0.90689623
24838-84-4,0.031331062,0.96866894
137863-20-8,0.44653028,0.5534697
21270-25-7,0.29008108,0.7099189
21270-04-2,0.18008274,0.81991726
109-15-9,0.9030783,0.09692169
97-87-0,0.75703967,0.24296036
112-11-8,0.9740002,0.025999798
97683-31-3,0.6859759,0.3140241
1912-24-9,0.16980666,0.83019334
68228-18-2,0.3577115,0.6422885
57375-63-0,0.32066566,0.67933434
3733-84-4,0.055877686,0.9441223
51162-51-7,0.09893441,0.9010656
328-04-1,0.08983666,0.91016334
29911-28-2,0.8814545,0.118545465
91315-15-0,0.59519935,0.40480065
40910-49-4,0.9391863,0.060813725
141-14-0,0.97034335,0.029656647
69929-16-4,0.9352754,0.06472462
134701-20-5,0.7149124,0.28508762
113658-85-8,0.3807124,0.6192876
10031-58-0,0.56317675,0.43682322
40596-80-3,0.7968696,0.20313041
477-32-7,0.4488899,0.5511101
86401-95-8,0.919056,0.080944
1020-35-5,0.059204698,0.9407953
5633-25-0,0.37881702,0.621183
43033-72-3,0.1610542,0.8389458
51218-45-2,0.22199398,0.778006
2307-68-8,0.38304913,0.61695087
38285-49-3,0.5466966,0.4533034
37172-05-7,0.33025664,0.66974336
7319-47-3,0.47452253,0.52547747
314-40-9,0.63881505,0.36118498
105-46-4,0.7051495,0.29485053
54839-24-6,0.70358753,0.29641247
141773-73-1,0.73330843,0.26669154
58327-22-3,0.69111305,0.30888695
236391-76-7,0.7638357,0.23616427
50602-40-9,0.778903,0.22109696
54546-26-8,0.71282566,0.2871743
41767-29-7,0.7465137,0.25348625
25122-46-7,0.9633611,0.036638916
80474-14-2,0.8539272,0.14607279
5787-73-5,0.45967633,0.5403237
2282-34-0,0.056175113,0.9438249
2917-19-3,0.07219118,0.9278088
3766-81-2,0.04905516,0.95094484
1225-25-8,0.2002042,0.7997958
27778-78-5,0.049143493,0.9508565
27684-90-8,0.063718736,0.93628126
35384-89-5,0.057179153,0.94282085
24729-96-2,0.67036426,0.3296357
561-78-4,0.29580408,0.7041959
33499-14-8,0.48695463,0.5130454
30238-40-5,0.42015922,0.5798408
123172-53-2,0.8871052,0.11289474
89396-94-1,0.9298969,0.070103124
64050-87-9,0.34215695,0.65784305
3614-30-0,0.4958166,0.5041834
2753-45-9,0.38840955,0.61159045
68141-17-3,0.7437619,0.25623813
79985-89-0,0.057441533,0.94255847
82586-52-5,0.8982359,0.101764075
22791-12-4,0.13428849,0.8657115
70667-26-4,0.66921544,0.33078453
7789-99-3,0.6102122,0.3897878
106463-17-6,0.4435106,0.5564894
57558-46-0,0.28615957,0.7138404
33054-87-4,0.56354135,0.43645865
5389-12-8,0.10711217,0.89288783
1093653-57-6,0.8891885,0.11081144
105-30-6,0.8181875,0.18181252
110-41-8,0.85165113,0.14834885
7786-29-0,0.7930421,0.20695786
123-15-9,0.5323614,0.4676386
42615-29-2,0.71023834,0.28976166
97-61-0,0.6981909,0.30180907
76-73-3,0.6165662,0.3834338
309-43-3,0.09879547,0.9012045
66941-93-3,0.11565292,0.8843471
30677-46-4,0.45213735,0.54786265
623-40-5,0.5342114,0.4657886
123-96-6,0.8233475,0.17665249
43201-95-2,0.9688373,0.031162677
142-55-2,0.9458891,0.054110862
5131-66-8,0.85751307,0.14248694
1569-01-3,0.8204269,0.1795731
81406-37-3,0.63495183,0.3650482
99607-70-2,0.4894448,0.5105552
3084-62-6,0.197582,0.802418
541-95-7,0.55272746,0.44727257
139001-49-3,0.59448516,0.4055148
120-62-7,0.21703577,0.7829642
557-36-8,0.79587126,0.20412871
96-17-3,0.5789263,0.42107368
14765-30-1,0.3982123,0.6017877
99-71-8,0.50322443,0.49677557
89-72-5,0.45122117,0.54877883
61005-12-7,0.5138596,0.48614037
88-85-7,0.09853321,0.9014668
61614-62-8,0.1896103,0.8103897
35265-04-4,0.5046278,0.4953722
104-89-2,0.4982478,0.5017522
70700-29-7,0.14905381,0.8509462
96-29-7,0.5237162,0.4762838
106461-41-0,0.64769536,0.35230464
84625-61-6,0.3049276,0.6950724
78-92-2,0.6934278,0.30657223
17751-77-8,0.2754236,0.7245764
21270-20-2,0.13789785,0.86210215
21270-21-3,0.124280155,0.87571985
21269-99-8,0.334917,0.665083
21395-07-3,0.17829317,0.82170683
83161-22-2,0.7246905,0.2753095
513-53-1,0.42562556,0.57437444
78-86-4,0.331919,0.668081
27970-79-2,0.6111846,0.38881537
5412-64-6,0.18061179,0.8193882
14417-88-0,0.8482268,0.15177318
59875-04-6,0.66127515,0.33872485
13717-04-9,0.1501565,0.8498435
138-22-7,0.7789763,0.22102365
53651-69-7,0.73459053,0.26540947
99-79-6,0.635944,0.36405596
122008-85-9,0.39659303,0.60340697
10402-53-6,0.13688242,0.8631176
34067-03-3,0.27735764,0.72264236
94876-55-8,0.31772244,0.68227756
66941-53-5,0.087901056,0.91209894
86371-40-6,0.06456822,0.9354318
130693-82-2,0.5970013,0.4029987
29766-64-1,0.6131207,0.3868793
63716-10-9,0.8454091,0.1545909
1569-02-4,0.7718861,0.22811389
1083-57-4,0.46348208,0.5365179
7493-57-4,0.8741809,0.12581907
59323-76-1,0.6593982,0.34060183
27205-24-9,0.21664447,0.78335553
1647-12-7,0.5399035,0.46009648
14631-45-9,0.32307923,0.6769208
7698-97-7,0.5088396,0.4911604
92454-60-9,0.35840583,0.6415942
120-45-6,0.6446245,0.35537553
10137-87-8,0.245583,0.754417
54335-73-8,0.051629543,0.94837046
83435-67-0,0.74528897,0.25471106
82586-55-8,0.8545797,0.1454203
87333-19-5,0.91725475,0.08274523
16118-49-3,0.47375405,0.52624595
16378-22-6,0.13389623,0.86610377
22212-55-1,0.6776966,0.32230344
97-64-3,0.6366517,0.3633483
87237-48-7,0.48171216,0.51828784
66441-23-4,0.42966986,0.57033014
66441-11-0,0.75928396,0.24071603
2556-10-7,0.796524,0.20347601
51-14-9,0.35314423,0.6468558
145040-37-5,0.8574173,0.14258273
54350-48-0,0.8253821,0.17461787
50765-78-1,0.042599738,0.95740026
50765-95-2,0.028636158,0.97136384
461432-25-7,0.8425402,0.15745981
54406-48-3,0.6319034,0.3680966
79-81-2,0.89121264,0.10878735
53839-71-7,0.6836262,0.31637383
106-29-6,0.9696259,0.03037411
61750-69-4,0.668443,0.33155698
40267-72-9,0.91587734,0.08412269
3290-92-4,0.91890764,0.08109233
53083-27-5,0.7944155,0.20558456
19089-24-8,0.26001334,0.73998666
70381-67-8,0.25273538,0.7472646
17689-77-9,0.7367343,0.26326576
145650-60-8,0.9384693,0.061530735
97-41-6,0.5164475,0.48355252
84012-64-6,0.5362311,0.4637689
144-39-8,0.93766624,0.06233378
61931-80-4,0.8580425,0.14195749
64748-21-6,0.11070734,0.88929266
82163-55-1,0.21088511,0.7891149
50765-88-3,0.06078583,0.93921417
90729-41-2,0.2668776,0.7331224
57846-36-3,0.15637541,0.8436246
39562-70-4,0.29857725,0.70142275
638-10-8,0.5273087,0.47269127
106700-29-2,0.37801236,0.62198764
61792-11-8,0.82479036,0.17520967
24199-46-0,0.866481,0.13351898
70381-28-1,0.061946332,0.93805367
132031-81-3,0.58409476,0.41590524
80310-21-0,0.15354848,0.8464515
56611-65-5,0.83348835,0.16651163
13925-07-0,0.28429925,0.71570075
70381-39-4,0.051908433,0.94809157
149543-07-7,0.19214469,0.8078553
15911-11-2,0.5218214,0.47817862
88-29-9,0.88845456,0.11154543
68480-17-1,0.65475285,0.34524715
1335-46-2,0.81222504,0.18777497
5957-75-5,0.4240682,0.5759318
35044-59-8,0.5428706,0.45712942
125055-60-9,0.15048194,0.84951806
88969-41-9,0.86595225,0.13404775
62395-45-3,0.832093,0.16790703
32766-80-6,0.6974274,0.30257264
3763-77-7,0.48522574,0.51477426
125055-73-4,0.5134201,0.4865799
23674-86-4,0.84975225,0.15024774
1253-28-7,0.892302,0.10769801
33765-80-9,0.94902176,0.050978225
3568-56-7,0.054609716,0.9453903
92065-18-4,0.14445156,0.85554844
13539-59-8,0.2979673,0.7020327
2532-49-2,0.1308946,0.8691054
78541-98-7,0.21357828,0.7864217
55242-55-2,0.2344845,0.7655155
87344-11-4,0.40632224,0.59367776
1399-80-0,0.31125772,0.6887423
22345-47-7,0.4952147,0.5047853
82875-37-4,0.7436906,0.25630936
6670-95-7,0.53391683,0.46608317
82875-46-5,0.84901416,0.1509858
82875-43-2,0.829879,0.170121
33232-85-8,0.09731436,0.90268564
1942-80-9,0.01992166,0.98007834
88150-62-3,0.5904446,0.40955538
73698-61-0,0.7088946,0.29110542
134169-75-8,0.8233471,0.17665291
57846-37-4,0.031249046,0.96875095
85365-53-3,0.2800194,0.7199806
75274-15-6,0.20375168,0.7962483
167004-78-6,0.22974521,0.7702548
75274-19-0,0.09671503,0.90328497
117378-04-8,0.7796056,0.22039434
92-09-1,0.33786148,0.6621385
142-90-5,0.8944142,0.10558583
97-88-1,0.8580573,0.1419427
25044-01-3,0.6223284,0.37767163
39670-09-2,0.9021538,0.0978462
20363-83-1,0.5552789,0.44472107
97-63-2,0.766989,0.23301099
53153-66-5,0.61438036,0.38561964
1128-08-1,0.7034461,0.2965539
112-12-9,0.9103324,0.089667596
821-55-6,0.8589772,0.14102282
111-13-7,0.752849,0.24715102
110-43-0,0.6774931,0.32250687
591-78-6,0.6984337,0.3015663
2052-15-5,0.8441082,0.15589178
40942-73-2,0.81328523,0.18671478
591-60-6,0.78582007,0.21417995
59558-23-5,0.84390783,0.15609218
2748-88-1,0.3166545,0.6833455
64-77-7,0.7421018,0.2578982
63992-49-4,0.7058812,0.29411882
63992-50-7,0.63764465,0.36235532
63989-86-6,0.665883,0.334117
5736-70-9,0.62297595,0.37702402
1610-29-3,0.7149217,0.2850783
1147-62-2,0.22770458,0.7722954
31143-55-2,0.3541544,0.6458456
125055-69-8,0.3662095,0.6337905
488-10-8,0.6683608,0.3316392
1713-12-8,0.18150753,0.8184925
125055-71-2,0.13534677,0.8646532
125055-59-6,0.037124515,0.9628755
125055-57-4,0.031894386,0.9681056
125055-55-2,0.045636714,0.9543633
125055-53-0,0.05464238,0.9453576
125055-72-3,0.07943088,0.9205691
26485-82-5,0.14776689,0.8522331
70381-35-0,0.144885,0.855115
98290-92-7,0.30141097,0.698589
3848-24-6,0.78915924,0.21084075
88107-10-2,0.69078314,0.30921683
112668-65-2,0.873097,0.126903
112668-63-0,0.9146398,0.08536021
108427-72-1,0.61488605,0.38511392
81250-14-8,0.15670103,0.843299
168152-83-8,0.020570636,0.97942936
168152-73-6,0.015621364,0.98437864
148504-51-2,0.03603232,0.9639677
629-70-9,0.93222046,0.06777955
112-17-4,0.89341366,0.106586315
143-13-5,0.89977574,0.100224264
112-14-1,0.9036538,0.09634618
112-06-1,0.8901413,0.10985868
142-92-7,0.8567734,0.1432266
628-63-7,0.801901,0.19809903
14959-86-5,0.93081313,0.06918685
53042-79-8,0.9326285,0.067371465
39920-56-4,0.85808486,0.14191513
123-86-4,0.73227894,0.2677211
112-07-2,0.8813736,0.1186264
124-17-4,0.8371813,0.16281864
2442-10-6,0.67177343,0.32822654
18871-14-2,0.86893857,0.1310614
57960-19-7,0.30884296,0.69115704
539-88-8,0.7621696,0.23783042
66017-91-2,0.20090723,0.79909277
20706-25-6,0.87683254,0.12316746
109-60-4,0.80525696,0.19474307
141-97-9,0.7434872,0.25651282
122-82-7,0.58382773,0.41617227
623-36-9,0.8349383,0.16506174
102-27-2,0.47985625,0.52014375
148-69-6,0.573615,0.426385
88881-65-6,0.6474594,0.35254058
24441-47-2,0.021695256,0.97830474
98476-13-2,0.46666598,0.533334
65516-17-8,0.10524434,0.89475566
104-90-5,0.34632975,0.65367025
13360-64-0,0.21714401,0.782856
25646-77-9,0.13118374,0.86881626
58066-96-9,0.33456618,0.6654338
30086-84-1,0.76141626,0.23858374
10443-70-6,0.1686024,0.8313976
25319-90-8,0.21935421,0.7806458
66505-62-2,0.46544313,0.53455687
21062-28-2,0.3209486,0.6790514
3681-71-8,0.88497645,0.11502355
50767-79-8,0.95829177,0.0417082
13402-08-9,0.53710794,0.4628921
634-55-9,0.4068852,0.5931148
1522-41-4,0.5232761,0.47672394
609-15-4,0.48746252,0.5125375
25331-92-4,0.43444753,0.5655525
15622-65-8,0.31308842,0.6869116
15707-23-0,0.26964802,0.730352
70381-33-8,0.18606222,0.8139378
600-14-6,0.70056653,0.2994335
40054-69-1,0.32238436,0.67761564
73839-77-7,0.5997598,0.4002402
74037-54-0,0.80066437,0.19933562
17335-06-7,0.5322813,0.46771872
52217-47-7,0.29406804,0.70593196
62-44-2,0.53575087,0.46424916
73-66-5,0.17720598,0.822794
75274-18-9,0.47648442,0.5235156
80086-35-7,0.2125178,0.7874822
