CASRN,Toxic_xgboost_mordred-0,Toxic_xgboost_mordred-1
117827-06-2,0.6670207,0.33297935
2445-76-3,0.96177423,0.038225763
624-54-4,0.9468264,0.053173598
645-62-5,0.8344488,0.16555119
5309-52-4,0.84936553,0.15063448
6187-24-2,0.26885366,0.73114634
1471-51-8,0.33563662,0.6643634
126-93-2,0.45830852,0.5416915
13360-63-9,0.032347143,0.96765286
1861-40-1,0.18468976,0.81531024
91893-68-4,0.09271771,0.9072823
68439-49-6,0.95943797,0.04056202
15523-43-0,0.9323121,0.067687936
628-81-9,0.66079545,0.33920458
4413-13-2,0.89493334,0.105066665
61668-40-4,0.87432003,0.12567997
33236-04-3,0.03939873,0.9606013
111-61-5,0.97481716,0.02518282
123-29-5,0.9675452,0.03245479
106-32-1,0.9735219,0.026478138
106-30-9,0.9645097,0.03549027
1808-26-0,0.9280586,0.071941346
79714-31-1,0.59872144,0.40127856
73310-10-8,0.909945,0.09005498
3025-30-7,0.8475439,0.15245609
115895-09-5,0.83391523,0.16608477
3570-46-5,0.2517597,0.7482403
64058-22-6,0.06450701,0.935493
3249-68-1,0.9438425,0.056157537
105-54-4,0.94952226,0.05047775
101205-02-1,0.38143778,0.6185622
40626-35-5,0.023875594,0.9761244
89784-60-1,0.046363294,0.9536367
38527-91-2,0.020670772,0.9793292
38524-82-2,0.032972336,0.96702766
34643-46-4,0.015102208,0.9848978
24017-17-2,0.040606678,0.9593933
18596-67-3,0.02918744,0.97081256
61444-38-0,0.90365845,0.09634155
33467-74-2,0.9137455,0.08625449
119798-44-6,0.91719776,0.08280223
381209-09-2,0.8938549,0.10614507
617-79-8,0.025860071,0.9741399
97-95-0,0.43437737,0.5656226
10232-91-4,0.7520776,0.24792242
10213-74-8,0.91267025,0.08732973
4468-93-3,0.8534176,0.14658244
63907-07-3,0.44511515,0.55488485
3953-10-4,0.823285,0.17671505
97-96-1,0.8143804,0.18561962
19962-50-6,0.101065576,0.8989344
88-09-5,0.8932367,0.10676328
4189-10-0,0.36879295,0.63120705
100217-51-4,0.48542804,0.51457196
584-02-1,0.6819668,0.3180332
84-16-2,0.78184116,0.21815887
101952-86-7,0.89421237,0.10578764
71953-72-5,0.722797,0.27720302
533-68-6,0.21750629,0.7824937
96-22-0,0.724409,0.27559105
105-05-5,0.9016762,0.098323844
72-56-0,0.6650792,0.33492082
579-66-8,0.17592388,0.8240761
38725-95-0,0.56202877,0.4379712
522-40-7,0.8896656,0.110334426
123-62-6,0.76874083,0.23125917
5837-63-8,0.79822177,0.20177823
41340-25-4,0.22331333,0.77668667
136572-09-3,0.6328892,0.3671108
124391-91-9,0.8734695,0.12653053
105-37-3,0.9193122,0.080687806
98532-81-1,0.05397159,0.9460284
94108-97-1,0.73872745,0.26127255
512-48-1,0.24037492,0.7596251
702-54-5,0.2459144,0.7540856
1085-91-2,0.3730172,0.6269828
77-04-3,0.2977118,0.7022882
80733-97-7,0.1424759,0.8575241
23192-94-1,0.13209546,0.86790454
99233-24-6,0.14979154,0.85020846
33236-13-4,0.030818164,0.96918184
109-89-7,0.066990435,0.93300956
105-55-5,0.06627995,0.93372005
24565-13-7,0.9681918,0.031808212
122-34-9,0.13888747,0.86111253
85697-11-6,0.13990563,0.86009437
104-78-9,0.1414457,0.8585543
17074-44-1,0.09019053,0.90980947
5351-04-2,0.24645686,0.75354314
92327-36-1,0.4335147,0.5664853
101952-85-6,0.57532954,0.4246705
93864-33-6,0.42102534,0.57897466
27312-93-2,0.07312828,0.9268717
6009-67-2,0.13491565,0.86508435
100-36-7,0.08054423,0.91945577
3105-97-3,0.2325744,0.7674256
17074-42-9,0.15407926,0.84592074
51-06-9,0.37067378,0.6293262
5486-77-1,0.21455234,0.78544766
23205-22-3,0.27425742,0.7257426
34341-24-7,0.14727128,0.8527287
100-37-8,0.26811212,0.7318879
63883-13-6,0.31690884,0.68309116
53421-38-8,0.06789911,0.9321009
911-45-5,0.33647144,0.66352856
2192-21-4,0.15759927,0.8424007
2426-54-2,0.5150912,0.4849088
31329-57-4,0.15494174,0.84505826
34580-71-7,0.068231106,0.9317689
1641-74-3,0.2819547,0.7180453
2597-09-3,0.09916401,0.900836
57-37-4,0.18253177,0.8174682
13352-70-0,0.1200673,0.8799327
3735-90-8,0.17977881,0.8202212
3010-02-4,0.37765503,0.622345
102394-31-0,0.30093193,0.69906807
67367-65-1,0.099033415,0.9009666
2431-96-1,0.5780685,0.42193154
2315-36-8,0.13456523,0.86543477
120-21-8,0.34373152,0.6562685
2198-58-5,0.11902112,0.8809789
54289-46-2,0.21402007,0.7859799
5123-63-7,0.32297134,0.67702866
17754-90-4,0.40787262,0.5921274
25953-06-4,0.3280655,0.6719345
1696-17-9,0.22995025,0.77004975
19311-91-2,0.43273646,0.56726354
63886-92-0,0.39867443,0.6013256
63887-51-4,0.20275038,0.7972496
32773-96-9,0.59215105,0.40784895
101152-94-7,0.051980674,0.9480193
14052-72-3,0.14033407,0.85966593
28249-77-6,0.25566447,0.74433553
95-06-7,0.13050473,0.8694953
95-30-7,0.25874746,0.74125254
1331-27-7,0.43899047,0.5610095
13056-98-9,0.07517809,0.9248219
21600-43-1,0.07646477,0.9235352
55-18-5,0.061013162,0.93898684
6794-94-1,0.15277195,0.84722805
1709-50-8,0.22994983,0.77005017
36014-71-8,0.16918129,0.8308187
4680-78-8,0.9111945,0.088805474
5141-20-8,0.96285945,0.03714057
3844-45-9,0.95517486,0.04482512
2353-45-9,0.96744835,0.032551643
1050-48-2,0.09175557,0.90824443
60-29-7,0.63119006,0.36880997
629-14-1,0.8893962,0.11060379
112-36-7,0.9211838,0.078816205
763-69-9,0.7968229,0.20317712
2452-94-0,0.39494836,0.60505164
110-40-7,0.95312583,0.04687417
141-28-6,0.94702107,0.05297893
123-25-1,0.9190688,0.080931194
27292-19-9,0.829566,0.17043398
75274-25-8,0.31515133,0.68484867
22125-35-5,0.5796201,0.4203799
59894-95-0,0.09747779,0.9025222
73090-70-7,0.22879648,0.7712035
72903-27-6,0.8355572,0.16444278
98318-25-3,0.7052465,0.2947535
14064-10-9,0.32459164,0.67540836
41438-38-4,0.62535334,0.3746467
84-66-2,0.78525984,0.21474014
23564-06-9,0.6740768,0.32592323
1609-47-8,0.42799538,0.5720046
502-55-6,0.13548696,0.86451304
1851-77-0,0.14183944,0.85816056
1851-71-4,0.16876584,0.83123416
6485-91-2,0.14184314,0.85815686
762-04-9,0.30245733,0.69754267
999-01-9,0.060129106,0.9398709
10419-79-1,0.051258206,0.9487418
75889-62-2,0.20344126,0.79655874
618061-76-0,0.5264716,0.47352836
2781-11-5,0.45324713,0.54675287
1754-49-0,0.08005893,0.91994107
6231-03-4,0.02252096,0.97747904
679-36-7,0.18988591,0.8101141
21548-32-3,0.028957844,0.97104216
333-29-9,0.020408094,0.9795919
1516-67-2,0.021034539,0.97896546
5131-24-8,0.09395528,0.9060447
64050-52-8,0.06963521,0.9303648
311-47-7,0.037686706,0.9623133
38331-02-1,0.054177463,0.94582254
14984-58-8,0.053933084,0.9460669
311-45-5,0.023495436,0.97650456
897-83-6,0.041456282,0.9585437
2701-86-2,0.03709799,0.962902
33399-00-7,0.033526063,0.96647394
2667-41-6,0.058680236,0.94131976
60971-95-1,0.041561127,0.9584389
5598-15-2,0.03714031,0.9628597
1491-41-4,0.20906961,0.7909304
16499-75-5,0.023198187,0.9768018
3734-92-7,0.11070514,0.88929486
51376-77-3,0.021849275,0.9781507
14734-96-4,0.020582259,0.97941774
1885-95-6,0.016428053,0.98357195
1885-98-9,0.019487739,0.98051226
5954-10-9,0.114519,0.885481
54593-83-8,0.045776665,0.95422333
33841-12-2,0.04187244,0.95812756
3735-01-1,0.016904294,0.9830957
84197-34-2,0.026740551,0.97325945
84197-35-3,0.021269262,0.97873074
39624-86-7,0.01588732,0.9841127
29689-00-7,0.03366679,0.9663332
6012-87-9,0.012490571,0.9875094
97-17-6,0.014013767,0.98598623
1224-63-1,0.037143826,0.9628562
4824-78-6,0.018229187,0.9817708
7533-79-1,0.090073764,0.90992624
4935-28-8,0.034637988,0.965362
297-97-2,0.02048713,0.9795129
13593-03-8,0.02765578,0.9723442
18854-01-8,0.054487586,0.9455124
2921-88-2,0.041098416,0.9589016
24017-47-8,0.030480206,0.9695198
14816-18-3,0.14849705,0.85150295
14816-20-7,0.029472947,0.97052705
2668-92-0,0.1360268,0.8639732
16500-53-1,0.027640224,0.9723598
13286-40-3,0.02070266,0.97929734
2047-14-5,0.020468354,0.97953165
35461-10-0,0.02920866,0.97079134
16231-76-8,0.0717752,0.9282248
30725-71-4,0.027750432,0.97224957
2310-17-0,0.03441149,0.9655885
6119-96-6,0.036079824,0.9639202
51356-06-0,0.022346437,0.97765356
51356-15-1,0.07933962,0.9206604
51442-10-5,0.05143416,0.94856584
25923-97-1,0.02494067,0.97505933
3152-41-8,0.021889985,0.97811
2275-14-1,0.017929554,0.98207045
24934-91-6,0.014467299,0.9855327
6436-05-1,0.02925688,0.9707431
41219-31-2,0.0350796,0.9649204
3659-04-9,0.018093824,0.9819062
10312-20-6,0.10474801,0.895252
38188-83-9,0.015662968,0.98433703
5823-20-1,0.050279558,0.94972044
973-28-4,0.051084876,0.9489151
4681-36-1,0.06656736,0.93343264
63716-53-0,0.094949484,0.9050505
64-67-5,0.18378294,0.81621706
7305-61-5,0.5508216,0.4491784
7776-66-1,0.043896616,0.9561034
944-21-8,0.020877004,0.979123
62421-46-9,0.015643299,0.9843567
1497-39-8,0.013821244,0.98617876
3563-52-8,0.03223914,0.96776086
1593-27-7,0.016833007,0.983167
7260-35-7,0.02517581,0.9748242
327-98-0,0.034453273,0.9655467
24017-24-1,0.036596894,0.9634031
18596-51-5,0.027284622,0.9727154
63869-31-8,0.026066065,0.97393394
597-88-6,0.015828311,0.9841717
352-93-2,0.88178605,0.11821393
18771-38-5,0.21832222,0.7816778
34491-12-8,0.021609366,0.97839063
110-81-6,0.25305468,0.7469453
70-29-1,0.7065077,0.29349232
59865-13-3,0.49517524,0.50482476
17013-35-3,0.16704774,0.83295226
67883-79-8,0.95048475,0.04951524
5837-78-5,0.92924184,0.07075815
10484-36-3,0.6598884,0.3401116
19089-92-0,0.9321486,0.067851424
16930-93-1,0.744045,0.25595498
94-86-0,0.62236416,0.37763587
12609-84-6,0.7538365,0.2461635
1264-72-8,0.2598799,0.7401201
108050-54-0,0.7003757,0.29962432
83905-01-5,0.472964,0.527036
80214-83-1,0.83443207,0.16556795
81103-11-9,0.87866455,0.12133547
14271-02-4,0.51556504,0.48443493
6683-17-6,0.22402716,0.77597284
82664-20-8,0.686201,0.313799
11115-82-5,0.7426412,0.25735876
74381-53-6,0.3291158,0.6708842
88321-09-9,0.73880637,0.2611936
4147-51-7,0.32920152,0.6707985
7087-68-5,0.13212895,0.86787105
5827-05-4,0.027871251,0.97212875
3891-98-3,0.9653576,0.034642376
642-15-9,0.8244484,0.17555158
1331-50-6,0.942059,0.057941
131929-60-7,0.31375778,0.6862422
75443-99-1,0.52719307,0.4728069
67874-80-0,0.9746969,0.025303101
2964-06-9,0.12139845,0.87860155
973-21-7,0.33012933,0.6698707
54767-75-8,0.42133301,0.578667
85785-20-2,0.39411354,0.60588646
121158-58-5,0.85198194,0.14801805
34264-24-9,0.2278313,0.7721687
31218-83-4,0.02484411,0.9751559
161798-03-4,0.40888256,0.59111744
34381-68-5,0.5320584,0.46794158
20724-13-4,0.8191955,0.1808045
33857-23-7,0.05926633,0.9407337
78193-95-0,0.4219126,0.5780874
108419-32-5,0.94570124,0.05429874
78113-36-7,0.68953425,0.31046575
26748-41-4,0.85594475,0.14405528
68630-75-1,0.77891445,0.22108553
82560-54-1,0.15039313,0.8496069
33236-08-7,0.059091568,0.94090843
26685-57-4,0.17384678,0.8261532
78-69-3,0.94124407,0.058755934
78-44-4,0.4672947,0.5327053
81335-77-5,0.71458983,0.28541017
115767-74-3,0.6166438,0.38335618
51893-82-4,0.082953274,0.9170467
1610-17-9,0.27386135,0.72613865
3853-74-5,0.016841054,0.98315895
834-12-8,0.21587795,0.78412205
72576-80-8,0.9769049,0.023095094
90622-57-4,0.9525323,0.047467683
29804-22-6,0.9367479,0.06325212
2035-99-6,0.9707456,0.029254368
2198-61-0,0.96649945,0.03350058
109-19-3,0.9615222,0.038477756
539-90-2,0.9410139,0.05898611
55837-18-8,0.53708947,0.46291056
57-43-2,0.15608132,0.8439187
64-43-7,0.06951755,0.93048245
37205-87-1,0.9037456,0.096254386
16537-52-3,0.06726277,0.93273723
24838-84-4,0.02368772,0.9763123
137863-20-8,0.4564944,0.5435056
21270-25-7,0.16104937,0.83895063
21270-04-2,0.15765053,0.84234947
109-15-9,0.9701863,0.029813727
97-87-0,0.94625825,0.053741753
112-11-8,0.96376264,0.03623739
97683-31-3,0.69976,0.30023998
1912-24-9,0.2203232,0.7796768
68228-18-2,0.31770724,0.68229276
57375-63-0,0.8001219,0.19987808
3733-84-4,0.15653455,0.84346545
51162-51-7,0.024229765,0.97577024
328-04-1,0.042149246,0.95785075
29911-28-2,0.8862825,0.11371751
91315-15-0,0.5635927,0.4364073
40910-49-4,0.9177788,0.08222123
141-14-0,0.9720232,0.027976817
69929-16-4,0.916893,0.08310701
134701-20-5,0.88556176,0.11443826
113658-85-8,0.5639589,0.43604112
10031-58-0,0.41229057,0.5877094
40596-80-3,0.8897629,0.11023715
477-32-7,0.37624162,0.6237584
86401-95-8,0.9337921,0.066207856
1020-35-5,0.0503155,0.9496845
5633-25-0,0.092797756,0.90720224
43033-72-3,0.052756548,0.94724345
51218-45-2,0.23117548,0.7688245
2307-68-8,0.50394696,0.49605304
38285-49-3,0.8370942,0.16290581
37172-05-7,0.6989082,0.30109182
7319-47-3,0.0911659,0.9088341
314-40-9,0.28097457,0.71902543
105-46-4,0.93041646,0.069583505
54839-24-6,0.8647608,0.13523917
141773-73-1,0.9144789,0.08552109
58327-22-3,0.8623649,0.13763514
236391-76-7,0.91341424,0.08658576
50602-40-9,0.6246672,0.37533277
54546-26-8,0.8766025,0.12339751
41767-29-7,0.8010229,0.19897708
25122-46-7,0.88340724,0.11659274
80474-14-2,0.83839864,0.16160136
5787-73-5,0.05120778,0.9487922
2282-34-0,0.08623159,0.9137684
2917-19-3,0.07278848,0.9272115
3766-81-2,0.056337655,0.94366235
1225-25-8,0.2709267,0.7290733
27778-78-5,0.025506139,0.97449386
27684-90-8,0.0418427,0.9581573
35384-89-5,0.053863287,0.9461367
24729-96-2,0.74352443,0.2564756
561-78-4,0.062367618,0.9376324
33499-14-8,0.36070204,0.63929796
30238-40-5,0.20044172,0.7995583
123172-53-2,0.73905087,0.26094913
89396-94-1,0.8644655,0.13553455
64050-87-9,0.17121124,0.82878876
3614-30-0,0.085811436,0.91418856
2753-45-9,0.16708106,0.83291894
68141-17-3,0.9160817,0.08391826
79985-89-0,0.03214234,0.96785766
82586-52-5,0.5578939,0.44210616
22791-12-4,0.043781757,0.95621824
70667-26-4,0.48525852,0.5147415
7789-99-3,0.9458917,0.05410832
106463-17-6,0.48255193,0.51744807
57558-46-0,0.22875428,0.7712457
33054-87-4,0.51705956,0.48294044
5389-12-8,0.13900942,0.8609906
1093653-57-6,0.91762996,0.08237002
105-30-6,0.7294909,0.27050915
110-41-8,0.96361184,0.036388166
7786-29-0,0.93076926,0.06923075
123-15-9,0.8956002,0.104399785
42615-29-2,0.7770027,0.22299728
97-61-0,0.8761661,0.12383388
76-73-3,0.15247035,0.84752965
309-43-3,0.057872176,0.9421278
66941-93-3,0.124176025,0.875824
30677-46-4,0.10602617,0.8939738
623-40-5,0.08572185,0.91427815
123-96-6,0.88424784,0.11575217
43201-95-2,0.9637436,0.036256384
142-55-2,0.96313053,0.036869492
5131-66-8,0.7236408,0.2763592
1569-01-3,0.78175485,0.21824513
81406-37-3,0.40583467,0.5941653
99607-70-2,0.46295625,0.53704375
3084-62-6,0.14009309,0.8599069
541-95-7,0.5232183,0.47678176
139001-49-3,0.49746782,0.5025322
120-62-7,0.7143067,0.2856933
557-36-8,0.7796985,0.22030148
96-17-3,0.8148738,0.1851262
14765-30-1,0.7868428,0.21315719
99-71-8,0.1775757,0.8224243
89-72-5,0.26415145,0.73584855
61005-12-7,0.1503759,0.8496241
88-85-7,0.18526757,0.81473243
61614-62-8,0.38081813,0.6191819
35265-04-4,0.46434873,0.53565127
104-89-2,0.049025297,0.9509747
70700-29-7,0.14716256,0.85283744
96-29-7,0.08406389,0.9159361
106461-41-0,0.21344376,0.78655624
84625-61-6,0.3671413,0.6328587
78-92-2,0.74221206,0.25778794
17751-77-8,0.08952242,0.9104776
21270-20-2,0.11966765,0.88033235
21270-21-3,0.09659749,0.9034025
21269-99-8,0.19683999,0.80316
21395-07-3,0.17634219,0.8236578
83161-22-2,0.93271565,0.067284346
513-53-1,0.8221353,0.17786469
78-86-4,0.7784244,0.22157559
27970-79-2,0.90953046,0.090469524
5412-64-6,0.11253196,0.88746804
14417-88-0,0.78486156,0.2151384
59875-04-6,0.8303154,0.16968457
13717-04-9,0.11351943,0.88648057
138-22-7,0.9260615,0.073938504
53651-69-7,0.9335744,0.06642563
99-79-6,0.603083,0.39691696
122008-85-9,0.51713383,0.48286617
10402-53-6,0.11235243,0.88764757
34067-03-3,0.2072013,0.7927987
94876-55-8,0.050818264,0.94918174
66941-53-5,0.08702022,0.9129798
86371-40-6,0.08849412,0.9115059
130693-82-2,0.6244978,0.37550223
29766-64-1,0.40135914,0.59864086
63716-10-9,0.88779473,0.11220525
1569-02-4,0.9036652,0.09633484
1083-57-4,0.3868209,0.6131791
7493-57-4,0.8338069,0.16619311
59323-76-1,0.63567525,0.36432475
27205-24-9,0.52560735,0.47439268
1647-12-7,0.8237903,0.1762097
14631-45-9,0.40453535,0.59546465
7698-97-7,0.28624517,0.71375483
92454-60-9,0.25085467,0.7491453
120-45-6,0.85244155,0.14755847
10137-87-8,0.08656907,0.9134309
54335-73-8,0.048738837,0.95126116
83435-67-0,0.8768049,0.12319512
82586-55-8,0.85493124,0.1450688
87333-19-5,0.89859366,0.101406306
16118-49-3,0.477466,0.522534
16378-22-6,0.06846279,0.9315372
22212-55-1,0.66698766,0.33301237
97-64-3,0.92007196,0.07992803
87237-48-7,0.45551568,0.5444843
66441-23-4,0.26859766,0.73140234
66441-11-0,0.5409084,0.4590916
2556-10-7,0.8250843,0.17491566
51-14-9,0.6955645,0.30443552
145040-37-5,0.45765162,0.5423484
54350-48-0,0.7220395,0.27796048
50765-78-1,0.030023754,0.96997625
50765-95-2,0.04598695,0.95401305
461432-25-7,0.73003554,0.2699645
54406-48-3,0.60914093,0.39085907
79-81-2,0.94797117,0.052028853
53839-71-7,0.74475056,0.25524944
106-29-6,0.96840036,0.031599663
61750-69-4,0.65418124,0.34581873
40267-72-9,0.9326709,0.067329094
3290-92-4,0.8123237,0.18767634
53083-27-5,0.84108067,0.15891935
19089-24-8,0.24381006,0.75618994
70381-67-8,0.08542043,0.9145796
17689-77-9,0.49948692,0.5005131
145650-60-8,0.9481259,0.051874105
97-41-6,0.77453136,0.2254686
84012-64-6,0.84924984,0.15075019
144-39-8,0.9283335,0.071666494
61931-80-4,0.9373611,0.062638886
64748-21-6,0.19635803,0.803642
82163-55-1,0.4666655,0.5333345
50765-88-3,0.031052709,0.9689473
90729-41-2,0.3023327,0.6976673
57846-36-3,0.19741946,0.80258054
39562-70-4,0.30867362,0.6913264
638-10-8,0.92700315,0.07299684
106700-29-2,0.36802012,0.6319799
61792-11-8,0.7792347,0.2207653
24199-46-0,0.8838637,0.11613629
70381-28-1,0.077323556,0.92267644
132031-81-3,0.32745945,0.67254055
80310-21-0,0.06788355,0.93211645
56611-65-5,0.5768454,0.4231546
13925-07-0,0.096719384,0.9032806
70381-39-4,0.06671214,0.93328786
149543-07-7,0.23238027,0.7676197
15911-11-2,0.43514878,0.5648512
88-29-9,0.52451366,0.47548634
68480-17-1,0.93097687,0.06902315
1335-46-2,0.9137867,0.086213306
5957-75-5,0.71522206,0.28477794
35044-59-8,0.8509913,0.14900869
125055-60-9,0.10454923,0.8954508
88969-41-9,0.9405267,0.059473254
62395-45-3,0.93788517,0.06211484
32766-80-6,0.794011,0.20598902
3763-77-7,0.37621146,0.62378854
125055-73-4,0.4524318,0.5475682
23674-86-4,0.7905768,0.2094232
1253-28-7,0.81073076,0.18926924
33765-80-9,0.5516293,0.44837067
3568-56-7,0.035298526,0.9647015
92065-18-4,0.18165433,0.81834567
13539-59-8,0.15412486,0.84587514
2532-49-2,0.10274339,0.8972566
78541-98-7,0.06826246,0.93173754
55242-55-2,0.22717822,0.7728218
87344-11-4,0.37885338,0.6211466
1399-80-0,0.15747583,0.8425242
22345-47-7,0.34116095,0.65883905
82875-37-4,0.6944769,0.3055231
6670-95-7,0.21732187,0.7826781
82875-46-5,0.7365309,0.26346913
82875-43-2,0.7248849,0.27511507
33232-85-8,0.0982309,0.9017691
1942-80-9,0.025136828,0.9748632
88150-62-3,0.58038366,0.41961637
73698-61-0,0.6165151,0.3834849
134169-75-8,0.56187916,0.4381208
57846-37-4,0.12798917,0.8720108
85365-53-3,0.13309598,0.866904
75274-15-6,0.13313055,0.86686945
167004-78-6,0.1746856,0.8253144
75274-19-0,0.19025832,0.8097417
117378-04-8,0.56657636,0.43342367
92-09-1,0.38570738,0.6142926
142-90-5,0.954761,0.045238942
97-88-1,0.9051502,0.09484981
25044-01-3,0.6176461,0.3823539
39670-09-2,0.86943555,0.13056448
20363-83-1,0.69528985,0.30471018
97-63-2,0.85934365,0.14065637
53153-66-5,0.70498383,0.2950162
1128-08-1,0.8921679,0.10783206
112-12-9,0.97159874,0.028401248
821-55-6,0.9331851,0.06681489
111-13-7,0.916473,0.08352702
110-43-0,0.8802941,0.11970589
591-78-6,0.7489432,0.25105676
2052-15-5,0.9057187,0.09428134
40942-73-2,0.8447614,0.15523863
591-60-6,0.88149107,0.11850896
59558-23-5,0.8555042,0.14449577
2748-88-1,0.41034466,0.58965534
64-77-7,0.5820246,0.41797543
63992-49-4,0.81607807,0.18392196
63992-50-7,0.8228005,0.1771995
63989-86-6,0.79376185,0.20623815
5736-70-9,0.3518312,0.6481688
1610-29-3,0.71847343,0.2815266
1147-62-2,0.12716687,0.87283313
31143-55-2,0.17748779,0.8225122
125055-69-8,0.06765419,0.9323458
488-10-8,0.8234784,0.17652158
1713-12-8,0.25967836,0.74032164
125055-71-2,0.069362104,0.9306379
125055-59-6,0.14095491,0.8590451
125055-57-4,0.102101445,0.89789855
125055-55-2,0.08188677,0.91811323
125055-53-0,0.08121461,0.9187854
125055-72-3,0.12305009,0.8769499
26485-82-5,0.1396563,0.8603437
70381-35-0,0.06755346,0.93244654
98290-92-7,0.105282545,0.89471745
3848-24-6,0.8808341,0.1191659
88107-10-2,0.2577423,0.7422577
112668-65-2,0.8544708,0.14552921
112668-63-0,0.8696215,0.13037845
108427-72-1,0.59640265,0.40359733
81250-14-8,0.14640695,0.85359305
168152-83-8,0.035799265,0.96420074
168152-73-6,0.024621189,0.9753788
148504-51-2,0.031654775,0.9683452
629-70-9,0.97211266,0.027887322
112-17-4,0.97083753,0.029162453
143-13-5,0.97376525,0.026234718
112-14-1,0.97645366,0.023546316
112-06-1,0.96205515,0.037944872
142-92-7,0.95865834,0.041341692
628-63-7,0.9416926,0.05830738
14959-86-5,0.9070074,0.09299259
53042-79-8,0.88081264,0.119187355
39920-56-4,0.9206221,0.07937789
123-86-4,0.9299454,0.0700546
112-07-2,0.9220519,0.07794808
124-17-4,0.8983339,0.10166611
2442-10-6,0.8714817,0.1285183
18871-14-2,0.9190254,0.08097459
57960-19-7,0.8361058,0.16389418
539-88-8,0.9163011,0.083698906
66017-91-2,0.091264725,0.9087353
20706-25-6,0.8086286,0.1913714
109-60-4,0.933637,0.066362984
141-97-9,0.7716036,0.22839643
122-82-7,0.59442985,0.40557012
623-36-9,0.54212314,0.45787686
102-27-2,0.22703916,0.77296084
148-69-6,0.12225968,0.8777403
88881-65-6,0.17060214,0.82939786
24441-47-2,0.028613329,0.9713867
98476-13-2,0.28316063,0.7168394
65516-17-8,0.063626766,0.93637323
104-90-5,0.113402665,0.88659734
13360-64-0,0.051532626,0.9484674
25646-77-9,0.23751622,0.7624838
58066-96-9,0.22666538,0.7733346
30086-84-1,0.63667536,0.36332464
10443-70-6,0.3294505,0.6705495
25319-90-8,0.29419404,0.70580596
66505-62-2,0.2682423,0.7317577
21062-28-2,0.487154,0.512846
3681-71-8,0.89708644,0.10291355
50767-79-8,0.95241445,0.04758554
13402-08-9,0.69046265,0.30953735
634-55-9,0.4174267,0.5825733
1522-41-4,0.4909405,0.5090595
609-15-4,0.17678207,0.8232179
25331-92-4,0.15952885,0.84047115
15622-65-8,0.06991726,0.93008274
15707-23-0,0.06388366,0.93611634
70381-33-8,0.07831514,0.92168486
600-14-6,0.55042017,0.44957986
40054-69-1,0.27093303,0.72906697
73839-77-7,0.31578898,0.684211
