CASRN,LD50_xgboost_rdkit2d
3048-64-4,0.9975816
60643-86-9,0.9596689
27451-36-1,0.3595186
5809-59-6,0.23000073
3984-22-3,0.9958559
100-42-5,1.1324677
2653-39-6,1.1568238
2039-85-2,1.2136154
2039-87-4,1.3134953
100-69-6,0.6307569
32630-50-5,0.5511815
2852-07-5,0.37850252
79-06-1,1.1012118
924-42-5,0.77192974
2210-24-4,0.8976712
34443-04-4,0.85622984
106-71-8,0.4438185
13641-96-8,0.54977316
84732-27-4,0.98851043
2206-89-5,-0.26704255
106-90-1,0.54780054
593-67-9,0.69678617
13162-05-5,0.5621937
929-37-3,1.2206429
16801-19-7,1.023091
110-75-8,0.26170182
692-45-5,0.6135662
769-78-8,1.2716359
115-98-0,0.016054552
75-01-4,1.0479139
593-60-2,0.80664515
78-88-6,0.6033473
77174-66-4,0.56068456
35326-33-1,1.0424602
96250-37-2,-0.031067858
921-09-5,0.19657813
75-35-4,0.88179624
50-00-0,0.8439695
30699-99-1,0.62104964
2396-63-6,0.6226757
6900-06-7,0.7596005
76379-66-3,1.0568024
52465-42-6,0.29485112
107-19-7,-0.018855052
139886-21-8,0.28491545
624-65-7,0.18994127
74782-23-3,0.54146916
471-25-0,0.6344195
126-52-3,0.58078194
93105-81-8,0.6997983
4035-89-6,0.67896605
13516-27-3,0.46194237
58-32-2,0.70495147
123-69-3,1.8462771
6724-53-4,0.61066085
97755-90-3,0.019249113
1532-06-5,0.98341197
16069-36-6,0.60117173
947-04-6,0.7793589
143-23-7,0.46481848
965-40-2,1.4060496
52-49-3,0.14252672
1169-26-2,0.47160545
3365-99-9,0.35961318
27014-42-2,1.26516
3386-18-3,1.6959898
1212-29-9,0.45787853
4979-32-2,0.7001427
84-61-7,1.2519135
129273-38-7,0.13768755
98043-60-8,-0.35711336
87691-92-7,0.12781502
64-60-8,0.3933288
37027-56-8,1.0150379
956-90-1,0.51054484
10310-38-0,-0.17782436
135991-95-6,0.5922558
90-42-6,1.0869503
4471-27-6,1.2855332
925-83-7,0.78914046
111-20-6,1.5568628
1120-10-1,1.1077033
1561-48-4,0.77931416
7300-34-7,0.7735528
55-65-2,0.5710154
38357-93-6,0.10875424
20917-50-4,0.5011323
90-39-1,0.14481737
112457-95-1,0.18783535
1532-14-5,0.4555227
91-17-8,1.4853727
142852-51-5,0.055566877
2164-08-1,0.7522404
70907-61-8,0.24107073
6837-24-7,1.0103669
13071-27-7,0.52240616
4500-29-2,1.176634
3194-36-3,0.6763465
4246-51-9,0.8689156
91893-36-6,-0.01867825
52-46-0,-0.05811381
60563-10-2,0.45745018
6056-11-7,-0.169739
2615-15-8,1.7378662
17455-13-9,0.93047005
26248-87-3,-0.08476557
110-82-7,1.8962134
629-40-3,0.8267258
75224-39-4,0.10041458
28998-48-3,0.2613949
1572-55-0,0.64184994
72239-35-1,0.25713956
32808-51-8,0.36590293
10018-78-7,1.1428838
4323-43-7,0.5964507
42839-36-1,0.5197637
2842-38-8,0.9344125
13010-47-4,0.22397842
80834-52-2,0.057551175
80834-50-0,0.13175015
929-17-9,1.212214
80834-79-3,0.40974668
49830-98-0,0.3616777
821-57-8,1.1297648
4067-16-7,0.49982837
10563-26-5,1.0439605
124-09-4,0.692173
111-49-9,0.6372697
55-56-1,-0.13486542
822-06-0,0.8591135
315-72-0,0.6346783
19824-89-6,0.3077387
132449-89-9,0.28894413
22089-22-1,-0.533486
14984-68-0,0.295784
4544-15-4,0.31513754
4856-87-5,0.82465863
100482-70-0,-0.020721354
629-11-8,1.7062482
33100-27-5,0.61271167
2163-00-0,0.88416857
287-92-3,2.0256953
6483-15-4,0.36180413
80834-72-6,0.14617561
80834-58-8,0.15654832
2413-38-9,0.108333714
633-59-0,0.33316574
2432-74-8,0.79764175
37872-62-1,0.4797937
5124-30-1,1.078585
24771-52-6,0.36611727
4430-31-3,1.388806
2062-78-4,-0.06841706
33433-85-1,0.09237696
57648-21-2,0.23273829
19668-15-6,0.32400405
2127-01-7,0.70292866
940-69-2,0.49851805
62-46-4,0.54159117
84-04-8,0.2414373
57808-66-9,0.419181
62987-05-7,0.41070375
59330-98-2,0.9785294
131-89-5,-0.25693497
98-89-5,0.9506439
49665-58-9,0.68249667
95-33-0,0.79362357
139-05-9,0.7673775
2211-66-7,0.77266043
3173-53-3,0.85737
963-03-1,0.7130694
108-93-0,1.1363974
25485-88-5,0.9610711
1124-54-5,0.49919137
17796-82-6,0.7889928
2438-38-2,0.94243103
26864-56-2,0.013499072
63918-29-6,0.23912904
2055-44-9,0.07484083
688-78-8,-0.09212828
892-01-3,0.30843276
80834-48-6,0.19333684
80834-54-4,0.13793366
3715-90-0,0.2896395
305-03-3,0.13715462
111-16-0,1.671699
7009-49-6,1.2475353
52-86-8,0.15491086
17230-87-4,-0.143571
2354-61-2,0.19767897
1649-18-9,0.25081465
6115-97-5,0.054524407
66839-99-4,-0.4093937
54-95-5,0.6669636
502-44-3,1.6791269
63451-45-6,-0.12360757
2409-19-0,0.33934182
83335-32-4,0.23494254
931-97-5,0.43019864
123-00-2,0.92686784
70476-82-3,0.51467466
108552-93-8,0.34033394
6055-19-2,-0.32704008
3778-73-2,-0.5402671
60607-34-3,-0.080247596
525-26-8,0.39420438
16470-24-9,1.0305477
6425-08-7,0.42634496
16090-02-1,0.8187314
103-34-4,0.88034534
16131-53-6,0.42828184
32226-69-0,0.23740838
94-62-2,0.40035746
38304-91-5,0.4812528
14052-74-5,0.357833
631-41-4,1.2775716
101670-73-9,-0.82866114
5343-92-0,1.7116516
36366-93-5,1.0818235
294-93-9,0.9062249
14187-32-7,0.16386081
14663-71-9,-0.59418553
4904-61-4,1.4450222
61788-32-7,0.9331352
110-83-8,1.3575163
80834-60-2,0.19030477
80834-55-5,0.16284576
548-73-2,0.3490536
709-08-0,1.0289029
5264-33-5,0.99876237
65216-94-6,0.753169
27724-96-5,0.7338628
16590-41-3,-0.114792466
61361-38-4,0.3753522
2425-79-8,1.154036
742-20-1,0.85873526
27114-11-0,0.15473723
26844-12-2,0.2872175
5766-48-3,0.29602334
106-69-4,1.795416
85-42-7,1.1763785
63716-34-7,0.29200724
20757-80-6,0.5302824
19843-73-3,0.4111279
522-48-5,0.23481147
2312-73-4,0.22861303
21491-20-3,0.18900296
34920-64-4,0.42494228
66364-74-7,0.30736914
51773-92-3,0.14232302
76487-48-4,0.16782577
71-78-3,0.4058315
102071-30-7,0.27780417
40507-80-0,0.10514903
1163-36-6,0.46846104
74789-64-3,-0.07881229
10193-95-0,0.41708568
942-01-8,0.8155086
64057-91-6,0.31602588
1079-26-1,0.26567096
63979-41-9,0.37845266
321-64-2,0.5675596
4726-93-6,1.0468516
23205-23-4,0.34822118
32527-55-2,0.39894527
3445-11-2,1.3385468
28782-42-5,-0.17612529
52-52-8,1.1644077
107-72-2,0.8103467
4097-89-6,1.1333716
110-60-1,0.94424284
1965-29-3,1.3440198
140-31-8,1.1895592
20537-88-6,-0.17081413
2038-03-1,1.3362464
505-66-8,0.89009035
123-75-1,0.30904785
77162-70-0,0.02058785
36350-95-5,0.49013424
94011-82-2,0.27732378
71320-77-9,0.42873716
4719-04-4,1.3125688
51-18-3,0.53336906
545-55-1,-0.10548792
52-24-4,-0.28045475
4415-51-4,0.30832115
102-71-6,1.2870231
622-40-2,1.3847625
5928-69-8,0.41461927
1798-49-8,0.36909837
86827-84-1,0.18807521
555-77-1,-0.9033873
55837-27-9,0.85029435
14052-77-8,0.36486387
40575-34-6,0.0021075509
631-27-6,0.6102863
930-55-2,0.33351785
112-27-6,1.954445
111-22-8,0.84160906
112-26-5,-0.12907374
10138-79-1,0.37720534
140-08-9,0.062203374
115-96-8,0.11296685
10235-09-3,-0.4198452
109-99-9,1.5125376
126-33-0,0.63131654
1820-50-4,0.8729692
111-30-8,1.1833662
1339119-15-1,1.1558564
141-31-1,1.3369852
30484-77-6,0.20584233
4425-97-2,0.35293078
111-94-4,0.9046763
1656-48-0,1.2549533
111-97-7,0.72465247
59894-87-0,0.0047424883
1071-27-8,0.52213216
2386-87-0,0.77097136
2579-20-6,0.5892135
2549-93-1,0.76441133
10347-54-3,0.89110106
13909-13-2,0.08773923
78718-52-2,0.45459634
195252-21-2,0.074267186
195252-40-5,0.4000297
29216-28-2,0.18466574
3385-21-5,0.8009786
1076-97-7,0.88825655
78945-53-6,0.28415176
13560-89-9,-0.24034141
6522-21-0,0.5460134
195252-29-0,0.14473374
23239-75-0,0.31544966
75259-63-1,0.29428962
10447-38-8,-0.059403084
7348-26-7,0.4402177
69581-33-5,0.70832074
30007-39-7,0.32843363
68-91-7,0.18856388
56903-65-2,0.18155786
56485-47-3,0.35173348
1798-50-1,0.15553771
91595-86-7,0.1948419
73771-25-2,0.9752664
13887-56-4,0.47294733
16568-66-4,0.6326832
77145-61-0,0.19053812
93181-85-2,0.33897465
17902-23-7,0.13646829
14697-46-2,1.9843686
97-99-4,1.411933
857-95-4,-0.0023489778
5836-29-3,-0.03049982
529-33-9,0.9152888
102676-31-3,0.6874804
3184-13-2,1.8875922
7531-52-4,1.3029113
1119-34-2,1.2144682
121771-84-4,0.47201815
139-89-9,1.2511128
57369-32-1,0.74092966
4425-95-0,0.43470162
34161-23-4,0.40412968
111-17-1,1.177918
5837-68-3,0.5790597
1470-94-6,0.7619678
110-94-1,1.2977725
108-55-4,1.3012544
51505-90-9,0.76551515
36329-36-9,0.585925
91893-39-9,0.33981448
34790-06-2,0.47313517
616-45-5,1.5908431
532-12-7,0.39562124
62666-20-0,0.29922277
19395-78-9,0.6699955
41716-84-1,0.23572834
56368-47-9,0.67581093
79276-58-7,0.6116119
88909-96-0,0.43597376
52637-01-1,0.1448929
104-64-3,1.3008283
673-31-4,0.7911691
94-82-6,0.51043224
4635-59-0,0.60129863
27959-26-8,0.1670032
63638-93-7,0.37809324
56-17-7,0.20093973
111-41-1,1.1468047
110-85-0,1.1033121
841-77-0,0.2366818
92-54-6,0.5987798
95884-49-4,-0.15793216
61655-58-1,0.02187819
14028-44-5,-0.13104767
5632-47-3,0.46701807
111-42-2,1.7983873
110-91-8,1.4688629
91893-35-5,-0.34182876
26644-46-2,-0.005439396
140-79-4,0.41954234
4110-66-1,0.14988744
1072-52-2,1.3729287
120-07-0,1.1048486
92-00-2,0.58751106
1116-54-7,0.9156896
77129-82-9,0.22411895
35627-29-3,0.8198795
60029-23-4,0.26071295
92-53-5,0.7016666
108001-60-1,0.38718382
59-89-2,1.0025239
17688-68-5,0.53983337
25182-84-7,1.4268876
111-46-6,1.7937485
111-48-8,0.7360011
1892-29-1,1.0126352
504-63-2,1.8140237
10099-72-6,1.2149886
30544-47-9,0.43810597
19721-22-3,0.69613564
111-91-1,0.057630233
123-91-1,1.4217917
120-55-8,1.0844059
15980-15-1,0.53112054
53061-10-2,-0.0023735575
63917-06-6,0.087391466
6279-87-4,0.47508794
1070-42-4,-0.046586566
5266-08-0,-0.3410062
311-44-4,-0.8429726
2451-86-7,1.2851143
1120-71-4,0.80574954
287-29-6,1.0106753
2550-06-3,0.65796953
505-60-2,-0.07044488
100-45-8,0.6642465
64011-70-7,0.6080234
4771-80-6,1.1082842
10137-69-6,0.38771832
13042-02-9,0.6135936
4488-57-7,0.9915013
57-24-9,-0.56971985
65043-22-3,0.44408044
4781-76-4,1.2033794
100-73-2,0.9702575
63915-63-9,0.26829043
110-61-2,0.2884744
1075-76-9,0.8834214
75696-02-5,0.5390473
109-78-4,0.48857862
1071-22-3,0.6520486
542-76-7,0.08548043
26896-48-0,0.7918822
14370-50-4,0.626425
13887-61-1,0.5022402
23657-27-4,0.2344082
35944-73-1,0.5671532
97901-22-9,0.5107254
63007-70-5,0.3895496
25967-29-7,0.38159093
23887-48-1,0.57000285
78246-49-8,0.3020671
20123-68-6,0.32618442
33453-19-9,0.5625218
7346-91-0,0.43333048
64872-77-1,0.75771666
114654-31-8,0.4267855
884-49-1,0.4262808
14008-53-8,0.21749438
2589-15-3,0.23999813
145-73-3,0.75253403
2759-71-9,0.6791708
765-30-0,0.59205544
81356-60-7,0.3358414
86393-33-1,0.46150962
32773-59-4,0.69001704
3544-94-3,0.29676223
521284-22-0,0.48958302
7545-48-4,1.0385635
101-49-5,0.9657558
56461-33-7,-0.09005182
100678-32-8,0.18203355
30914-89-7,0.118674085
74103-07-4,0.010145353
1331-07-3,0.37690312
88485-37-4,0.22379051
29050-11-1,0.79050523
55316-22-8,0.7391834
57-96-5,0.34472248
114686-12-3,0.6333168
102-20-5,1.0819659
51-12-7,0.51387525
59-97-2,0.50422466
5144-52-5,0.16335076
372-77-0,-0.20961238
123-81-9,0.27102846
4301-50-2,-0.22496882
76824-35-6,0.5822705
103-29-7,1.1692669
7199-29-3,0.57260084
53597-27-6,0.015374843
119-84-6,1.1189781
36330-85-5,0.6386811
38873-55-1,0.43505517
123-56-8,1.5157092
23249-97-0,0.8530361
23093-94-9,0.74527097
23093-93-8,0.93200564
21256-18-8,0.28953853
24096-53-5,0.86697304
108-30-5,1.1835495
5029-46-9,0.47260165
53894-28-3,0.7495652
62-31-7,0.577567
61361-60-2,0.44592452
56538-00-2,-0.55337244
72239-33-9,-0.18633609
55458-76-9,0.65830845
51-71-8,0.1870806
59128-97-1,0.47105682
24166-13-0,0.4062427
94776-91-7,0.34261978
111988-49-9,0.27305084
100199-60-8,0.7945677
7633-57-0,0.5718069
97174-79-3,0.6372862
180793-94-6,0.3587953
92-43-3,0.34108204
2121-12-2,0.43232897
622-08-2,1.2196335
103-74-2,1.0055579
104-62-1,1.276582
103-53-7,1.3299047
124428-11-1,0.5214827
94-47-3,1.2959033
37795-69-0,0.58729446
940-41-0,0.7598506
35250-53-4,0.98022103
59375-68-7,-0.6885052
4871-71-0,0.35778287
103-63-9,0.73840266
113136-77-9,0.39880392
60207-31-0,0.27085987
1070-78-6,0.6732826
2043-57-4,0.15728445
19201-32-2,0.12965597
141-43-5,1.6686308
33545-23-2,1.0588331
10042-77-0,0.9264227
151-56-4,0.7456568
5782-83-2,0.24944934
96-45-7,-0.067507446
73218-79-8,0.21047474
61-57-4,0.8481141
24207-38-3,0.8190212
65141-46-0,0.47682402
96-53-7,0.39603624
3566-10-7,-0.13540956
557-30-2,0.4104896
80026-34-2,0.5205041
33813-20-6,0.116056174
26859-72-3,0.10061556
22232-71-9,-0.12634659
27097-43-4,-0.51820713
23915-26-6,-0.1894509
39884-52-1,0.5682694
73870-33-4,0.0820875
40762-15-0,0.7705806
34929-08-3,0.4562266
107-21-1,1.602232
122-99-6,1.1319463
3833-54-3,0.9723391
120-67-2,0.50497574
2122-77-2,0.71248883
371-62-0,-0.30033228
60-24-2,0.47529882
80303-93-1,0.3665597
107-07-3,-0.028970111
624-76-0,0.20006576
75-21-8,1.201056
646-06-0,1.365695
629-15-2,1.0238699
9004-86-8,1.3161736
2514-53-6,0.32713932
96-49-1,1.2109151
339-65-1,0.0787875
58041-19-3,0.73070234
19767-45-4,0.33175337
420-12-2,0.47023228
629-17-4,0.034830928
62303-19-9,0.48229963
762-70-9,0.43983197
1622-32-8,0.5231098
107-06-2,0.14380689
126-15-8,0.8218541
2425-06-1,0.7146079
133-06-2,0.7436864
85-43-8,0.82323813
2971-38-2,0.40556976
3276-41-3,0.3201454
110-64-5,1.3052067
77-79-2,0.33722538
544-25-2,0.8724619
542-92-7,0.7697929
542-78-9,0.76580733
3385-61-3,1.0381662
77-73-6,1.0806819
122-78-1,1.0657299
28382-15-2,0.48668203
105112-76-3,0.22598056
63979-76-0,0.54194534
4080-31-3,0.15270528
104-54-1,1.0925978
29560-84-7,0.4788559
104-65-4,1.1208336
122-69-0,1.1480702
5320-75-2,1.2239574
149-29-1,0.9735553
107-20-0,-0.092298165
628-87-5,0.7400337
110-65-6,0.95493084
3159-29-3,0.4158374
101-27-9,0.32961848
59443-94-6,0.6430529
107-91-5,0.73339945
372-09-8,0.22395666
107-16-4,0.55754715
63278-33-1,0.3093963
768-94-5,0.6098049
102938-79-4,0.520906
7585-39-9,0.59164435
2451-62-9,0.28617704
77658-97-0,0.42623097
5026-74-4,0.50521874
2589-01-7,0.54820275
13674-87-8,0.021730086
3188-57-6,1.0035954
1263-89-4,1.1232498
24676-80-0,0.47401512
63919-02-8,0.751587
81737-62-4,0.48159876
85095-79-0,0.13855226
56552-15-9,0.7383483
2238-07-5,0.8980289
101-90-6,0.83945954
7195-43-9,0.85188484
7195-45-1,0.6294605
14974-71-1,0.672322
14168-01-5,0.26737827
90035-08-8,-0.7358037
56073-07-5,-1.9335165
56073-10-0,-2.699975
104653-34-1,-1.4453421
83480-29-9,1.1471316
131-99-7,1.1427771
9000-30-0,0.98424923
63883-19-2,0.22463435
2338-18-3,0.38348296
1703-58-8,1.0708117
1134-47-0,0.5374589
30618-84-9,0.8073406
60634-63-1,0.6472185
116255-48-2,0.2995718
5566-34-7,0.61987716
1890-47-7,-0.034446955
4618-18-2,1.789436
57-50-1,1.7103539
1715-40-8,0.6158599
616-30-8,1.4367206
98383-40-5,0.43636173
54622-43-4,0.8644227
13551-92-3,0.8686711
112281-77-3,0.071864024
5455-98-1,0.6915194
61213-25-0,-0.3398108
149-32-6,1.7516465
87-99-0,1.7910343
554-18-7,0.90550745
1708-39-0,1.0875562
3820-67-5,0.2501989
23779-99-9,0.5398178
624-43-1,0.8420506
621-65-8,0.1711712
556-52-5,1.05724
51371-34-7,0.8700863
96-24-2,0.2048594
622-04-8,0.92261857
886-74-8,0.3605095
122-60-1,1.1188555
13443-29-3,1.1571265
127-90-2,-0.112200394
55-63-0,0.59914005
6659-62-7,0.32609716
652-67-5,0.16011688
16051-77-7,0.6731736
87-33-2,0.7461992
23261-20-3,1.8161813
53460-81-4,0.43302298
106-89-8,0.23405258
3221-15-6,0.38058567
3001-57-8,0.13005951
96-23-1,0.21274073
96-18-4,0.32297155
3583-47-9,0.29077464
19721-74-5,-0.0343253
55739-78-1,-0.012121281
60-57-1,-0.92435956
53494-70-5,-0.4442196
56534-02-2,0.6415135
28772-56-7,-1.010434
376608-71-8,0.43451795
35144-55-9,0.6134873
14919-77-8,0.6854967
24169-02-6,0.649422
22832-87-7,0.80748314
65899-73-2,0.38858473
24168-96-5,0.399248
61318-91-0,0.60685265
19396-06-6,0.82263786
3641-49-4,0.93465525
59-92-7,0.8946122
4350-09-8,0.70282805
22855-57-8,0.7306693
66064-11-7,0.7673503
3982-20-5,0.42023793
60653-25-0,0.35514084
1874-54-0,0.37309757
3513-93-7,0.5038973
15518-76-0,0.5704912
104-14-3,0.71443003
329-56-6,0.7468198
444-27-9,0.76380235
71821-17-5,0.47587585
299-27-4,1.6480777
15879-93-3,0.5983762
69-33-0,0.7725913
50924-49-7,1.0901057
36791-04-5,0.8424906
73986-95-5,0.47180822
64011-46-7,0.8808935
765-34-4,0.7484368
1021-19-8,-0.8514985
26501-80-4,-0.889617
3868-61-9,-0.3490819
76738-28-8,0.7139722
4691-65-0,1.2913958
86-04-4,1.3026861
96753-85-4,0.20412652
96-09-3,1.053533
58100-26-8,0.3672027
52-90-4,1.0155984
24689-89-2,-0.13862085
101530-10-3,0.36182237
1424-50-6,0.508758
10140-89-3,-0.033569377
2601-89-0,0.029163558
565-64-0,0.53632784
79-00-5,0.5051708
50-59-9,0.2674176
132-81-0,1.2168161
1087-35-0,0.37992087
68788-33-0,0.08632584
98216-44-5,0.42372528
14504-15-5,0.5889523
55453-87-7,0.0018697741
1438-20-6,0.55165267
39082-00-3,0.4631613
928-72-3,1.5151054
24312-44-5,-0.086113766
1014-98-8,0.99993396
5994-61-6,1.218666
5336-53-8,0.6796042
112733-06-9,0.3406807
64211-46-7,0.6166261
20187-55-7,0.57752115
86598-92-7,0.6533299
103-50-4,1.3477991
534-07-6,0.09971251
623-25-6,0.9058627
6586-89-6,1.0451488
101-81-5,1.1733786
101-77-9,0.42054638
101-76-8,0.9622599
101-14-4,0.8392945
51944-41-3,0.9819959
120-32-1,0.73301464
9084-06-4,1.0681739
92-81-9,0.80324835
27311-52-0,0.87898636
97-23-4,0.1421717
5178-56-3,0.45057318
57165-58-9,0.7766168
51484-40-3,0.64227986
63-98-9,1.1379886
103-82-2,0.9098411
17518-47-7,0.19553465
15992-13-9,0.7892054
62809-33-0,0.54508847
69002-85-3,0.09586393
34645-84-6,0.49015176
86335-26-4,0.062153183
61941-56-8,0.6631675
19386-45-9,-0.51599705
66-76-2,0.48937064
29110-48-3,0.32303357
85-34-7,0.60997325
78218-49-2,0.39857054
18046-21-4,-0.21416391
2763-96-4,1.22856
102366-79-0,0.30366912
621-92-1,0.9422154
1214-39-7,0.5278512
538-32-9,1.003193
13045-62-0,0.48171318
1125-85-5,0.38637182
1421-23-4,0.69080496
146-22-5,0.72386724
1812-30-2,0.5233698
29975-16-4,0.53300536
2439-99-8,1.0149175
78712-43-3,0.70317036
135838-07-2,0.3868744
6085-94-5,0.6485792
135810-26-3,0.40838268
50264-86-3,0.8754692
70891-37-1,0.8569046
50264-69-2,0.62013704
5014-11-9,-1.2029904
14663-23-1,0.5031392
54-87-5,0.65461475
100-51-6,1.0137655
13826-35-2,1.0842651
18773-63-2,0.93513
98-00-0,0.5739216
67-47-0,0.7077875
77605-72-2,0.60699815
104-57-4,1.244915
103-41-3,1.1719068
120-51-4,1.3114593
118-58-1,0.8611158
72850-64-7,0.3164592
501-53-1,0.69630516
51594-83-3,0.48076195
55203-12-8,1.1760504
27355-22-2,0.3795106
62501-39-7,0.5645222
122-59-8,1.0926402
120-23-0,0.98837066
55335-06-3,0.7423606
69377-81-7,0.6265945
640-19-7,-0.7565306
450-55-5,-0.7245001
404-42-2,-0.6262658
351-05-3,-0.18307245
457-43-2,-0.69924223
1737-17-3,-0.54111654
100-53-8,0.78245765
59021-02-2,0.558351
405-30-1,0.5202393
538-28-3,0.41311145
4357-96-4,0.44300047
137927-75-4,0.5306616
18504-81-9,0.71121544
141-84-4,0.45707908
18527-35-0,0.3878984
6274-27-7,0.35430476
32991-48-3,0.5801995
29727-70-6,1.207154
68291-97-4,0.8280888
100-44-7,1.0133297
100-14-1,0.6398965
53874-66-1,1.0788804
6959-48-4,0.46829194
38721-71-0,0.8241705
86-52-2,0.97029454
6959-47-3,0.41577342
96-19-5,0.27860346
17293-03-7,0.73550355
532-27-4,0.51480603
6305-04-0,0.5126501
4252-78-2,0.6638152
10436-39-2,0.42341274
79-07-2,0.124346234
79-04-9,0.2602036
51632-16-7,0.69403476
73866-23-6,0.6358511
683-57-8,0.08038049
79-08-3,0.08612325
12712-28-6,0.21688975
4196-86-5,0.47342765
78-11-5,0.2888913
77-86-1,1.7311465
126-11-4,0.7398798
58138-08-2,0.37549043
625-89-8,0.4720361
376-90-9,0.5138886
3737-41-5,-0.06977298
133855-98-8,0.41726556
25061-59-0,0.15117241
376-18-1,0.22289519
71119-10-3,0.19871221
306-52-5,0.64764863
69226-51-3,0.36265647
630-20-6,0.4302338
22052-04-6,0.44357416
39236-46-9,0.7254643
87957-27-5,0.51058275
26907-37-9,0.4687153
6970-97-4,0.92833024
58-93-5,0.75653785
39603-48-0,-0.35452017
78491-02-8,0.9362583
67238-62-4,0.7194691
58955-84-3,0.5707524
100-97-0,0.36714166
101-25-7,0.17751315
2691-41-0,0.17582548
13980-04-6,0.32425967
121-82-4,0.8082358
2235-43-0,0.7831226
40507-94-6,0.3633372
870-72-4,1.121534
99591-74-9,0.13014968
555-89-5,0.8258864
88144-99-4,-0.43123493
6317-18-6,-0.037251256
21564-17-0,0.41517726
21335-43-3,0.24016486
3518-65-8,0.70833594
74-97-5,0.33656776
24082-36-8,-0.3129615
128-79-0,0.01767857
3071-73-6,0.93478465
991-42-4,-1.6173246
73688-63-8,0.6402576
21413-28-5,0.46815246
603-34-9,0.55202055
101-02-0,0.7538644
115-86-6,0.44844317
603-35-0,0.3165246
60628-96-8,0.38851172
82-66-6,0.13696128
84-15-1,0.8568954
84-62-8,1.0392029
573-58-0,1.2922604
30638-08-5,0.503763
119006-77-8,0.42249238
28140-60-5,0.82362324
1937-37-7,0.85410815
6247-39-8,0.6181988
62802-56-6,0.42172784
90-30-2,1.380754
4335-09-5,1.0847819
13080-89-2,0.5006556
6406-56-0,1.1854538
67446-03-1,0.7759171
587-98-4,1.0518254
4117-90-2,0.6117177
135-88-6,0.8727183
81-77-6,0.6501045
17364-40-8,0.7246873
25505-99-1,0.6128307
622-15-1,0.766296
86-29-3,0.80488455
4695-13-0,1.0132427
117-34-0,0.9775276
91-01-0,1.0326214
119-53-9,0.9733398
92-52-4,1.0327394
119-61-9,1.1100224
94-36-0,0.9981577
1850-15-3,0.98409325
122-39-4,0.8660132
102-06-7,0.69889057
622-03-7,-0.020031976
103-33-3,0.9566091
37893-02-0,0.052353542
495-48-7,1.0347886
86-30-6,0.681891
101-84-8,1.0176901
102-09-0,0.575769
4129-17-3,0.20139295
23211-47-4,0.8220399
125-13-3,0.6704744
603-41-8,0.71419597
10040-45-6,0.627783
66898-62-2,0.33461094
10423-37-7,0.575739
298-46-4,0.8032567
18636-88-9,0.79862213
100537-30-2,0.84516996
83-12-5,0.49938896
85-52-9,1.330876
90-41-5,0.4324691
86-00-0,0.715776
132-27-4,0.8829805
4727-29-1,1.1544781
15310-01-7,0.83660823
118-55-8,0.8770645
495-73-8,0.5632308
2429-84-7,1.118872
73926-93-9,1.0664102
4232-84-2,0.45323312
6425-07-6,0.9151666
17781-31-6,0.5251765
93-45-8,0.9416811
5850-39-5,1.3356012
599-79-1,1.0529093
19247-68-8,0.89334166
129-00-0,0.9698807
97110-59-3,0.6046204
588-53-4,0.7945048
3218-36-8,0.9749726
85-73-4,1.0943531
1210-05-5,0.7297308
61826-76-4,0.57013154
53874-68-3,0.79992396
136-36-7,1.1619598
713-68-8,1.002798
92-67-1,0.8421682
101-54-2,0.657738
3457-98-5,0.7510318
80-38-6,0.872961
80-00-2,0.64751583
51671-08-0,0.22976826
257-07-8,0.78241354
1470-37-7,-0.021258224
86-74-8,0.90523493
304-81-4,0.6710272
262-12-4,0.35602394
104-55-2,1.035559
366-18-7,0.4286468
4360-47-8,0.72536075
2429-73-4,1.0661657
74039-01-3,1.2142297
5607-54-5,-0.0659187
1787-61-7,0.9786812
915-67-3,1.4165413
518-47-8,0.20144203
60168-88-9,0.8232848
60045-47-8,0.6146027
3845-20-3,0.89055866
59-40-5,1.0004128
1470-35-5,0.47553936
89426-92-6,-0.26489294
1147-42-8,0.8594873
604-75-1,0.7446676
131-56-6,0.9728316
43087-91-8,0.9239702
13481-63-5,0.28990903
530-78-9,0.3073747
23595-00-8,0.31257966
532-82-1,0.71482503
97-16-5,0.6930263
6723-40-6,0.32633936
3424-82-6,0.5785591
68157-60-8,0.79862034
127-57-1,1.0434729
134-37-2,0.62630916
66-77-3,0.9747141
3669-32-7,1.026583
134-32-7,0.8486221
86-88-4,-0.61807495
86-57-7,1.128094
90-15-3,0.932359
941-69-5,0.5602085
128-56-3,0.7280047
55994-28-0,0.10774889
91-22-5,0.6308812
85175-31-1,0.79724973
3878-19-1,0.7576046
103-64-0,0.87502956
2602-46-2,0.9811444
82956-11-4,0.61692727
25875-51-8,0.5615747
72-54-8,0.5463218
50-29-3,0.3652311
92-87-5,0.55670047
92-88-6,1.0661453
7158-32-9,0.8886594
345-92-6,0.35624996
58139-96-1,0.11022118
1478-61-1,0.49641663
7457-25-2,0.24939656
101-80-4,0.6151546
139-65-1,0.61893487
80-08-0,0.8293905
1223-31-0,0.55649257
2664-63-3,1.0623925
80-09-1,1.1323706
80-51-3,0.773098
80-33-1,0.62410897
93-09-4,1.0065072
581-89-5,0.34329525
135-19-3,1.0532873
120-18-3,1.1939071
480-22-8,1.0732924
14255-88-0,-0.06204827
63716-35-8,0.89146537
63716-36-9,0.5446942
846-49-1,0.6980016
35367-38-5,0.7133514
