CASRN,Toxic_xgboost_maccs-0,Toxic_xgboost_maccs-1
117827-06-2,0.59731674,0.4026833
2445-76-3,0.95478886,0.045211125
624-54-4,0.95960724,0.040392764
645-62-5,0.91976446,0.080235526
5309-52-4,0.9405613,0.059438724
6187-24-2,0.18269283,0.8173072
1471-51-8,0.20505059,0.7949494
126-93-2,0.37563652,0.6243635
13360-63-9,0.19857895,0.80142105
1861-40-1,0.35014147,0.64985853
91893-68-4,0.10185546,0.89814454
68439-49-6,0.865405,0.13459496
15523-43-0,0.9100042,0.089995824
628-81-9,0.8949242,0.10507579
4413-13-2,0.89532197,0.10467801
61668-40-4,0.88708496,0.11291504
33236-04-3,0.088897526,0.9111025
111-61-5,0.95602113,0.043978896
123-29-5,0.9565748,0.043425184
106-32-1,0.95624983,0.043750193
106-30-9,0.95297956,0.047020443
1808-26-0,0.95259356,0.047406413
79714-31-1,0.67370236,0.32629764
73310-10-8,0.9623377,0.037662324
3025-30-7,0.91931206,0.08068793
115895-09-5,0.3725627,0.6274373
3570-46-5,0.26293147,0.73706853
64058-22-6,0.110581815,0.8894182
3249-68-1,0.8892646,0.110735424
105-54-4,0.9436583,0.056341693
101205-02-1,0.5597749,0.44022512
40626-35-5,0.032682538,0.96731746
89784-60-1,0.076765716,0.9232343
38527-91-2,0.025796294,0.9742037
38524-82-2,0.02550453,0.9744955
34643-46-4,0.024246693,0.9757533
24017-17-2,0.05250287,0.9474971
18596-67-3,0.019806564,0.98019344
61444-38-0,0.90474427,0.09525571
33467-74-2,0.90474427,0.09525571
119798-44-6,0.9193891,0.08061084
381209-09-2,0.7569004,0.24309959
617-79-8,0.07135069,0.9286493
97-95-0,0.7171464,0.28285357
10232-91-4,0.8246112,0.17538884
10213-74-8,0.77590686,0.22409312
4468-93-3,0.815439,0.184561
63907-07-3,0.66566634,0.33433366
3953-10-4,0.6770088,0.3229912
97-96-1,0.7436199,0.25638008
19962-50-6,0.13325119,0.8667488
88-09-5,0.70719874,0.29280123
4189-10-0,0.70245266,0.29754734
100217-51-4,0.17056066,0.82943934
584-02-1,0.71342295,0.28657705
84-16-2,0.88903046,0.11096952
101952-86-7,0.9116705,0.08832947
71953-72-5,0.85478294,0.14521705
533-68-6,0.523218,0.47678202
96-22-0,0.62270576,0.37729424
105-05-5,0.786381,0.21361896
72-56-0,0.6697921,0.33020788
579-66-8,0.13900197,0.86099803
38725-95-0,0.7050287,0.2949713
522-40-7,0.87627715,0.12372286
123-62-6,0.6962813,0.30371872
5837-63-8,0.87320125,0.12679872
41340-25-4,0.32012784,0.67987216
136572-09-3,0.4591887,0.5408113
124391-91-9,0.8812333,0.118766725
105-37-3,0.8684384,0.13156159
98532-81-1,0.037346125,0.9626539
94108-97-1,0.6931156,0.30688444
512-48-1,0.12628359,0.8737164
702-54-5,0.15007573,0.84992427
1085-91-2,0.5335737,0.4664263
77-04-3,0.21297497,0.78702503
80733-97-7,0.118219495,0.8817805
23192-94-1,0.3468151,0.6531849
99233-24-6,0.22237688,0.7776231
33236-13-4,0.04179001,0.95821
109-89-7,0.12534606,0.87465394
105-55-5,0.058019042,0.94198096
24565-13-7,0.968589,0.031410966
122-34-9,0.27663386,0.72336614
85697-11-6,0.13996226,0.86003774
104-78-9,0.25186914,0.74813086
17074-44-1,0.0624969,0.9375031
5351-04-2,0.48793864,0.51206136
92327-36-1,0.6084968,0.3915032
101952-85-6,0.5418427,0.45815733
93864-33-6,0.48605436,0.51394564
27312-93-2,0.07129747,0.92870253
6009-67-2,0.17843688,0.8215631
100-36-7,0.1841113,0.8158887
3105-97-3,0.4047153,0.5952847
17074-42-9,0.09975028,0.9002497
51-06-9,0.28446603,0.715534
5486-77-1,0.17260796,0.82739204
23205-22-3,0.24328536,0.75671464
34341-24-7,0.14498079,0.8550192
100-37-8,0.22088695,0.77911305
63883-13-6,0.5423218,0.4576782
53421-38-8,0.08635062,0.9136494
911-45-5,0.17963642,0.8203636
2192-21-4,0.35231864,0.64768136
2426-54-2,0.44131058,0.5586894
31329-57-4,0.28880435,0.71119565
34580-71-7,0.057921052,0.94207895
1641-74-3,0.2890461,0.7109539
2597-09-3,0.19561684,0.80438316
57-37-4,0.15983617,0.8401638
13352-70-0,0.079037845,0.92096215
3735-90-8,0.38176513,0.6182349
3010-02-4,0.30293757,0.69706243
102394-31-0,0.3718257,0.6281743
67367-65-1,0.24597508,0.7540249
2431-96-1,0.41777015,0.58222985
2315-36-8,0.3060782,0.6939218
120-21-8,0.3795979,0.6204021
2198-58-5,0.13709933,0.8629007
54289-46-2,0.15565711,0.8443429
5123-63-7,0.5031178,0.4968822
17754-90-4,0.19908464,0.80091536
25953-06-4,0.3111711,0.6888289
1696-17-9,0.46029788,0.5397021
19311-91-2,0.47696918,0.5230308
63886-92-0,0.47446668,0.5255333
63887-51-4,0.34557074,0.65442926
32773-96-9,0.44019908,0.5598009
101152-94-7,0.15456074,0.84543926
14052-72-3,0.19989485,0.80010515
28249-77-6,0.34673733,0.6532627
95-06-7,0.10305071,0.8969493
95-30-7,0.215559,0.784441
1331-27-7,0.34300178,0.6569982
13056-98-9,0.09522879,0.9047712
21600-43-1,0.12205225,0.87794775
55-18-5,0.043970287,0.9560297
6794-94-1,0.17938185,0.82061815
1709-50-8,0.44526082,0.5547392
36014-71-8,0.20499653,0.7950035
4680-78-8,0.9653403,0.0346597
5141-20-8,0.9660808,0.0339192
3844-45-9,0.96421456,0.035785448
2353-45-9,0.96233994,0.037660073
1050-48-2,0.09720236,0.90279764
60-29-7,0.7655759,0.23442408
629-14-1,0.8312234,0.16877656
112-36-7,0.8764398,0.12356019
763-69-9,0.66963184,0.33036816
2452-94-0,0.37456495,0.62543505
110-40-7,0.82664776,0.17335227
141-28-6,0.90767175,0.09232823
123-25-1,0.90767175,0.09232823
27292-19-9,0.8407128,0.15928718
75274-25-8,0.17083234,0.82916766
22125-35-5,0.70246893,0.29753107
59894-95-0,0.18873876,0.81126124
73090-70-7,0.41619557,0.5838044
72903-27-6,0.8287922,0.1712078
98318-25-3,0.7443821,0.25561792
14064-10-9,0.22279918,0.7772008
41438-38-4,0.6853014,0.31469855
84-66-2,0.784857,0.21514304
23564-06-9,0.7457739,0.2542261
1609-47-8,0.50201696,0.49798304
502-55-6,0.1701588,0.8298412
1851-77-0,0.18464357,0.81535643
1851-71-4,0.16179317,0.8382068
6485-91-2,0.21819574,0.78180426
762-04-9,0.2886148,0.7113852
999-01-9,0.0334329,0.9665671
10419-79-1,0.32850754,0.67149246
75889-62-2,0.13668174,0.86331826
618061-76-0,0.38350856,0.61649144
2781-11-5,0.71667594,0.28332406
1754-49-0,0.13148463,0.8685154
6231-03-4,0.022388697,0.9776113
679-36-7,0.18883574,0.81116426
21548-32-3,0.037196577,0.9628034
333-29-9,0.022331476,0.9776685
1516-67-2,0.022591889,0.9774081
5131-24-8,0.035121202,0.9648788
64050-52-8,0.09664422,0.9033558
311-47-7,0.06933391,0.9306661
38331-02-1,0.08488864,0.91511136
14984-58-8,0.13083029,0.8691697
311-45-5,0.042451322,0.9575487
897-83-6,0.11239946,0.88760054
2701-86-2,0.059188247,0.94081175
33399-00-7,0.06326419,0.9367358
2667-41-6,0.05715692,0.9428431
60971-95-1,0.047406614,0.9525934
5598-15-2,0.10110217,0.8988978
1491-41-4,0.10467267,0.8953273
16499-75-5,0.019147575,0.9808524
3734-92-7,0.1152035,0.8847965
51376-77-3,0.03595251,0.9640475
14734-96-4,0.028483272,0.9715167
1885-95-6,0.01582241,0.9841776
1885-98-9,0.021434367,0.97856563
5954-10-9,0.026118875,0.9738811
54593-83-8,0.029491246,0.97050875
33841-12-2,0.047537982,0.952462
3735-01-1,0.023456097,0.9765439
84197-34-2,0.03510797,0.964892
84197-35-3,0.03134805,0.96865195
39624-86-7,0.03404671,0.9659533
29689-00-7,0.03434801,0.965652
6012-87-9,0.01756519,0.9824348
97-17-6,0.020642519,0.9793575
1224-63-1,0.033405602,0.9665944
4824-78-6,0.02366519,0.9763348
7533-79-1,0.05520886,0.94479114
4935-28-8,0.06965822,0.9303418
297-97-2,0.051605105,0.9483949
13593-03-8,0.094864845,0.90513515
18854-01-8,0.08667904,0.91332096
2921-88-2,0.049773812,0.9502262
24017-47-8,0.10780048,0.8921995
14816-18-3,0.2536099,0.7463901
14816-20-7,0.049167037,0.95083296
2668-92-0,0.067225516,0.9327745
16500-53-1,0.021510065,0.97848994
13286-40-3,0.030557394,0.9694426
2047-14-5,0.033046722,0.9669533
35461-10-0,0.041018307,0.9589817
16231-76-8,0.075454235,0.92454576
30725-71-4,0.104293525,0.8957065
2310-17-0,0.10459328,0.8954067
6119-96-6,0.12718141,0.8728186
51356-06-0,0.045757234,0.95424277
51356-15-1,0.184075,0.815925
51442-10-5,0.081152916,0.9188471
25923-97-1,0.018402338,0.98159766
3152-41-8,0.0209257,0.9790743
2275-14-1,0.028490782,0.9715092
24934-91-6,0.020942032,0.97905797
6436-05-1,0.040162206,0.9598378
41219-31-2,0.04927814,0.95072186
3659-04-9,0.064252436,0.93574756
10312-20-6,0.15850717,0.84149283
38188-83-9,0.026100457,0.97389954
5823-20-1,0.052195966,0.94780403
973-28-4,0.02950406,0.97049594
4681-36-1,0.04564768,0.9543523
63716-53-0,0.024857342,0.97514266
64-67-5,0.25948763,0.7405124
7305-61-5,0.59326017,0.4067398
7776-66-1,0.14251548,0.8574845
944-21-8,0.017254889,0.9827451
62421-46-9,0.015684903,0.9843151
1497-39-8,0.019055486,0.9809445
3563-52-8,0.031241,0.968759
1593-27-7,0.015280366,0.98471963
7260-35-7,0.017946005,0.982054
327-98-0,0.018880606,0.9811194
24017-24-1,0.06267196,0.93732804
18596-51-5,0.019721568,0.98027843
63869-31-8,0.019713819,0.9802862
597-88-6,0.022311866,0.97768813
352-93-2,0.7256576,0.27434245
18771-38-5,0.24403787,0.75596213
34491-12-8,0.021288812,0.9787112
110-81-6,0.57518774,0.42481226
70-29-1,0.45687228,0.5431277
59865-13-3,0.51213515,0.48786485
17013-35-3,0.20520228,0.7947977
67883-79-8,0.9499532,0.050046794
5837-78-5,0.93409747,0.06590255
10484-36-3,0.857756,0.14224395
19089-92-0,0.95168996,0.048310064
16930-93-1,0.8908487,0.1091513
94-86-0,0.5333823,0.46661767
12609-84-6,0.63538694,0.36461306
1264-72-8,0.20434403,0.79565597
108050-54-0,0.75610125,0.24389873
83905-01-5,0.28479785,0.71520215
80214-83-1,0.6957647,0.30423528
81103-11-9,0.92705894,0.072941065
14271-02-4,0.5149118,0.4850882
6683-17-6,0.26940763,0.73059237
82664-20-8,0.59955376,0.40044624
11115-82-5,0.49384242,0.5061576
74381-53-6,0.44436032,0.5556397
88321-09-9,0.39807492,0.6019251
4147-51-7,0.24455082,0.7554492
7087-68-5,0.21511579,0.7848842
5827-05-4,0.040592432,0.95940757
3891-98-3,0.96041214,0.03958787
642-15-9,0.7090479,0.29095212
1331-50-6,0.8705189,0.12948109
131929-60-7,0.49477315,0.50522685
75443-99-1,0.547516,0.45248398
67874-80-0,0.962293,0.03770697
2964-06-9,0.09853363,0.90146637
973-21-7,0.1374408,0.8625592
54767-75-8,0.51866066,0.4813393
85785-20-2,0.31012142,0.6898786
121158-58-5,0.83050567,0.16949432
34264-24-9,0.25995272,0.7400473
31218-83-4,0.027222335,0.97277766
161798-03-4,0.7199654,0.2800346
34381-68-5,0.7403141,0.25968587
20724-13-4,0.83004445,0.16995555
33857-23-7,0.05306089,0.9469391
78193-95-0,0.3818103,0.6181897
108419-32-5,0.9640614,0.035938613
78113-36-7,0.6889693,0.3110307
26748-41-4,0.8925909,0.10740913
68630-75-1,0.70393765,0.29606232
82560-54-1,0.102969944,0.89703006
33236-08-7,0.027778625,0.9722214
26685-57-4,0.121064484,0.8789355
78-69-3,0.9113649,0.08863508
78-44-4,0.3933888,0.6066112
81335-77-5,0.7040304,0.2959696
115767-74-3,0.5821003,0.41789973
51893-82-4,0.11714846,0.88285154
1610-17-9,0.19124466,0.80875534
3853-74-5,0.048695564,0.95130444
834-12-8,0.39682424,0.60317576
72576-80-8,0.9676048,0.032395195
90622-57-4,0.93560743,0.06439258
29804-22-6,0.8975836,0.10241637
2035-99-6,0.9719325,0.028067522
2198-61-0,0.9674926,0.03250743
109-19-3,0.9486539,0.051346134
539-90-2,0.9308923,0.06910772
55837-18-8,0.8129506,0.18704942
57-43-2,0.12800604,0.87199396
64-43-7,0.07717502,0.922825
37205-87-1,0.85940295,0.14059705
16537-52-3,0.06317943,0.93682057
24838-84-4,0.029482365,0.97051764
137863-20-8,0.3407508,0.6592492
21270-25-7,0.11155903,0.88844097
21270-04-2,0.10442734,0.89557266
109-15-9,0.9697501,0.030249871
97-87-0,0.9573964,0.04260362
112-11-8,0.9549304,0.04506958
97683-31-3,0.7514765,0.24852349
1912-24-9,0.33527905,0.66472095
68228-18-2,0.5708405,0.42915952
57375-63-0,0.7314364,0.26856363
3733-84-4,0.108859956,0.89114004
51162-51-7,0.02573669,0.9742633
328-04-1,0.038156867,0.96184313
29911-28-2,0.92900527,0.070994705
91315-15-0,0.31458652,0.6854135
40910-49-4,0.92748356,0.07251643
141-14-0,0.9784479,0.02155209
69929-16-4,0.91063184,0.08936818
134701-20-5,0.7625959,0.23740412
113658-85-8,0.3486144,0.6513856
10031-58-0,0.19370317,0.8062968
40596-80-3,0.64070827,0.35929173
477-32-7,0.5023128,0.49768725
86401-95-8,0.9046264,0.09537355
1020-35-5,0.035336435,0.96466357
5633-25-0,0.28347528,0.7165247
43033-72-3,0.18326122,0.8167388
51218-45-2,0.33127832,0.6687217
2307-68-8,0.53767014,0.4623299
38285-49-3,0.8013217,0.1986783
37172-05-7,0.92603654,0.07396347
7319-47-3,0.25430924,0.74569076
314-40-9,0.29468477,0.70531523
105-46-4,0.9182186,0.08178137
54839-24-6,0.91172266,0.08827737
141773-73-1,0.9441803,0.055819694
58327-22-3,0.91521037,0.08478962
236391-76-7,0.9733085,0.026691489
50602-40-9,0.13732356,0.86267644
54546-26-8,0.775401,0.22459899
41767-29-7,0.9243005,0.07569953
25122-46-7,0.92883813,0.07116185
80474-14-2,0.87155175,0.12844828
5787-73-5,0.18091822,0.8190818
2282-34-0,0.033171833,0.96682817
2917-19-3,0.05107951,0.9489205
3766-81-2,0.032812893,0.9671871
1225-25-8,0.42428178,0.5757182
27778-78-5,0.038865507,0.9611345
27684-90-8,0.05485159,0.9451484
35384-89-5,0.073382795,0.9266172
24729-96-2,0.5143341,0.48566592
561-78-4,0.055857062,0.94414294
33499-14-8,0.42129987,0.5787001
30238-40-5,0.4927649,0.5072351
123172-53-2,0.81698704,0.18301299
89396-94-1,0.81090903,0.18909094
64050-87-9,0.17459404,0.82540596
3614-30-0,0.21606028,0.7839397
2753-45-9,0.2523265,0.7476735
68141-17-3,0.93884635,0.06115368
79985-89-0,0.056149304,0.9438507
82586-52-5,0.6413709,0.35862914
22791-12-4,0.08071762,0.9192824
70667-26-4,0.31628937,0.68371063
7789-99-3,0.932869,0.06713096
106463-17-6,0.6393217,0.36067834
57558-46-0,0.15561676,0.84438324
33054-87-4,0.42735964,0.57264036
5389-12-8,0.15168774,0.84831226
1093653-57-6,0.8958876,0.104112364
105-30-6,0.84592485,0.15407515
110-41-8,0.9334701,0.06652994
7786-29-0,0.9263589,0.073641114
123-15-9,0.7891841,0.2108159
42615-29-2,0.5905519,0.4094481
97-61-0,0.63626724,0.36373276
76-73-3,0.103408396,0.8965916
309-43-3,0.050854146,0.94914585
66941-93-3,0.08892393,0.91107607
30677-46-4,0.28377557,0.71622443
623-40-5,0.16391414,0.83608586
123-96-6,0.90251553,0.09748446
43201-95-2,0.92900366,0.07099636
142-55-2,0.9339515,0.0660485
5131-66-8,0.872872,0.12712798
1569-01-3,0.77193236,0.22806767
81406-37-3,0.58666384,0.41333616
99607-70-2,0.58670175,0.41329828
3084-62-6,0.3336892,0.6663108
541-95-7,0.2719139,0.7280861
139001-49-3,0.58486813,0.41513187
120-62-7,0.27558458,0.7244154
557-36-8,0.898073,0.10192697
96-17-3,0.72193015,0.27806988
14765-30-1,0.8478564,0.1521436
99-71-8,0.39492947,0.60507053
89-72-5,0.4078554,0.5921446
61005-12-7,0.11646891,0.8835311
88-85-7,0.14566487,0.8543351
61614-62-8,0.38399178,0.6160082
35265-04-4,0.5287523,0.47124767
104-89-2,0.31056887,0.68943113
70700-29-7,0.1984927,0.8015073
96-29-7,0.13191223,0.86808777
106461-41-0,0.36838228,0.6316177
84625-61-6,0.41170412,0.5882959
78-92-2,0.5094715,0.49052852
17751-77-8,0.12291294,0.87708706
21270-20-2,0.079484284,0.9205157
21270-21-3,0.075021386,0.9249786
21269-99-8,0.27009845,0.72990155
21395-07-3,0.20624018,0.7937598
83161-22-2,0.76539445,0.23460558
513-53-1,0.49858612,0.5014139
78-86-4,0.47056335,0.52943665
27970-79-2,0.7405322,0.25946778
5412-64-6,0.16212636,0.83787364
14417-88-0,0.5715872,0.42841277
59875-04-6,0.864979,0.13502096
13717-04-9,0.2083137,0.7916863
138-22-7,0.90328866,0.09671135
53651-69-7,0.8827287,0.117271334
99-79-6,0.72829646,0.27170354
122008-85-9,0.44627488,0.5537251
10402-53-6,0.30537736,0.69462264
34067-03-3,0.2002418,0.7997582
94876-55-8,0.07006043,0.92993957
66941-53-5,0.047183573,0.9528164
86371-40-6,0.11674243,0.88325757
130693-82-2,0.7788953,0.2211047
29766-64-1,0.312472,0.687528
63716-10-9,0.8703582,0.1296418
1569-02-4,0.87226456,0.12773545
1083-57-4,0.51493764,0.48506233
7493-57-4,0.9136982,0.086301774
59323-76-1,0.5992154,0.40078458
27205-24-9,0.6124463,0.3875537
1647-12-7,0.7727046,0.22729543
14631-45-9,0.34435117,0.6556488
7698-97-7,0.68744206,0.31255797
92454-60-9,0.24754936,0.75245064
120-45-6,0.87371033,0.12628967
10137-87-8,0.13828462,0.8617154
54335-73-8,0.056604862,0.94339514
83435-67-0,0.8318727,0.16812733
82586-55-8,0.8985764,0.10142362
87333-19-5,0.9450581,0.054941896
16118-49-3,0.55521536,0.44478467
16378-22-6,0.1041491,0.8958509
22212-55-1,0.7377771,0.26222286
97-64-3,0.79953307,0.20046695
87237-48-7,0.593948,0.406052
66441-23-4,0.18450892,0.8154911
66441-11-0,0.7263453,0.27365473
2556-10-7,0.8992228,0.1007772
51-14-9,0.73681307,0.2631869
145040-37-5,0.6704663,0.3295337
54350-48-0,0.69408804,0.30591196
50765-78-1,0.08039218,0.9196078
50765-95-2,0.04845476,0.95154524
461432-25-7,0.5367104,0.46328962
54406-48-3,0.6972794,0.3027206
79-81-2,0.9644681,0.035531852
53839-71-7,0.70629704,0.29370293
106-29-6,0.9734205,0.026579529
61750-69-4,0.5978994,0.40210062
40267-72-9,0.91942716,0.08057286
3290-92-4,0.75537384,0.24462616
53083-27-5,0.5875627,0.4124373
19089-24-8,0.26766813,0.7323319
70381-67-8,0.12109995,0.87890005
17689-77-9,0.7562487,0.24375129
145650-60-8,0.6788591,0.32114086
97-41-6,0.89955634,0.100443676
84012-64-6,0.9137698,0.086230196
144-39-8,0.9405633,0.059436694
61931-80-4,0.9355855,0.0644145
64748-21-6,0.44711626,0.55288374
82163-55-1,0.58707607,0.41292396
50765-88-3,0.050521135,0.94947886
90729-41-2,0.4694274,0.5305726
57846-36-3,0.06903809,0.9309619
39562-70-4,0.28232116,0.71767884
638-10-8,0.86857975,0.13142028
106700-29-2,0.48210496,0.51789504
61792-11-8,0.7666894,0.2333106
24199-46-0,0.9323125,0.067687534
70381-28-1,0.12539357,0.87460643
132031-81-3,0.25962675,0.74037325
80310-21-0,0.09387845,0.90612155
56611-65-5,0.80839866,0.19160132
13925-07-0,0.09918243,0.9008176
70381-39-4,0.102353394,0.8976466
149543-07-7,0.29452264,0.70547736
15911-11-2,0.27620405,0.72379595
88-29-9,0.88089025,0.119109735
68480-17-1,0.9078818,0.0921182
1335-46-2,0.84879243,0.15120758
5957-75-5,0.6358967,0.3641033
35044-59-8,0.90222085,0.09777913
125055-60-9,0.08640581,0.9135942
88969-41-9,0.9412831,0.058716897
62395-45-3,0.94860184,0.051398154
32766-80-6,0.8782992,0.12170082
3763-77-7,0.47555697,0.52444303
125055-73-4,0.519524,0.48047602
23674-86-4,0.90534437,0.09465563
1253-28-7,0.9150239,0.08497607
33765-80-9,0.65210456,0.34789544
3568-56-7,0.040484786,0.9595152
92065-18-4,0.18062598,0.819374
13539-59-8,0.3357268,0.6642732
2532-49-2,0.13369197,0.86630803
78541-98-7,0.08791751,0.9120825
55242-55-2,0.11295164,0.88704836
87344-11-4,0.5014509,0.4985491
1399-80-0,0.15796101,0.842039
22345-47-7,0.61450934,0.3854907
82875-37-4,0.8297201,0.17027992
6670-95-7,0.45015353,0.5498465
82875-46-5,0.8022286,0.19777139
82875-43-2,0.83745646,0.1625435
33232-85-8,0.25020295,0.74979705
1942-80-9,0.026746094,0.9732539
88150-62-3,0.54830205,0.45169798
73698-61-0,0.67580765,0.32419235
134169-75-8,0.5224466,0.47755343
57846-37-4,0.16640943,0.83359057
85365-53-3,0.114103615,0.8858964
75274-15-6,0.09931946,0.90068054
167004-78-6,0.44548422,0.5545158
75274-19-0,0.27380973,0.72619027
117378-04-8,0.69061905,0.30938095
92-09-1,0.64018035,0.35981968
142-90-5,0.92051023,0.07948978
97-88-1,0.9333564,0.06664361
25044-01-3,0.67413807,0.32586196
39670-09-2,0.90388834,0.09611164
20363-83-1,0.75608146,0.24391851
97-63-2,0.86733687,0.13266315
53153-66-5,0.8961093,0.10389071
1128-08-1,0.8907826,0.10921738
112-12-9,0.92008966,0.07991032
821-55-6,0.9090578,0.0909422
111-13-7,0.92008966,0.07991032
110-43-0,0.8986162,0.101383805
591-78-6,0.83147174,0.16852824
2052-15-5,0.90998554,0.09001447
40942-73-2,0.8898982,0.11010185
591-60-6,0.84851646,0.15148355
59558-23-5,0.9256919,0.074308105
2748-88-1,0.15667474,0.84332526
64-77-7,0.5190855,0.4809145
63992-49-4,0.7855317,0.21446832
63992-50-7,0.7609647,0.23903532
63989-86-6,0.7785665,0.22143355
5736-70-9,0.36803323,0.63196677
1610-29-3,0.796193,0.203807
1147-62-2,0.29161668,0.7083833
31143-55-2,0.29723936,0.70276064
125055-69-8,0.04951352,0.9504865
488-10-8,0.8918833,0.1081167
1713-12-8,0.082022786,0.9179772
125055-71-2,0.047460437,0.95253956
125055-59-6,0.04264331,0.9573567
125055-57-4,0.044610202,0.9553898
125055-55-2,0.04506898,0.954931
125055-53-0,0.041301727,0.9586983
125055-72-3,0.06596047,0.93403953
26485-82-5,0.090094924,0.9099051
70381-35-0,0.110917985,0.889082
98290-92-7,0.18681788,0.8131821
3848-24-6,0.90750104,0.09249896
88107-10-2,0.48597068,0.5140293
112668-65-2,0.82332504,0.17667496
112668-63-0,0.8185755,0.18142451
108427-72-1,0.7901215,0.20987849
81250-14-8,0.11808044,0.88191956
168152-83-8,0.034459293,0.9655407
168152-73-6,0.024544954,0.97545505
148504-51-2,0.06421214,0.93578786
629-70-9,0.95297956,0.047020443
112-17-4,0.95624983,0.043750193
143-13-5,0.95602113,0.043978896
112-14-1,0.95960724,0.040392764
112-06-1,0.9514318,0.04856817
142-92-7,0.9565748,0.043425184
628-63-7,0.9302258,0.0697742
14959-86-5,0.95077246,0.049227513
53042-79-8,0.95077246,0.049227513
39920-56-4,0.8077894,0.1922106
123-86-4,0.93213195,0.06786805
112-07-2,0.9376105,0.06238952
124-17-4,0.9520185,0.047981482
2442-10-6,0.88193655,0.11806347
18871-14-2,0.8756372,0.124362856
57960-19-7,0.9138412,0.0861588
539-88-8,0.9258617,0.07413829
66017-91-2,0.12700367,0.87299633
20706-25-6,0.9114131,0.0885869
109-60-4,0.9348304,0.06516956
141-97-9,0.7706028,0.22939721
122-82-7,0.6431409,0.35685906
623-36-9,0.74290276,0.25709724
102-27-2,0.22166324,0.77833676
148-69-6,0.22261137,0.77738863
88881-65-6,0.33186376,0.66813624
24441-47-2,0.015736043,0.98426396
98476-13-2,0.48386717,0.51613283
65516-17-8,0.2137875,0.7862125
104-90-5,0.1370486,0.8629514
13360-64-0,0.11125028,0.8887497
25646-77-9,0.4696216,0.5303784
58066-96-9,0.42381155,0.57618845
30086-84-1,0.6680734,0.33192658
10443-70-6,0.16070688,0.8392931
25319-90-8,0.18896902,0.811031
66505-62-2,0.33871335,0.66128665
21062-28-2,0.22023147,0.7797685
3681-71-8,0.92756677,0.07243322
50767-79-8,0.9503906,0.049609445
13402-08-9,0.64814925,0.35185072
634-55-9,0.45538056,0.54461944
1522-41-4,0.34542888,0.6545711
609-15-4,0.20184344,0.79815656
25331-92-4,0.123827934,0.87617207
15622-65-8,0.16949016,0.83050984
15707-23-0,0.106919646,0.89308035
70381-33-8,0.12641728,0.8735827
600-14-6,0.7490568,0.25094318
40054-69-1,0.46230835,0.53769165
73839-77-7,0.45943487,0.54056513
74037-54-0,0.79483855,0.20516144
