CASRN,Toxic_xgboost_rdkit2d-0,Toxic_xgboost_rdkit2d-1
106-68-3,0.8980291,0.10197089
106-35-4,0.80940557,0.1905944
117827-06-2,0.75419503,0.24580498
2445-76-3,0.97948986,0.02051015
624-54-4,0.955545,0.044455014
645-62-5,0.8220153,0.1779847
5309-52-4,0.8027768,0.19722322
6187-24-2,0.33843482,0.6615652
1471-51-8,0.23731744,0.76268256
126-93-2,0.49283904,0.50716096
13360-63-9,0.022158265,0.97784173
1861-40-1,0.10395628,0.8960437
91893-68-4,0.03399062,0.9660094
68439-49-6,0.9800572,0.019942805
15523-43-0,0.9581154,0.041884594
628-81-9,0.63929087,0.36070913
4413-13-2,0.81467146,0.18532853
61668-40-4,0.8664132,0.13358681
33236-04-3,0.027210593,0.9727894
111-61-5,0.99275106,0.0072489185
123-29-5,0.97500515,0.024994865
106-32-1,0.9791531,0.020846918
106-30-9,0.97841376,0.021586234
1808-26-0,0.97379553,0.02620449
79714-31-1,0.47428578,0.5257142
73310-10-8,0.9798624,0.020137593
3025-30-7,0.94591707,0.054082938
115895-09-5,0.9290577,0.0709423
3570-46-5,0.13416398,0.865836
64058-22-6,0.042203486,0.9577965
3249-68-1,0.95709187,0.042908125
105-54-4,0.9837555,0.016244449
101205-02-1,0.593851,0.406149
40626-35-5,0.012735605,0.9872644
89784-60-1,0.017034829,0.9829652
38527-91-2,0.013070226,0.9869298
38524-82-2,0.009250581,0.9907494
34643-46-4,0.0046260953,0.9953739
24017-17-2,0.020356476,0.9796435
18596-67-3,0.0150465965,0.9849534
61444-38-0,0.93426085,0.06573913
33467-74-2,0.9231744,0.07682559
119798-44-6,0.95744896,0.04255106
381209-09-2,0.8735378,0.1264622
617-79-8,0.018871784,0.9811282
97-95-0,0.46396774,0.53603226
10232-91-4,0.83217454,0.16782543
10213-74-8,0.9335771,0.066422865
4468-93-3,0.5248909,0.4751091
63907-07-3,0.4524514,0.5475486
3953-10-4,0.9327355,0.06726449
97-96-1,0.8243022,0.17569782
19962-50-6,0.061356723,0.9386433
88-09-5,0.7757485,0.22425154
4189-10-0,0.6100514,0.38994864
100217-51-4,0.666553,0.333447
584-02-1,0.7457803,0.2542197
84-16-2,0.9508642,0.04913581
101952-86-7,0.93790674,0.06209326
71953-72-5,0.92039126,0.07960876
533-68-6,0.64096105,0.35903895
96-22-0,0.49592733,0.50407267
105-05-5,0.92817026,0.071829736
72-56-0,0.63162255,0.36837742
579-66-8,0.0600124,0.9399876
38725-95-0,0.5075039,0.49249607
522-40-7,0.9211643,0.07883572
123-62-6,0.7731146,0.2268854
5837-63-8,0.85367703,0.14632295
41340-25-4,0.18300599,0.816994
136572-09-3,0.38331854,0.61668146
124391-91-9,0.89962447,0.10037551
105-37-3,0.9607215,0.039278485
98532-81-1,0.023814976,0.976185
94108-97-1,0.8920866,0.107913405
512-48-1,0.19097197,0.809028
702-54-5,0.059859455,0.94014055
1085-91-2,0.2252894,0.7747106
77-04-3,0.106098175,0.8939018
80733-97-7,0.0626533,0.9373467
23192-94-1,0.20686162,0.7931384
99233-24-6,0.22881854,0.77118146
33236-13-4,0.0049774647,0.99502254
109-89-7,0.040861607,0.9591384
105-55-5,0.11095822,0.8890418
24565-13-7,0.99479395,0.005206038
122-34-9,0.1793012,0.8206988
85697-11-6,0.17899328,0.8210067
104-78-9,0.0806244,0.9193756
17074-44-1,0.061457336,0.93854266
5351-04-2,0.15422243,0.8457776
92327-36-1,0.5544114,0.4455886
101952-85-6,0.40515125,0.59484875
93864-33-6,0.2360363,0.7639637
27312-93-2,0.059549272,0.9404507
6009-67-2,0.05912155,0.94087845
100-36-7,0.017594218,0.9824058
3105-97-3,0.13042116,0.86957884
17074-42-9,0.075466394,0.9245336
51-06-9,0.19005716,0.80994284
5486-77-1,0.14626682,0.8537332
23205-22-3,0.23358518,0.7664148
34341-24-7,0.18392015,0.81607985
100-37-8,0.26825917,0.73174083
63883-13-6,0.22836214,0.77163786
53421-38-8,0.083854556,0.91614544
911-45-5,0.36973572,0.6302643
2192-21-4,0.29662085,0.70337915
2426-54-2,0.40104246,0.59895754
31329-57-4,0.06707895,0.93292105
34580-71-7,0.030771494,0.9692285
1641-74-3,0.59509146,0.4049085
2597-09-3,0.15356499,0.846435
57-37-4,0.31186432,0.6881357
13352-70-0,0.038654566,0.96134543
3735-90-8,0.31884962,0.6811504
3010-02-4,0.13574886,0.86425114
102394-31-0,0.2790802,0.7209198
67367-65-1,0.16143721,0.8385628
2431-96-1,0.45816338,0.5418366
2315-36-8,0.13006926,0.86993074
120-21-8,0.40750122,0.5924988
2198-58-5,0.060476184,0.9395238
54289-46-2,0.3124051,0.6875949
5123-63-7,0.6626066,0.33739337
17754-90-4,0.40369278,0.5963072
25953-06-4,0.5643978,0.43560222
1696-17-9,0.38657695,0.61342305
19311-91-2,0.55691123,0.44308877
63886-92-0,0.47474837,0.5252516
63887-51-4,0.38944554,0.61055446
32773-96-9,0.43169093,0.56830907
101152-94-7,0.038964808,0.9610352
14052-72-3,0.031244814,0.9687552
28249-77-6,0.2709208,0.7290792
95-06-7,0.060547113,0.9394529
95-30-7,0.10686767,0.8931323
1331-27-7,0.3831783,0.6168217
13056-98-9,0.017981172,0.9820188
21600-43-1,0.03198892,0.9680111
55-18-5,0.023302376,0.9766976
6794-94-1,0.1344862,0.8655138
1709-50-8,0.3499083,0.6500917
36014-71-8,0.06809199,0.931908
4680-78-8,0.9720334,0.02796661
5141-20-8,0.9884808,0.011519214
3844-45-9,0.9845966,0.015403408
2353-45-9,0.9832827,0.01671734
1050-48-2,0.056153893,0.9438461
60-29-7,0.7008214,0.2991786
629-14-1,0.92791337,0.07208664
112-36-7,0.93422073,0.065779254
763-69-9,0.8649782,0.13502184
2452-94-0,0.3546443,0.6453557
110-40-7,0.9860495,0.013950547
141-28-6,0.94968885,0.050311174
123-25-1,0.93228674,0.06771325
27292-19-9,0.831486,0.16851401
75274-25-8,0.20339334,0.79660666
22125-35-5,0.61150515,0.38849488
59894-95-0,0.077150464,0.92284954
73090-70-7,0.26328373,0.7367163
72903-27-6,0.9312907,0.06870931
98318-25-3,0.83477116,0.16522887
14064-10-9,0.32985646,0.67014354
41438-38-4,0.790168,0.20983203
84-66-2,0.8961696,0.103830375
23564-06-9,0.6719331,0.3280669
1609-47-8,0.54070526,0.45929474
502-55-6,0.08858788,0.9114121
1851-77-0,0.10440326,0.89559674
1851-71-4,0.24148977,0.75851023
6485-91-2,0.12069607,0.87930393
762-04-9,0.54805696,0.451943
999-01-9,0.09484208,0.9051579
10419-79-1,0.023292124,0.9767079
75889-62-2,0.40999383,0.5900062
618061-76-0,0.6225624,0.3774376
2781-11-5,0.6737083,0.3262917
1754-49-0,0.09604591,0.9039541
6231-03-4,0.03244084,0.96755916
679-36-7,0.17339814,0.82660186
21548-32-3,0.03161955,0.96838045
333-29-9,0.0076699853,0.99233
1516-67-2,0.036132634,0.96386737
5131-24-8,0.04393345,0.95606655
64050-52-8,0.04768604,0.95231396
311-47-7,0.04270202,0.957298
38331-02-1,0.038341105,0.9616589
14984-58-8,0.055335462,0.94466454
311-45-5,0.017992318,0.9820077
897-83-6,0.028683484,0.9713165
2701-86-2,0.040253043,0.95974696
33399-00-7,0.0127314925,0.9872685
2667-41-6,0.051641643,0.94835836
60971-95-1,0.027235866,0.97276413
5598-15-2,0.021600902,0.9783991
1491-41-4,0.13528162,0.8647184
16499-75-5,0.006933689,0.9930663
3734-92-7,0.11674595,0.88325405
51376-77-3,0.006345868,0.99365413
14734-96-4,0.009518206,0.9904818
1885-95-6,0.010334432,0.98966557
1885-98-9,0.007635474,0.9923645
5954-10-9,0.05487585,0.94512415
54593-83-8,0.05826044,0.94173956
33841-12-2,0.05186236,0.94813764
3735-01-1,0.014223039,0.98577696
84197-34-2,0.015902877,0.9840971
84197-35-3,0.007154286,0.9928457
39624-86-7,0.014816046,0.98518395
29689-00-7,0.017040253,0.98295975
6012-87-9,0.0040264726,0.9959735
97-17-6,0.0046661496,0.99533385
1224-63-1,0.02977109,0.9702289
4824-78-6,0.0054354668,0.99456453
7533-79-1,0.025259018,0.974741
4935-28-8,0.021840394,0.9781596
297-97-2,0.011044562,0.98895544
13593-03-8,0.017564714,0.9824353
18854-01-8,0.03624761,0.9637524
2921-88-2,0.023311555,0.97668844
24017-47-8,0.028145492,0.9718545
14816-18-3,0.24313432,0.7568657
14816-20-7,0.015862167,0.98413783
2668-92-0,0.11944324,0.88055676
16500-53-1,0.017674625,0.9823254
13286-40-3,0.0106108785,0.9893891
2047-14-5,0.045913696,0.9540863
35461-10-0,0.01505363,0.98494637
16231-76-8,0.03587687,0.96412313
30725-71-4,0.021317601,0.9786824
2310-17-0,0.024858177,0.9751418
6119-96-6,0.01671511,0.9832849
51356-06-0,0.008982778,0.9910172
51356-15-1,0.108522415,0.8914776
51442-10-5,0.051683545,0.94831645
25923-97-1,0.0096952915,0.9903047
3152-41-8,0.008420229,0.9915798
2275-14-1,0.009700298,0.9902997
24934-91-6,0.004268825,0.9957312
6436-05-1,0.016334474,0.9836655
41219-31-2,0.011682093,0.9883179
3659-04-9,0.021911561,0.97808844
10312-20-6,0.04268658,0.9573134
38188-83-9,0.006874323,0.9931257
5823-20-1,0.017607987,0.982392
973-28-4,0.049718738,0.95028126
4681-36-1,0.024847627,0.9751524
63716-53-0,0.01950723,0.9804928
64-67-5,0.30736762,0.6926324
7305-61-5,0.556805,0.44319496
7776-66-1,0.21898127,0.78101873
944-21-8,0.03486955,0.96513045
62421-46-9,0.013556242,0.98644376
1497-39-8,0.008889914,0.9911101
3563-52-8,0.023235798,0.9767642
1593-27-7,0.009607792,0.9903922
7260-35-7,0.009469092,0.9905309
327-98-0,0.0151234865,0.9848765
24017-24-1,0.02756232,0.9724377
18596-51-5,0.0126671195,0.9873329
63869-31-8,0.010731399,0.9892686
597-88-6,0.004963815,0.9950362
352-93-2,0.87433356,0.12566642
18771-38-5,0.15995574,0.84004426
34491-12-8,0.010069132,0.98993087
110-81-6,0.5255251,0.4744749
70-29-1,0.55139506,0.44860497
59865-13-3,0.5746147,0.4253853
17013-35-3,0.14601046,0.85398954
67883-79-8,0.9740909,0.025909098
5837-78-5,0.954755,0.045245007
10484-36-3,0.80266064,0.19733937
19089-92-0,0.9249901,0.07500988
16930-93-1,0.80105126,0.19894871
94-86-0,0.77234554,0.22765446
12609-84-6,0.8207289,0.1792711
1264-72-8,0.21984428,0.7801557
108050-54-0,0.38821024,0.61178976
83905-01-5,0.44187045,0.55812955
80214-83-1,0.8909793,0.10902073
81103-11-9,0.9273131,0.072686896
14271-02-4,0.5648375,0.43516248
6683-17-6,0.20323968,0.7967603
82664-20-8,0.7260282,0.27397177
11115-82-5,0.7032803,0.2967197
74381-53-6,0.13812703,0.861873
88321-09-9,0.82387954,0.17612045
4147-51-7,0.112409234,0.88759077
7087-68-5,0.08749431,0.9125057
5827-05-4,0.022856832,0.97714317
3891-98-3,0.974719,0.025281025
642-15-9,0.9253292,0.0746708
1331-50-6,0.9361135,0.06388649
131929-60-7,0.19033444,0.80966556
75443-99-1,0.59165347,0.40834653
67874-80-0,0.98033327,0.01966675
2964-06-9,0.123873115,0.8761269
973-21-7,0.15673989,0.8432601
54767-75-8,0.48219073,0.5178093
85785-20-2,0.354271,0.645729
121158-58-5,0.82249236,0.17750765
34264-24-9,0.27032614,0.72967386
31218-83-4,0.051654637,0.94834536
161798-03-4,0.6800263,0.31997374
34381-68-5,0.62828004,0.37171996
20724-13-4,0.8106231,0.18937689
33857-23-7,0.07998526,0.92001474
78193-95-0,0.50183403,0.49816594
108419-32-5,0.9596105,0.040389497
78113-36-7,0.83796483,0.16203515
26748-41-4,0.92736185,0.07263815
68630-75-1,0.8150737,0.18492626
82560-54-1,0.08327162,0.9167284
33236-08-7,0.013078809,0.9869212
26685-57-4,0.07901871,0.9209813
78-69-3,0.93646914,0.063530885
78-44-4,0.3883412,0.6116588
81335-77-5,0.7813291,0.2186709
115767-74-3,0.5743081,0.4256919
51893-82-4,0.0835672,0.9164328
1610-17-9,0.16539907,0.8346009
3853-74-5,0.008936763,0.99106324
834-12-8,0.19633555,0.80366445
72576-80-8,0.9945196,0.005480387
90622-57-4,0.94783014,0.05216984
29804-22-6,0.9372538,0.062746234
2035-99-6,0.958584,0.041415982
2198-61-0,0.9852766,0.014723426
109-19-3,0.95681626,0.04318377
539-90-2,0.9787385,0.021261537
55837-18-8,0.44738597,0.55261403
57-43-2,0.09905636,0.90094364
64-43-7,0.042472303,0.9575277
37205-87-1,0.85030866,0.14969133
16537-52-3,0.044713378,0.9552866
24838-84-4,0.010492861,0.98950714
137863-20-8,0.48716998,0.51283
21270-25-7,0.26550484,0.73449516
21270-04-2,0.10444653,0.89555347
109-15-9,0.9662392,0.033760805
97-87-0,0.96456003,0.035439994
112-11-8,0.9798322,0.02016784
97683-31-3,0.8897799,0.11022008
1912-24-9,0.16300178,0.8369982
68228-18-2,0.61419857,0.3858014
57375-63-0,0.8684081,0.13159192
3733-84-4,0.14473903,0.85526097
51162-51-7,0.037872493,0.9621275
328-04-1,0.027236462,0.97276354
29911-28-2,0.926666,0.073333964
91315-15-0,0.5940801,0.4059199
40910-49-4,0.9528486,0.04715139
141-14-0,0.9885981,0.0114018805
69929-16-4,0.9300101,0.06998992
134701-20-5,0.71206915,0.28793082
113658-85-8,0.51231354,0.48768646
10031-58-0,0.459526,0.540474
40596-80-3,0.6965597,0.30344027
477-32-7,0.2662235,0.7337765
86401-95-8,0.97144544,0.028554533
1020-35-5,0.012671113,0.9873289
5633-25-0,0.15100485,0.84899515
43033-72-3,0.09153509,0.9084649
51218-45-2,0.21669906,0.78330094
2307-68-8,0.6282816,0.3717184
38285-49-3,0.91676295,0.08323707
37172-05-7,0.9425139,0.057486124
7319-47-3,0.116847694,0.8831523
314-40-9,0.5996332,0.40036678
105-46-4,0.9570686,0.042931378
54839-24-6,0.8324181,0.1675819
141773-73-1,0.8557216,0.14427844
58327-22-3,0.87521154,0.12478848
236391-76-7,0.9297184,0.070281595
50602-40-9,0.7746887,0.22531125
54546-26-8,0.93266964,0.06733038
41767-29-7,0.64792526,0.35207477
25122-46-7,0.9103627,0.08963728
80474-14-2,0.9021989,0.0978011
5787-73-5,0.048061788,0.9519382
2282-34-0,0.011371136,0.98862886
2917-19-3,0.013919115,0.9860809
3766-81-2,0.011880577,0.9881194
1225-25-8,0.12955004,0.87044996
27778-78-5,0.009307206,0.9906928
27684-90-8,0.025137186,0.9748628
35384-89-5,0.042167366,0.95783263
24729-96-2,0.4381308,0.5618692
561-78-4,0.025520265,0.97447973
33499-14-8,0.25041515,0.74958485
30238-40-5,0.17728472,0.8227153
123172-53-2,0.8556022,0.14439778
89396-94-1,0.96123034,0.038769644
64050-87-9,0.24313676,0.75686324
3614-30-0,0.070756316,0.9292437
2753-45-9,0.24991524,0.75008476
68141-17-3,0.7864294,0.21357062
79985-89-0,0.08502799,0.914972
82586-52-5,0.7314496,0.26855043
22791-12-4,0.02140981,0.9785902
70667-26-4,0.45331526,0.54668474
7789-99-3,0.94190097,0.05809903
106463-17-6,0.5193235,0.48067647
57558-46-0,0.21889752,0.7811025
33054-87-4,0.27496576,0.72503424
5389-12-8,0.08657235,0.91342765
1093653-57-6,0.9722185,0.027781485
105-30-6,0.5948506,0.4051494
110-41-8,0.97302556,0.026974462
7786-29-0,0.9712554,0.028744603
123-15-9,0.9102572,0.08974278
42615-29-2,0.7351843,0.2648157
97-61-0,0.81581205,0.18418796
76-73-3,0.09240425,0.90759575
309-43-3,0.034998238,0.96500176
66941-93-3,0.06065911,0.9393409
30677-46-4,0.0695371,0.9304629
623-40-5,0.30093694,0.69906306
123-96-6,0.9234262,0.07657381
43201-95-2,0.97576034,0.024239657
142-55-2,0.8375106,0.16248944
5131-66-8,0.8507101,0.14928989
1569-01-3,0.91790754,0.08209245
81406-37-3,0.68365717,0.31634283
99607-70-2,0.42648137,0.57351863
3084-62-6,0.0921762,0.9078238
541-95-7,0.5576638,0.4423362
139001-49-3,0.53099734,0.46900266
120-62-7,0.51179236,0.48820764
557-36-8,0.8951926,0.10480735
96-17-3,0.75216436,0.24783564
14765-30-1,0.83638346,0.16361657
99-71-8,0.24546552,0.7545345
89-72-5,0.2841345,0.7158655
61005-12-7,0.097325504,0.9026745
88-85-7,0.09863812,0.9013619
61614-62-8,0.36363214,0.63636786
35265-04-4,0.5575353,0.44246468
104-89-2,0.045367718,0.9546323
70700-29-7,0.090099454,0.90990055
96-29-7,0.1411078,0.8588922
106461-41-0,0.25449663,0.74550337
84625-61-6,0.34433,0.65567
78-92-2,0.79603106,0.20396894
17751-77-8,0.09941578,0.9005842
21270-20-2,0.11878961,0.8812104
21270-21-3,0.08590436,0.91409564
21269-99-8,0.28614086,0.71385914
21395-07-3,0.1422134,0.8577866
83161-22-2,0.8643715,0.1356285
513-53-1,0.7688076,0.23119242
78-86-4,0.7711958,0.22880417
27970-79-2,0.8389767,0.16102333
5412-64-6,0.103990674,0.8960093
14417-88-0,0.5747148,0.42528522
59875-04-6,0.6391251,0.36087492
13717-04-9,0.035065293,0.9649347
138-22-7,0.9033278,0.09667221
53651-69-7,0.93901,0.060989954
99-79-6,0.63042086,0.36957914
122008-85-9,0.5442964,0.4557036
10402-53-6,0.06395286,0.93604714
34067-03-3,0.24725854,0.75274146
94876-55-8,0.012522459,0.98747754
66941-53-5,0.054323196,0.9456768
86371-40-6,0.05536127,0.9446387
130693-82-2,0.67449,0.32551
29766-64-1,0.37391347,0.62608653
63716-10-9,0.96407455,0.035925433
1569-02-4,0.8951328,0.10486722
1083-57-4,0.45934856,0.54065144
7493-57-4,0.8692258,0.1307742
59323-76-1,0.4165854,0.5834146
27205-24-9,0.41845858,0.5815414
1647-12-7,0.73076606,0.26923397
14631-45-9,0.33593023,0.6640698
7698-97-7,0.13908231,0.8609177
92454-60-9,0.2630875,0.7369125
120-45-6,0.87605774,0.123942256
10137-87-8,0.034711957,0.96528804
54335-73-8,0.008210659,0.99178934
83435-67-0,0.9502704,0.0497296
82586-55-8,0.9543802,0.045619782
87333-19-5,0.96340287,0.036597107
16118-49-3,0.40880698,0.591193
16378-22-6,0.06922376,0.93077624
22212-55-1,0.622491,0.37750903
97-64-3,0.9432302,0.056769773
87237-48-7,0.41593033,0.58406967
66441-23-4,0.31560165,0.68439835
66441-11-0,0.73896563,0.2610344
2556-10-7,0.86498904,0.13501096
51-14-9,0.48484015,0.51515985
145040-37-5,0.6751865,0.32481351
54350-48-0,0.8293117,0.1706883
50765-78-1,0.021537006,0.978463
50765-95-2,0.025631905,0.9743681
461432-25-7,0.62852585,0.37147412
54406-48-3,0.85707176,0.14292823
79-81-2,0.9623644,0.03763562
53839-71-7,0.77377087,0.22622912
106-29-6,0.9711917,0.0288083
61750-69-4,0.61449957,0.38550043
40267-72-9,0.9471219,0.052878093
3290-92-4,0.9202161,0.07978389
53083-27-5,0.94324917,0.05675086
19089-24-8,0.29872042,0.7012796
70381-67-8,0.07228798,0.927712
17689-77-9,0.77354586,0.22645417
145650-60-8,0.9905177,0.009482335
97-41-6,0.93312854,0.06687145
84012-64-6,0.93747115,0.06252885
144-39-8,0.9791871,0.020812934
61931-80-4,0.974583,0.025416994
64748-21-6,0.29817545,0.70182455
82163-55-1,0.3790946,0.6209054
50765-88-3,0.016367137,0.98363286
90729-41-2,0.3885733,0.6114267
57846-36-3,0.056988895,0.9430111
39562-70-4,0.22567135,0.77432865
638-10-8,0.97194314,0.028056879
106700-29-2,0.2292667,0.7707333
61792-11-8,0.8198237,0.18017633
24199-46-0,0.8680881,0.1319119
70381-28-1,0.1172266,0.8827734
132031-81-3,0.45740217,0.54259783
80310-21-0,0.024961948,0.97503805
56611-65-5,0.786041,0.21395895
13925-07-0,0.02151072,0.9784893
70381-39-4,0.028409421,0.9715906
149543-07-7,0.19867098,0.801329
15911-11-2,0.4011178,0.5988822
88-29-9,0.6015949,0.39840505
68480-17-1,0.9623886,0.03761142
1335-46-2,0.8838685,0.116131485
5957-75-5,0.63942826,0.36057174
35044-59-8,0.94309515,0.056904845
125055-60-9,0.029534817,0.9704652
88969-41-9,0.98228383,0.017716166
62395-45-3,0.9576776,0.04232238
32766-80-6,0.8002964,0.19970357
3763-77-7,0.55321264,0.44678733
125055-73-4,0.7520774,0.2479226
23674-86-4,0.8916502,0.10834979
1253-28-7,0.8471862,0.15281378
33765-80-9,0.60987186,0.3901281
3568-56-7,0.008814633,0.99118537
92065-18-4,0.11140394,0.88859606
13539-59-8,0.19036311,0.8096369
2532-49-2,0.03149581,0.9685042
78541-98-7,0.03451407,0.96548593
55242-55-2,0.152439,0.847561
87344-11-4,0.26567668,0.7343233
1399-80-0,0.046793044,0.95320696
22345-47-7,0.15854412,0.8414559
82875-37-4,0.83783674,0.16216326
6670-95-7,0.045918405,0.9540816
82875-46-5,0.9099511,0.09004889
82875-43-2,0.8155688,0.18443123
33232-85-8,0.13269705,0.86730295
1942-80-9,0.016780078,0.9832199
88150-62-3,0.27950263,0.72049737
73698-61-0,0.75264394,0.24735607
134169-75-8,0.6789653,0.32103473
57846-37-4,0.04408163,0.9559184
85365-53-3,0.027893305,0.9721067
75274-15-6,0.05914074,0.94085926
167004-78-6,0.3929832,0.6070168
75274-19-0,0.118038654,0.88196135
117378-04-8,0.5297611,0.47023895
92-09-1,0.44102734,0.55897266
142-90-5,0.96961284,0.030387137
97-88-1,0.86143005,0.13856994
25044-01-3,0.5017612,0.49823883
39670-09-2,0.87194693,0.12805308
20363-83-1,0.76903933,0.23096067
97-63-2,0.949035,0.050965007
53153-66-5,0.8950926,0.10490738
1128-08-1,0.93191946,0.06808054
112-12-9,0.9580668,0.041933198
821-55-6,0.8339227,0.1660773
111-13-7,0.9024153,0.097584724
110-43-0,0.8294268,0.17057316
591-78-6,0.5336548,0.4663452
2052-15-5,0.8256441,0.17435594
40942-73-2,0.78968865,0.21031135
591-60-6,0.7256475,0.2743525
59558-23-5,0.9159558,0.08404425
2748-88-1,0.298459,0.701541
64-77-7,0.73611736,0.26388264
63992-49-4,0.82575613,0.17424387
63992-50-7,0.8472821,0.15271789
63989-86-6,0.78662455,0.21337548
5736-70-9,0.32686615,0.67313385
1610-29-3,0.71000946,0.2899905
1147-62-2,0.328416,0.671584
31143-55-2,0.11735666,0.88264334
125055-69-8,0.014114618,0.9858854
488-10-8,0.87641084,0.12358917
1713-12-8,0.14243913,0.8575609
125055-71-2,0.007850051,0.99214995
125055-59-6,0.07176429,0.9282357
125055-57-4,0.035208344,0.96479166
125055-55-2,0.013885915,0.9861141
125055-53-0,0.013217926,0.9867821
125055-72-3,0.025852859,0.97414714
26485-82-5,0.059816778,0.9401832
70381-35-0,0.024676621,0.9753234
98290-92-7,0.09566808,0.9043319
3848-24-6,0.88121504,0.11878497
88107-10-2,0.73517686,0.26482314
112668-65-2,0.8102646,0.1897354
112668-63-0,0.81292385,0.18707617
108427-72-1,0.3041603,0.6958397
81250-14-8,0.07448834,0.92551166
168152-83-8,0.012126505,0.9878735
168152-73-6,0.0087759495,0.99122405
148504-51-2,0.028638065,0.97136194
629-70-9,0.98441213,0.015587891
112-17-4,0.9761634,0.023836616
143-13-5,0.9840775,0.015922463
112-14-1,0.9868042,0.013195822
112-06-1,0.9717856,0.028214391
142-92-7,0.974543,0.025457025
628-63-7,0.9776054,0.022394624
14959-86-5,0.89815646,0.10184356
53042-79-8,0.9361378,0.063862234
39920-56-4,0.91495585,0.085044116
123-86-4,0.9283833,0.07161673
112-07-2,0.90766126,0.09233873
124-17-4,0.8159207,0.18407927
2442-10-6,0.72937715,0.27062282
18871-14-2,0.87835044,0.12164957
57960-19-7,0.76250875,0.23749122
539-88-8,0.8837193,0.11628066
66017-91-2,0.041609526,0.9583905
20706-25-6,0.6548034,0.34519663
109-60-4,0.9685226,0.03147737
141-97-9,0.8484736,0.1515264
122-82-7,0.60161924,0.39838076
623-36-9,0.55025995,0.44974005
102-27-2,0.23451757,0.7654824
148-69-6,0.4320047,0.5679953
88881-65-6,0.11613119,0.8838688
24441-47-2,0.016208887,0.9837911
98476-13-2,0.40807563,0.59192437
65516-17-8,0.029208302,0.9707917
104-90-5,0.021714985,0.978285
13360-64-0,0.016599119,0.9834009
25646-77-9,0.20818383,0.7918162
58066-96-9,0.2901463,0.7098537
30086-84-1,0.64995134,0.35004863
10443-70-6,0.21961093,0.7803891
25319-90-8,0.12365925,0.87634075
66505-62-2,0.32768184,0.67231816
21062-28-2,0.19017118,0.8098288
3681-71-8,0.91071814,0.08928184
50767-79-8,0.98231465,0.017685382
13402-08-9,0.52359456,0.47640544
634-55-9,0.45389646,0.54610354
1522-41-4,0.6315253,0.3684747
609-15-4,0.15570223,0.84429777
25331-92-4,0.1429075,0.8570925
15622-65-8,0.24617302,0.753827
15707-23-0,0.02007097,0.97992903
70381-33-8,0.03329885,0.96670115
