CASRN,EPA_xgboost_ecfp6bits-1,EPA_xgboost_ecfp6bits-2,EPA_xgboost_ecfp6bits-3,EPA_xgboost_ecfp6bits-4
23947-60-6,0.0018968929,0.05197044,0.77554816,0.17058451
437717-43-6,0.010195729,0.00428761,0.6625336,0.3229831
6946-94-7,0.0094399545,0.08128305,0.8013588,0.10791817
1187-74-2,0.014852178,0.051224332,0.563528,0.3703955
274671-61-3,0.0016027571,0.48621994,0.36912942,0.14304782
2728-05-4,0.0042267265,0.18810146,0.77204645,0.0356254
134-62-3,0.0166934,0.30468252,0.46822152,0.21040258
52406-01-6,0.19276181,0.07755968,0.3178806,0.41179794
953-32-2,0.16760033,0.7134537,0.099083185,0.019862773
60090-47-3,0.008653257,0.030282391,0.84133,0.11973435
15386-51-3,0.01700556,0.2763134,0.6888603,0.01782074
2728-04-3,0.006578442,0.07930696,0.8948051,0.019309467
56632-42-9,0.013055747,0.099271156,0.80343354,0.08423949
299-45-6,0.73312694,0.19662383,0.030436514,0.03981269
2425-15-2,0.4951273,0.4680235,0.025077261,0.011771906
51356-23-1,0.50138193,0.20175737,0.117985934,0.17887479
51356-21-9,0.35022306,0.35923192,0.20676571,0.08377931
3099-88-5,0.44703597,0.5084948,0.041800745,0.0026684606
1942-78-5,0.17451762,0.7784582,0.039250348,0.007773791
108-35-0,0.39893147,0.5532126,0.029518165,0.018337809
15421-84-8,0.011992155,0.5262522,0.39013472,0.07162091
51356-11-7,0.9179087,0.013482158,0.025423769,0.043185387
51356-09-3,0.6828358,0.19484858,0.083006814,0.039308768
22439-40-3,0.20799625,0.7419806,0.03370562,0.016317533
5633-16-9,0.0046114395,0.30367672,0.6630763,0.028635578
26662-09-9,0.65950626,0.035515435,0.2239548,0.08102358
21673-86-9,0.008172921,0.23815927,0.47158322,0.28208455
107812-70-4,0.06395067,0.0901326,0.77554613,0.07037058
105435-14-1,0.021017238,0.19824713,0.7493633,0.0313723
63979-26-0,0.0070274505,0.22900368,0.7322119,0.031756964
75274-20-3,0.006478339,0.021897605,0.8834714,0.08815266
2532-92-5,0.004733124,0.099214815,0.7858508,0.110201225
2544-52-7,0.92189205,0.027004989,0.038956095,0.012146845
88-24-4,0.02125916,0.032390732,0.831939,0.11441114
120-95-6,0.015393004,0.13075998,0.7522312,0.10161582
51959-14-9,0.001628703,0.27921712,0.6679351,0.05121912
79-74-3,0.046865832,0.115511745,0.70799994,0.12962247
10508-09-5,0.021363394,0.18182439,0.43199778,0.3648144
3006-82-4,0.0022131158,0.039706495,0.6820418,0.2760386
329-21-5,0.46234602,0.43568656,0.07918217,0.022785243
7795-74-6,0.6411804,0.18033566,0.10864411,0.06983985
69784-43-6,0.055313066,0.38596627,0.40558252,0.15313815
55285-14-8,0.28743023,0.58117276,0.12615372,0.00524328
42222-50-4,0.0011800011,0.011782419,0.11286676,0.87417084
3489-84-7,0.0005820207,0.19149342,0.743818,0.06410656
919-94-8,0.018703755,0.092780635,0.6328674,0.25564826
3734-95-0,0.56213886,0.37873787,0.051874876,0.0072484016
129927-33-9,0.003514492,0.039721962,0.90577084,0.050992712
72590-77-3,0.0036184466,0.010081644,0.58350426,0.40279564
13472-08-7,0.04240456,0.5198128,0.38830224,0.049480382
78-66-0,0.040552504,0.2717793,0.51316243,0.17450579
1338-23-4,0.009333131,0.052225795,0.5405406,0.3979005
154619-86-0,0.77891815,0.15212144,0.06002863,0.008931736
154619-76-8,0.6263459,0.16025195,0.20433879,0.009063385
82559-96-4,0.018784754,0.13476233,0.5854567,0.26099616
82558-50-7,0.0012471194,0.090705395,0.7076162,0.2004313
4268-36-4,0.00855883,0.055718236,0.85774,0.07798294
5340-36-3,0.015770309,0.10051548,0.6385955,0.24511868
33236-05-4,0.007683282,0.6934373,0.24443439,0.054445025
33210-49-0,0.018004548,0.25251478,0.6803388,0.049141854
17091-21-3,0.006343491,0.0477289,0.6109442,0.33498344
82560-06-3,0.014226493,0.26987234,0.51163244,0.20426875
123199-92-8,0.016486563,0.115540616,0.81351936,0.05445343
77-74-7,0.047212575,0.14222053,0.63676894,0.17379794
1986-53-4,0.004680184,0.00895985,0.09076151,0.8955985
55937-99-0,0.0048761573,0.361607,0.33919522,0.2943216
1081-95-4,0.62802327,0.24389975,0.07286229,0.05521466
103446-98-6,0.040373154,0.049036056,0.69220674,0.21838404
19457-00-2,0.038826037,0.06673052,0.81590754,0.078535914
30087-47-9,0.24534552,0.2721106,0.41576135,0.06678248
40373-31-7,0.05037977,0.8311973,0.10710406,0.011318824
2631-26-7,0.77939796,0.11215921,0.098260425,0.01018241
3772-48-3,0.74703366,0.15832691,0.087431036,0.007208426
1474-80-2,0.33679897,0.3572305,0.24591225,0.06005829
28616-48-0,0.7669161,0.13117914,0.08080993,0.021094829
55769-64-7,0.004232094,0.038495716,0.9367645,0.020507682
89591-51-5,0.09599516,0.06255539,0.7998681,0.041581336
63580-68-7,0.9708803,0.021987276,0.0063837143,0.0007487364
60244-63-5,0.29767764,0.3190691,0.32415223,0.059101004
60244-60-2,0.68978584,0.2589954,0.033291887,0.01792684
63039-90-7,0.013854011,0.39215755,0.43611163,0.15787679
18886-42-5,0.01684455,0.10171627,0.73957074,0.14186843
37686-84-3,0.015824405,0.31164286,0.6508465,0.021686235
63717-17-9,0.4296643,0.27731824,0.25108173,0.041935757
57647-36-6,0.00429986,0.052599713,0.93063974,0.012460642
104907-82-6,0.038414907,0.03219835,0.8612088,0.06817792
80472-86-2,0.012379899,0.037649505,0.91724557,0.03272497
76597-98-3,0.071088634,0.113066606,0.66951025,0.14633454
513-10-0,0.73896396,0.2213377,0.028438129,0.011260184
107-64-2,0.01164273,0.5027113,0.3924483,0.09319769
68391-05-9,0.01588863,0.611787,0.24972092,0.12260343
7173-51-5,0.007619252,0.5224469,0.24242479,0.22750905
37335-68-5,0.022932703,0.4295359,0.49875984,0.048771534
124-03-8,0.031600587,0.35904786,0.45057148,0.15878011
6458-13-5,0.011254104,0.4256053,0.486232,0.076908626
70206-24-5,0.007615562,0.22269678,0.75361115,0.01607646
53-46-3,0.055395488,0.27862716,0.5738233,0.09215403
50-10-2,0.062995106,0.16391513,0.67148644,0.10160331
54663-47-7,0.054160632,0.4141558,0.48105395,0.050629605
32358-09-1,0.04917667,0.48169822,0.45151982,0.01760526
24789-78-4,0.0075326934,0.18608399,0.7607617,0.04562161
154-82-5,0.01219363,0.15908378,0.7042147,0.12450794
3700-98-9,0.1116201,0.49304914,0.17801584,0.21731493
3700-97-8,0.09795063,0.41655982,0.411062,0.074427545
63917-07-7,0.7159721,0.062249463,0.17918071,0.04259771
38260-54-7,0.07840446,0.28931472,0.6051444,0.027136467
2830-87-7,0.12449948,0.48934218,0.36588445,0.02027387
21410-51-5,0.0653826,0.3620737,0.49808842,0.07445535
1634-78-2,0.08018861,0.5978939,0.279996,0.041921508
121-75-5,0.11390479,0.13389967,0.72760963,0.0245859
18300-07-7,0.8943479,0.0680997,0.03318509,0.0043672333
3344-12-5,0.012316395,0.6590885,0.24921653,0.07937863
51012-33-0,0.0034077691,0.059107117,0.8688462,0.06863891
4104-03-4,0.36864278,0.5200466,0.09672722,0.014583401
816-19-3,0.0044976426,0.06873104,0.44145402,0.48531732
15972-60-8,0.015900359,0.044880148,0.89281696,0.046402525
117666-91-8,0.014535355,0.118539244,0.7387084,0.12821707
117683-18-8,0.02238341,0.055399895,0.777653,0.1445637
90220-16-9,0.8091881,0.13181631,0.042230558,0.016764993
673-04-1,0.016681878,0.047855336,0.78933346,0.1461293
64-96-0,0.0089189205,0.28625923,0.60805494,0.09676691
109410-00-6,0.084145285,0.22627091,0.6262313,0.063352466
364-62-5,0.023393542,0.14923033,0.65764916,0.16972692
4093-35-0,0.02493467,0.13172634,0.7344972,0.10884176
19351-21-4,0.008090433,0.11065994,0.8233509,0.057898737
304-84-7,0.012465307,0.09129286,0.7833388,0.1129031
19351-20-3,0.013830014,0.08750189,0.8548545,0.04381361
55619-22-2,0.019591715,0.031175133,0.8494375,0.0997957
919-53-9,0.47146273,0.25255746,0.24518393,0.030795945
90245-33-3,0.9031327,0.06691947,0.02025703,0.009690812
22082-34-4,0.38856772,0.5054319,0.0841804,0.02181999
78-62-6,0.024757616,0.073247924,0.79253274,0.10946172
1067-99-8,0.0043718875,0.037701134,0.86492085,0.09300607
999-34-8,0.13574742,0.2584954,0.5411444,0.06461285
90220-14-7,0.2921902,0.60591155,0.07303452,0.028863724
996-04-3,0.40753314,0.48698026,0.06643298,0.039053593
996-05-4,0.39571443,0.46207654,0.12592845,0.016280558
63906-39-8,0.12353292,0.18072653,0.65456074,0.041179813
32744-43-7,0.25388792,0.112742364,0.5513175,0.08205221
7292-16-2,0.6364742,0.21336812,0.09321656,0.05694117
1014-70-6,0.029629929,0.3580753,0.55970883,0.052585922
21923-23-9,0.7162011,0.22955436,0.044807136,0.0094373785
2404-05-9,0.58590627,0.23544157,0.09391258,0.08473961
51528-03-1,0.019011455,0.30308565,0.3217188,0.35618404
3254-62-4,0.51366746,0.27670434,0.14958315,0.060045034
115-90-2,0.88632923,0.09222626,0.011474262,0.009970295
6587-45-7,0.92481637,0.047999937,0.015303614,0.011880042
6132-17-8,0.45410028,0.17654823,0.22531262,0.14403887
101526-62-9,0.005884058,0.06764887,0.86815566,0.058311425
109-66-0,0.012058417,0.21438237,0.6010568,0.17250237
110-54-3,0.013397295,0.23726569,0.50870794,0.24062909
1120-21-4,0.009391579,0.10143909,0.37855268,0.51061666
112-40-3,0.008557079,0.14094068,0.41583818,0.43466413
629-50-5,0.010468847,0.15858836,0.42734012,0.40360263
629-59-4,0.0068346807,0.12402584,0.37031046,0.498829
593-45-3,0.009211762,0.12267082,0.41302803,0.4550894
112-95-8,0.011384102,0.15488735,0.44010842,0.3936202
2500-88-1,0.039370682,0.20843674,0.5045518,0.2476407
627-83-8,0.010063807,0.028480519,0.26144555,0.7000101
26322-14-5,0.009870854,0.14837134,0.2507346,0.59102327
41672-81-5,0.0107682,0.03472576,0.63568383,0.3188222
68153-95-7,0.00665902,0.42474645,0.38795057,0.180644
53220-22-7,0.009855847,0.0732336,0.19018047,0.7267301
3234-85-3,0.026193604,0.021993581,0.29812005,0.6536927
16958-92-2,0.019894611,0.019602694,0.22464733,0.7358554
119-06-2,0.0021979627,0.006477875,0.23923868,0.7520855
3648-20-2,0.0040630596,0.0074692634,0.2819587,0.706509
84-76-4,0.0026341788,0.0044805794,0.19376262,0.7991226
50602-85-2,0.007153829,0.27026004,0.44237226,0.28021386
119-07-3,0.00584999,0.006403183,0.33511305,0.6526338
8007-43-0,0.0020643014,0.015974665,0.124922305,0.85703874
629-82-3,0.0075327307,0.10329773,0.584233,0.30493656
123-79-5,0.016894124,0.029301755,0.2861273,0.6676768
1639-66-3,0.0014985243,0.030417265,0.35708144,0.6110028
2915-53-9,0.008017739,0.014223518,0.4091687,0.56859004
117-84-0,0.0044214968,0.005910294,0.31884846,0.67081976
64896-70-4,0.012853993,0.02776002,0.5797585,0.3796275
1117-55-1,0.0133434255,0.021701384,0.19131917,0.773636
70729-68-9,0.0069800373,0.019221935,0.29103827,0.68275976
110-32-7,0.0031207376,0.023843072,0.3216471,0.65138906
10058-20-5,0.0032297482,0.030134106,0.49458194,0.47205415
3006-15-3,0.001240302,0.028638091,0.24574542,0.7243762
84-75-3,0.001861335,0.006128062,0.22516075,0.7668498
61788-89-4,0.0044427523,0.068609744,0.40634146,0.5206061
540-07-8,0.025612546,0.024579773,0.2003554,0.7494523
2050-92-2,0.008748527,0.3350066,0.4623883,0.19385654
13256-06-9,0.028577968,0.2774349,0.47982517,0.21416198
3913-02-8,0.0035555577,0.04226327,0.24598278,0.7081984
2173-56-0,0.018748295,0.03395097,0.18898268,0.758318
17810-51-4,0.00066214585,0.89129907,0.046518236,0.061520603
21270-08-6,0.0009949052,0.87227595,0.032222945,0.09450621
123-95-5,0.014179304,0.017672265,0.14860068,0.8195478
110-36-1,0.014864849,0.012179826,0.13342685,0.8395285
626-82-4,0.014740475,0.01717411,0.12590407,0.8421813
111-92-2,0.0141376285,0.28885496,0.5010072,0.19600025
109-46-6,0.010352025,0.28346726,0.64108956,0.06509117
102-83-0,0.00793752,0.2744047,0.58357996,0.13407774
36167-63-2,0.015098243,0.12726569,0.7861552,0.0714808
102-81-8,0.0068279486,0.047051474,0.5000434,0.4460772
102207-73-8,0.009551415,0.18472524,0.72905105,0.07667232
119-48-2,0.0103230085,0.08470874,0.51501906,0.38994917
51861-34-8,0.017279811,0.10060404,0.6359607,0.24615544
924-16-3,0.035729304,0.21655229,0.50821584,0.23950261
127-59-3,0.007940971,0.08188437,0.7637024,0.1464723
142-96-1,0.0064164484,0.19482897,0.5400451,0.25870946
112-48-1,0.0068548764,0.12001174,0.49102014,0.38211325
112-98-1,0.005716226,0.11407551,0.5550405,0.32516775
141-17-3,0.0067647803,0.023127774,0.3161244,0.653983
16672-39-2,0.0013751481,0.0074214037,0.36463326,0.62657017
141-03-7,0.007283887,0.041978784,0.29594257,0.65479475
6280-99-5,0.021048944,0.023430577,0.36369982,0.59182066
85-70-1,0.003971201,0.010170308,0.23506391,0.75079453
4056-77-3,0.01238793,0.0908928,0.4285225,0.46819675
1770-80-5,0.049761124,0.24259831,0.27908012,0.42856047
1962-75-0,0.012085047,0.019647744,0.5318566,0.43641064
84-74-2,0.0013375845,0.0051643997,0.28052527,0.7129727
7483-25-2,0.0019150279,0.0045559704,0.39785454,0.59567446
4092-75-5,0.023563813,0.13539185,0.75450206,0.08654232
1809-19-4,0.007661614,0.19874862,0.53893703,0.25465274
130525-77-8,0.013663629,0.054024532,0.6407614,0.29155046
2528-36-1,0.024283227,0.3902819,0.2703751,0.3150598
544-40-1,0.035463028,0.19423907,0.5587163,0.21158165
2639-63-6,0.027087137,0.02750308,0.23085652,0.71455324
51-03-6,0.0037561338,0.11032485,0.73937,0.14654905
2430-27-5,0.005180097,0.08115802,0.828266,0.08539588
123-19-3,0.018724922,0.15600428,0.6249834,0.20028743
168152-91-8,0.0003162995,0.95989984,0.036503147,0.0032807335
74550-96-2,0.023996582,0.18828432,0.67497116,0.112747945
106-31-0,0.014455975,0.073748305,0.6924312,0.2193645
132-82-1,0.030301224,0.105817005,0.554428,0.30945382
105-66-8,0.023164384,0.13485132,0.4570416,0.38494274
142-84-7,0.029013954,0.2548125,0.58217454,0.133999
111757-17-6,0.028268225,0.23364812,0.61351836,0.12456529
99247-33-3,0.0052534807,0.14554985,0.76526177,0.08393492
19044-88-3,0.018310409,0.13996841,0.81195873,0.02976241
52888-80-9,0.05722326,0.13183516,0.5869999,0.22394162
91893-38-8,0.2536442,0.65789354,0.04137971,0.047082536
57-66-9,0.0067510568,0.16994537,0.6593487,0.16395487
925-15-5,0.008214998,0.08514127,0.42915446,0.47748926
136-45-8,0.0039165253,0.11913378,0.5284544,0.3484953
58416-00-5,0.03240169,0.057805996,0.34546548,0.5643268
16066-38-9,0.02277454,0.18424454,0.38469404,0.40828687
104-75-6,0.004611657,0.16984214,0.6546534,0.1708928
10137-80-1,0.0022780935,0.08486833,0.8345828,0.07827078
113-48-4,0.005109987,0.069928356,0.4360252,0.48893648
104-76-7,0.0037436686,0.06605082,0.55304915,0.37715638
5397-31-9,0.0022024163,0.09646967,0.5847324,0.3165955
10213-75-9,0.007512875,0.07642122,0.6326562,0.28340966
4126-58-3,0.0011936973,0.030718142,0.5819009,0.38618723
1559-35-9,0.0016118407,0.045399327,0.72027194,0.23271693
2461-15-6,0.002470968,0.08473347,0.73013616,0.18265943
103-44-6,0.0028205342,0.06945953,0.4232858,0.5044341
21270-19-9,0.00031127202,0.9561196,0.025002545,0.018566584
17751-71-2,0.0003236305,0.9792559,0.01306063,0.0073598274
17751-73-4,0.0003144396,0.97998387,0.012257435,0.0074442294
17751-72-3,0.0024891172,0.8198111,0.12619704,0.051502764
17810-52-5,0.00024179513,0.92413074,0.062316258,0.013311238
17751-68-7,0.001075929,0.82268,0.12805901,0.048185084
21270-00-8,0.00016331203,0.9146667,0.06748119,0.017688757
21270-16-6,0.00022191499,0.96085864,0.026192104,0.01272739
21270-12-2,0.00013937287,0.95409125,0.033259816,0.0125095835
21270-02-0,0.000789872,0.76913095,0.20773438,0.02234485
21270-03-1,0.0015549387,0.604739,0.34330785,0.05039823
13361-34-7,0.017605491,0.09821427,0.5324133,0.35176694
1928-43-4,0.0010275302,0.20726995,0.70531905,0.08638345
1928-47-8,0.0026244828,0.29933578,0.5544682,0.14357153
7659-86-1,0.003048011,0.12155979,0.5749738,0.30041838
103-11-7,0.0026796293,0.082912266,0.5430984,0.37130967
5444-75-7,0.0015089376,0.014873804,0.767543,0.21607421
16397-70-9,0.0017494909,0.0228574,0.74225307,0.23314007
4376-20-9,0.00052145077,0.026391042,0.35718954,0.61589795
18750-05-5,0.0027959347,0.024532529,0.7889053,0.18376617
6197-30-4,0.003720518,0.045917083,0.7970785,0.15328391
4248-21-9,0.0029713563,0.05757222,0.6807232,0.25873324
24468-13-1,0.0023822568,0.07997041,0.66730696,0.25034037
68037-57-0,0.003443742,0.024771959,0.85134774,0.12043652
1070-03-7,0.004053995,0.03863958,0.70871025,0.24859613
126-92-1,0.00194815,0.11066718,0.637601,0.24978365
123-04-6,0.010265873,0.30545846,0.56050146,0.123774216
5588-20-5,0.06687278,0.1841507,0.38408238,0.36489418
63834-30-0,0.0023213793,0.11584258,0.8073932,0.074442856
149-57-5,0.0037466972,0.044407703,0.7553477,0.19649787
94-04-2,0.004435115,0.14184225,0.21807441,0.6356482
589-98-0,0.040357143,0.0769974,0.5058344,0.37681106
589-82-2,0.022551967,0.09433134,0.61466736,0.26844937
10138-47-3,0.0034646557,0.054302003,0.5160346,0.42619875
10138-87-1,0.001109995,0.082918145,0.41890407,0.4970678
94-96-2,0.02327205,0.081453234,0.6563843,0.23889047
98532-85-5,0.0042694737,0.03242319,0.9513452,0.011962172
10140-93-9,0.02547158,0.1395358,0.6461165,0.18887614
7492-37-7,0.048399303,0.17524472,0.5060891,0.2702669
106-68-3,0.010543362,0.12662762,0.53849816,0.32433084
106-35-4,0.01538334,0.14626394,0.57883936,0.25951332
117827-06-2,0.0030594706,0.11653748,0.6617381,0.21866496
2445-76-3,0.01022,0.03517245,0.27930588,0.67530173
624-54-4,0.013208575,0.055149067,0.29283682,0.6388055
645-62-5,0.0129764285,0.16219962,0.4520655,0.37275842
5309-52-4,0.0248665,0.24099137,0.53180116,0.20234096
6187-24-2,0.029331107,0.110746495,0.64057726,0.21934511
1471-51-8,0.013226603,0.029026812,0.76495594,0.19279063
126-93-2,0.038034454,0.33020654,0.46096915,0.17078984
13360-63-9,0.008057389,0.260778,0.6369211,0.09424352
1861-40-1,0.008839393,0.09952284,0.84521544,0.04642228
91893-68-4,0.4194005,0.44601518,0.10457708,0.030007191
68439-49-6,0.00281953,0.045695473,0.8081734,0.14331156
15523-43-0,0.0023732227,0.029670866,0.70148623,0.26646972
628-81-9,0.004744209,0.04507071,0.7381554,0.21202968
4413-13-2,0.0030798935,0.04578887,0.76894426,0.182187
61668-40-4,0.0028077285,0.07318041,0.6318637,0.29214817
33236-04-3,0.009444968,0.3262488,0.5888321,0.07547415
111-61-5,0.0043698014,0.026897483,0.1717946,0.7969381
123-29-5,0.0066289203,0.030401899,0.17816554,0.7848036
106-32-1,0.00400911,0.026077325,0.13544933,0.83446425
106-30-9,0.0038535562,0.023811443,0.15612783,0.81620723
1808-26-0,0.003233884,0.02877608,0.15801995,0.80997014
79714-31-1,0.026304549,0.058714446,0.67627627,0.23870476
73310-10-8,0.0023598254,0.04423073,0.5042886,0.44912082
3025-30-7,0.0029585413,0.02558097,0.3943236,0.5771369
115895-09-5,0.013405244,0.21401584,0.47939548,0.29318342
3570-46-5,0.007891323,0.38300332,0.5127236,0.096381746
64058-22-6,0.011455722,0.5460549,0.3390212,0.103468165
3249-68-1,0.030251918,0.15985002,0.32710934,0.48278868
105-54-4,0.010720706,0.104465134,0.423354,0.46146014
101205-02-1,0.020766549,0.076955296,0.17677684,0.72550136
40626-35-5,0.52535135,0.3697043,0.06536624,0.039578136
89784-60-1,0.30985436,0.5981769,0.068507776,0.023460979
38527-91-2,0.13460289,0.6891757,0.15193106,0.024290273
38524-82-2,0.42503944,0.43125162,0.1215771,0.022131853
34643-46-4,0.17503117,0.75685614,0.062202983,0.005909705
24017-17-2,0.91951305,0.058080226,0.01812972,0.0042769746
18596-67-3,0.05700485,0.7992089,0.12424304,0.01954327
61444-38-0,0.044854302,0.061534416,0.10337183,0.7902394
33467-74-2,0.0122940745,0.1313449,0.29315594,0.56320506
119798-44-6,0.0013443232,0.02080787,0.0762561,0.9015918
617-79-8,0.013763446,0.33079168,0.5310368,0.12440807
97-95-0,0.012815341,0.095260546,0.6421013,0.24982278
10232-91-4,0.023229457,0.22593904,0.627298,0.12353351
10213-74-8,0.009779796,0.05107727,0.54383916,0.39530376
4468-93-3,0.007998279,0.0720238,0.63368225,0.28629568
63907-07-3,0.010118309,0.06891668,0.7790009,0.1419641
3953-10-4,0.009162932,0.3043719,0.5211763,0.16528891
97-96-1,0.031735457,0.25337678,0.61178625,0.10310153
19962-50-6,0.026263574,0.44061375,0.44233307,0.09078954
88-09-5,0.028070215,0.10199027,0.6650604,0.20487915
4189-10-0,0.016585283,0.07841624,0.7179347,0.1870637
100217-51-4,0.024787586,0.14606473,0.42950848,0.39963925
584-02-1,0.06843544,0.1549494,0.47829968,0.29831555
84-16-2,0.008522898,0.12641898,0.7837564,0.08130171
101952-86-7,0.055503577,0.14276375,0.5987128,0.20301987
71953-72-5,0.022363057,0.13030049,0.7642872,0.08304933
533-68-6,0.011723587,0.08201225,0.7077437,0.19852044
96-22-0,0.0264137,0.18211108,0.63488066,0.15659456
105-05-5,0.016353041,0.1085952,0.7666742,0.10837759
72-56-0,0.030118695,0.15893188,0.6122529,0.19869654
579-66-8,0.020257482,0.24645655,0.62080806,0.112477936
38725-95-0,0.02882062,0.08692993,0.7158262,0.16842319
522-40-7,0.046470094,0.13422023,0.7113377,0.10797203
123-62-6,0.02507117,0.14391267,0.54302156,0.28799462
5837-63-8,0.026809799,0.06274779,0.6914988,0.21894358
41340-25-4,0.10835825,0.3715544,0.4251737,0.09491367
136572-09-3,0.08198378,0.18600234,0.5660812,0.16593263
124391-91-9,0.0052820435,0.013419125,0.60605735,0.37524146
105-37-3,0.01156408,0.11554003,0.41018757,0.46270835
98532-81-1,0.0017140943,0.014257893,0.9800424,0.003985681
94108-97-1,0.020832332,0.1246131,0.67970115,0.17485337
512-48-1,0.042124767,0.34110346,0.5512104,0.06556132
702-54-5,0.047304794,0.10272364,0.6991799,0.1507917
1085-91-2,0.029265774,0.42358556,0.42467424,0.122474425
77-04-3,0.063828655,0.05877036,0.6472794,0.23012161
80733-97-7,0.11617203,0.23730208,0.5500706,0.09645533
23192-94-1,0.046228096,0.10041815,0.71098125,0.14237249
