CASRN,EPA_xgboost_rdkit2d-1,EPA_xgboost_rdkit2d-2,EPA_xgboost_rdkit2d-3,EPA_xgboost_rdkit2d-4
13171-21-6,0.9388698,0.04847173,0.012239204,0.00041933186
73521-00-3,0.0032516592,0.54468477,0.4131041,0.038959507
73512-92-2,0.0033686496,0.07137358,0.90104663,0.024211118
73520-99-7,0.0014880546,0.6058033,0.3808059,0.011902732
73512-93-3,0.0010841321,0.016004384,0.9728345,0.010077026
73512-94-4,0.0017357102,0.01221477,0.9599953,0.026054217
128606-48-4,0.8058264,0.07948838,0.113117315,0.0015678453
57846-34-1,0.0018873513,0.8033239,0.19274548,0.0020432877
74639-40-0,0.002050564,0.028863689,0.7094448,0.25964096
1716-09-2,0.2795882,0.719758,0.0005439309,0.00010992155
14143-09-0,0.9600029,0.028569251,0.01106533,0.00036251365
10097-26-4,5.1039744e-05,0.0013293332,0.053916678,0.944703
688-84-6,1.1076989e-05,1.37307425e-05,0.018214626,0.98176056
105-16-8,0.0011504265,0.028835049,0.43623346,0.53378105
1918-08-7,0.0012122025,0.010659593,0.17577606,0.8123521
14663-66-2,0.0039141565,0.97454447,0.01330026,0.0082410965
14663-67-3,0.014112346,0.9232587,0.05170483,0.010924031
10137-90-3,0.00042894538,0.007923259,0.9224854,0.06916236
78193-97-2,7.881488e-05,0.00054752344,0.99882513,0.00054849265
58458-55-2,0.000100265395,0.000107768166,0.99873084,0.0010610694
103-09-3,1.5179747e-05,0.00022341732,0.023244753,0.97651666
29214-60-6,0.0015793442,0.023792015,0.2488093,0.7258193
23947-60-6,0.00016070582,0.006547412,0.9924992,0.0007927368
437717-43-6,0.0016988406,0.023729842,0.6744976,0.30007374
6946-94-7,9.194881e-05,0.00045617323,0.98876685,0.010684972
1187-74-2,0.0030503902,0.0075038234,0.5411584,0.44828737
274671-61-3,0.0026757224,0.17185627,0.79515135,0.030316632
2728-05-4,0.00035130742,0.00054666883,0.99541855,0.003683456
134-62-3,0.00040731396,0.00046908227,0.99808735,0.0010362795
52406-01-6,0.006585274,0.0069490764,0.7134823,0.2729833
953-32-2,0.04002601,0.95118314,0.0062822914,0.0025085814
60090-47-3,0.00069850177,0.0034038022,0.99248964,0.003407981
15386-51-3,0.024171839,0.568798,0.3981196,0.008910544
2728-04-3,4.2404616e-05,0.000104941115,0.9992489,0.00060374936
56632-42-9,0.00021184591,0.013595874,0.9817461,0.004446191
299-45-6,0.9891873,0.008423777,0.0008079977,0.0015809828
2425-15-2,0.9130712,0.08591911,0.0004439151,0.0005658177
51356-23-1,0.9252293,0.053798184,0.018143706,0.0028287761
51356-21-9,0.5285309,0.39154625,0.07753498,0.0023878799
3099-88-5,0.04942874,0.93721026,0.006781376,0.00657969
1942-78-5,0.040272597,0.95624256,0.0028926309,0.0005922472
108-35-0,0.47901022,0.4898357,0.02570208,0.005451998
15421-84-8,0.0014924391,0.009463925,0.98885196,0.00019168589
51356-11-7,0.9992747,0.00039967019,0.00031330407,1.2410232e-05
51356-09-3,0.838537,0.15719648,0.003971593,0.000295003
22439-40-3,0.9893512,0.008892666,0.0013778623,0.00037826298
5633-16-9,0.00090842886,0.014988212,0.9794616,0.004641755
26662-09-9,0.9762941,0.0006018075,0.02261653,0.00048757545
21673-86-9,0.0026333274,0.8687781,0.08206491,0.04652359
107812-70-4,0.050004553,0.4989315,0.1777626,0.27330142
105435-14-1,0.060654625,0.14398114,0.6557199,0.13964434
63979-26-0,0.0005450211,0.09690674,0.891934,0.010614295
75274-20-3,0.003952399,0.018991241,0.74095684,0.2360995
2532-92-5,0.00011077969,0.009997251,0.98871195,0.0011800261
2544-52-7,0.9890882,0.007741638,0.0030084439,0.00016181079
88-24-4,0.0009848028,0.0016652476,0.68084246,0.31650752
120-95-6,0.00055869645,0.010068043,0.9858942,0.0034790642
51959-14-9,0.0037613488,0.24037914,0.6503781,0.105481416
79-74-3,0.0003464456,0.009545117,0.962825,0.02728342
10508-09-5,5.4314107e-05,0.0020496142,0.18754071,0.81035537
3006-82-4,0.00081887277,0.0003507799,0.24181697,0.7570133
329-21-5,0.0027496628,0.9852529,0.002501681,0.009495668
7795-74-6,0.09371326,0.80771863,0.09819532,0.00037274158
69784-43-6,0.13930228,0.82080466,0.03331108,0.006581982
55285-14-8,0.03306452,0.93472195,0.026128681,0.006084852
42222-50-4,5.4601693e-05,1.7343058e-05,0.05463011,0.94529796
3489-84-7,0.00033524356,0.006737581,0.9396192,0.053307984
919-94-8,1.2019471e-05,0.0019492903,0.99301004,0.005028712
3734-95-0,0.96640277,0.021444445,0.011771381,0.0003814313
129927-33-9,0.004032817,0.024021773,0.94511646,0.026828948
72590-77-3,0.013375998,0.0019265797,0.9143556,0.07034187
13472-08-7,0.003179298,0.49073488,0.5044449,0.0016409077
78-66-0,0.0034975428,0.008996741,0.95943236,0.02807337
1338-23-4,0.0012096547,0.028436277,0.9531546,0.017199475
154619-86-0,0.99714845,0.0021060144,0.0007301805,1.5322537e-05
154619-76-8,0.9964101,0.0017399264,0.0017974515,5.252875e-05
82559-96-4,0.00017926747,0.0012305755,0.6444072,0.3541829
82558-50-7,0.0017193172,0.028824747,0.84367234,0.12578355
4268-36-4,0.00070509454,0.002558072,0.99438214,0.0023546396
5340-36-3,0.0012758165,0.0006127743,0.41377294,0.5843384
33236-05-4,2.228491e-05,0.9990301,0.000927671,1.998647e-05
33210-49-0,0.0009067454,0.07004688,0.92868793,0.00035837397
17091-21-3,0.0003901803,0.014518409,0.97936296,0.0057284757
82560-06-3,0.0005441894,0.3027853,0.69652957,0.00014093395
123199-92-8,0.00068943127,0.18017316,0.79809606,0.021041408
77-74-7,8.505886e-05,0.00035956354,0.9994266,0.00012875549
1986-53-4,0.00038716546,0.0040358924,0.8331582,0.16241878
55937-99-0,0.00033338118,0.009405749,0.62756026,0.36270058
1081-95-4,0.99457365,0.0053601665,5.9949318e-05,6.244521e-06
103446-98-6,0.00725227,0.122637354,0.5496836,0.32042682
19457-00-2,0.00010781965,0.001913498,0.9818347,0.016143987
30087-47-9,0.52369976,0.4480808,0.02670782,0.0015115672
40373-31-7,0.13763492,0.861251,0.00096709427,0.00014695234
2631-26-7,0.85641754,0.14182818,0.0017265503,2.7788084e-05
3772-48-3,0.80739206,0.17985319,0.010563715,0.002191055
1474-80-2,0.9979266,0.00052555423,0.0015337955,1.4078314e-05
28616-48-0,0.9931552,0.0034341973,0.0033970827,1.3480546e-05
55769-64-7,0.00048390857,0.00070621766,0.996768,0.0020418859
89591-51-5,0.005139863,0.016845755,0.9009212,0.07709314
63580-68-7,0.97738624,0.019555924,0.0028530848,0.00020477369
60244-63-5,0.97592795,0.013978268,0.0094019985,0.0006917751
60244-60-2,0.37234852,0.37386143,0.24494219,0.008847848
63039-90-7,0.00036056325,0.99387145,0.0057119215,5.6120058e-05
18886-42-5,0.00038873567,0.9913919,0.007973163,0.0002462582
37686-84-3,0.06940804,0.39532617,0.5302845,0.004981234
63717-17-9,0.48669037,0.18432619,0.29162702,0.03735638
57647-36-6,0.0005540965,0.0047001815,0.9943797,0.0003659917
104907-82-6,0.00073213223,0.017350465,0.9768842,0.0050331745
80472-86-2,4.722949e-05,7.027985e-05,0.9998369,4.5558674e-05
76597-98-3,0.0072101303,0.036054756,0.8399209,0.1168142
513-10-0,0.9723632,0.022414861,0.0051843463,3.759287e-05
107-64-2,0.00019634831,0.1035726,0.8860973,0.010133697
68391-05-9,0.00014969925,0.17204988,0.007109256,0.82069117
7173-51-5,0.0002801385,0.57268584,0.42334864,0.0036854022
37335-68-5,0.0036628977,0.90816563,0.08702216,0.0011493133
124-03-8,0.0001794846,0.61066395,0.38754073,0.0016158653
6458-13-5,9.652141e-05,0.8453166,0.15364018,0.00094668975
70206-24-5,0.0021200788,0.010144779,0.9662461,0.02148899
53-46-3,0.002056763,0.2525639,0.7397868,0.005592592
50-10-2,0.00036546504,0.009859599,0.9887377,0.0010372495
54663-47-7,0.007521684,0.088684395,0.8383286,0.06546532
32358-09-1,0.08086127,0.022806881,0.8847326,0.011599241
24789-78-4,7.894792e-05,0.0008183323,0.9748546,0.024248155
154-82-5,0.00029810032,0.008148837,0.9634739,0.028079161
3700-98-9,0.002909515,0.8822991,0.10342801,0.011363359
3700-97-8,0.009098177,0.75573677,0.23139414,0.0037708592
63917-07-7,0.13226566,0.56717306,0.29057652,0.009984773
38260-54-7,0.060791224,0.22713928,0.70896643,0.003103007
2830-87-7,0.09346128,0.070500255,0.8140037,0.022034733
21410-51-5,0.08169577,0.6149692,0.30228642,0.0010486029
1634-78-2,0.003068973,0.9927603,0.0039290157,0.00024168275
121-75-5,0.030962883,0.1305548,0.83668214,0.0018001215
18300-07-7,0.73579323,0.079125516,0.1716896,0.013391691
3344-12-5,0.44868913,0.50110054,0.048559852,0.0016504916
51012-33-0,0.0009142135,0.0013486599,0.9961414,0.0015957789
4104-03-4,0.64015317,0.35444435,0.0030478954,0.0023545853
816-19-3,6.5890745e-05,0.00024657184,0.813622,0.18606557
15972-60-8,4.3420223e-05,0.00093291927,0.9989982,2.5501808e-05
117666-91-8,0.016494624,0.04978973,0.89971364,0.034001987
117683-18-8,0.0005506336,0.04407108,0.9444591,0.010919231
90220-16-9,0.558558,0.43463853,0.0050685415,0.0017349684
673-04-1,7.724766e-05,0.00035034306,0.99933416,0.00023826495
64-96-0,0.0008501997,0.69295925,0.3010687,0.005121865
109410-00-6,0.0010703891,0.47461423,0.5236381,0.0006772352
364-62-5,0.0009190363,0.008213277,0.9898718,0.0009958753
4093-35-0,0.003778594,0.0065966784,0.9894354,0.00018934457
19351-21-4,0.0004138217,0.004334158,0.994869,0.0003830745
304-84-7,0.000559372,0.0036418634,0.995436,0.0003627629
19351-20-3,0.00189019,0.043261923,0.9522813,0.0025665157
55619-22-2,0.00163197,0.0074533317,0.9762599,0.014654788
919-53-9,0.16824423,0.06054225,0.7701882,0.001025294
90245-33-3,0.99806875,0.0014100464,0.00048584378,3.5409365e-05
22082-34-4,0.2572006,0.7408503,0.001461212,0.00048791937
78-62-6,0.0007273896,0.0013702607,0.9919446,0.0059577352
1067-99-8,0.011035804,0.035554226,0.8825596,0.07085037
999-34-8,0.14588886,0.5738745,0.27627477,0.0039619296
90220-14-7,0.98148257,0.01744872,0.000621162,0.00044749278
996-04-3,0.88844943,0.103863776,0.0031951189,0.0044916947
996-05-4,0.3716541,0.6121098,0.007619631,0.008616513
63906-39-8,0.29561454,0.51488304,0.18563597,0.0038664446
32744-43-7,0.014352294,0.004043057,0.9802351,0.0013694911
7292-16-2,0.95354044,0.008020316,0.038221657,0.00021753545
1014-70-6,0.00034993593,0.0019012401,0.99772364,2.5137137e-05
21923-23-9,0.43406543,0.5565163,0.00929836,0.000119897806
2404-05-9,0.9992281,0.0004579162,0.00027589226,3.8081504e-05
51528-03-1,0.029716915,0.059241876,0.43911117,0.47193003
3254-62-4,0.8907256,0.1068123,0.002113158,0.00034894104
115-90-2,0.99960655,0.00032149677,6.601264e-05,5.905915e-06
6587-45-7,0.97623205,0.023242295,0.00040389283,0.00012179228
6132-17-8,0.9937364,0.0041847397,0.002017614,6.125537e-05
101526-62-9,0.0015886979,0.03591148,0.9570126,0.0054871817
109-66-0,0.00025443253,0.02140813,0.6879766,0.29036084
110-54-3,0.00014205383,0.013752307,0.27886283,0.7072428
1120-21-4,0.00010298383,0.00018849543,0.026314078,0.9733944
112-40-3,6.329107e-06,6.746883e-05,0.0023315873,0.99759465
629-50-5,4.978533e-06,2.4231833e-05,0.006334809,0.993636
629-59-4,1.997387e-06,4.0026454e-05,0.005781319,0.9941766
593-45-3,9.1800375e-06,0.00021985432,0.017981367,0.98178965
112-95-8,4.2623597e-06,0.00012965218,0.0022553164,0.9976108
2500-88-1,0.0003472942,0.007655604,0.45685694,0.53514016
627-83-8,3.5645055e-05,1.8891194e-05,0.009037049,0.99090844
26322-14-5,1.492774e-05,7.256809e-06,0.99798226,0.0019955684
41672-81-5,8.55248e-05,9.7952056e-05,0.31822047,0.68159604
68153-95-7,0.00022169095,0.0061240764,0.6940818,0.2995724
53220-22-7,2.621844e-05,4.5063334e-05,0.010455934,0.9894728
3234-85-3,3.7535054e-05,3.4568886e-05,0.96410555,0.035822384
16958-92-2,6.5929475e-05,2.0685e-05,0.14505687,0.85485655
119-06-2,0.00011053381,2.1538344e-05,0.032773733,0.9670942
3648-20-2,0.00010791269,6.5075794e-05,0.8663441,0.13348287
84-76-4,3.0992374e-05,1.1841469e-05,0.0031186338,0.99683857
50602-85-2,0.00027301663,0.0029942363,0.99605346,0.0006793015
119-07-3,0.0003754236,9.58472e-05,0.9462709,0.053257823
8007-43-0,0.0002559229,0.0001698971,0.7794936,0.2200806
629-82-3,0.00010678316,0.0010373916,0.82282096,0.17603487
123-79-5,0.00010765554,0.00012159978,0.074506424,0.9252643
1639-66-3,0.00053755403,0.00063598464,0.020858703,0.97796774
2915-53-9,0.00017058913,8.162764e-05,0.45215565,0.5475921
117-84-0,0.0006759568,0.0003360019,0.32681525,0.6721728
64896-70-4,0.00097484404,0.0044656247,0.4418857,0.5526738
1117-55-1,5.4320182e-05,0.0001787502,0.00093632145,0.9988306
70729-68-9,9.862606e-05,0.00019030206,0.07028271,0.9294284
110-32-7,0.00013141453,0.00016249612,0.3379916,0.66171455
10058-20-5,0.00012970019,0.00037458574,0.7457588,0.25373697
3006-15-3,0.0010018831,0.00946856,0.10158305,0.8879465
84-75-3,3.7860187e-05,0.00022316762,0.0024060514,0.99733293
61788-89-4,0.00023688603,0.000121259276,0.9188824,0.0807595
540-07-8,1.994391e-05,0.00015209244,0.004883673,0.9949443
2050-92-2,0.002279262,0.38458106,0.61270064,0.00043906787
13256-06-9,0.0014236739,0.0062594237,0.96056813,0.031748775
3913-02-8,7.04929e-05,0.0008635204,0.380028,0.619038
2173-56-0,5.4779026e-05,0.00013995814,0.002600168,0.9972051
17810-51-4,5.0734136e-05,0.9997508,8.920293e-05,0.000109281515
21270-08-6,4.0472445e-05,0.9975025,0.0011198351,0.001337178
123-95-5,1.7981227e-05,0.00029878592,0.010058031,0.9896253
110-36-1,1.04683e-05,0.0006886368,0.0012792705,0.9980216
626-82-4,2.6620368e-05,0.00036891023,0.0038681745,0.99573624
111-92-2,0.002463396,0.97232145,0.025001464,0.00021374378
109-46-6,0.0054464275,0.11737145,0.87621343,0.0009686508
102-83-0,0.00015290089,0.924946,0.07458323,0.00031784875
36167-63-2,0.022315873,0.24909346,0.4313077,0.29728296
102-81-8,4.9456514e-05,0.0010052234,0.997738,0.0012073488
102207-73-8,0.00038767784,0.048101425,0.94564384,0.0058670826
119-48-2,0.00055007834,0.0062709735,0.8416745,0.1515044
51861-34-8,0.0038239274,0.11206482,0.6878368,0.19627443
924-16-3,0.0002735208,0.004604736,0.99397296,0.0011487497
127-59-3,0.00011746907,0.026993524,0.9717766,0.0011123726
142-96-1,8.592402e-05,0.0006130616,0.98135996,0.017941028
112-48-1,0.00013262586,0.0003118764,0.9231746,0.0763809
112-98-1,6.9491296e-05,0.0012381892,0.98852056,0.010171841
141-17-3,0.00037472093,0.00021876922,0.1484183,0.8509882
16672-39-2,0.00036926207,0.00029125554,0.34646255,0.6528769
141-03-7,3.0466685e-05,2.510197e-05,0.004407786,0.9955367
6280-99-5,0.00035495023,0.00020714234,0.9303529,0.069084994
85-70-1,0.00020900364,0.0005948962,0.5710067,0.42818937
4056-77-3,5.5510853e-05,0.0004030096,0.5718733,0.4276682
1770-80-5,0.0474688,0.024939364,0.65065354,0.27693832
1962-75-0,8.866091e-05,5.2885433e-05,0.1117048,0.8881537
84-74-2,8.641505e-05,0.00024635205,0.9118601,0.08780708
7483-25-2,0.00023216782,0.00020397165,0.56494963,0.43461424
4092-75-5,0.0057355496,0.14082687,0.3167431,0.5366945
1809-19-4,0.0059932303,0.012796322,0.66884184,0.3123686
130525-77-8,0.019012766,0.0073854676,0.91313493,0.060466878
2528-36-1,0.0141453445,0.5223104,0.27399507,0.18954915
544-40-1,0.0029868174,0.03366413,0.5885795,0.37476957
2639-63-6,4.1595133e-05,6.396111e-05,0.00049808616,0.9993963
51-03-6,0.0020673235,0.007389979,0.7481655,0.2423772
2430-27-5,5.293277e-05,0.008232352,0.99115974,0.00055501144
123-19-3,0.00039446194,0.0026637916,0.98735666,0.009585046
168152-91-8,1.9783303e-05,0.996452,0.0031852084,0.000342997
74550-96-2,0.0063590356,0.090667255,0.89764273,0.005330935
106-31-0,0.00043719192,0.004365068,0.35332704,0.64187074
132-82-1,0.0008160769,0.0037272347,0.18694694,0.80850977
105-66-8,1.4112755e-06,0.00023277036,0.0036821614,0.9960836
142-84-7,0.00052855164,0.99050015,0.008764471,0.00020685927
111757-17-6,0.0036684505,0.23284253,0.74185383,0.02163515
99247-33-3,0.0004459417,0.000333917,0.9630977,0.036122434
19044-88-3,0.0025525617,0.003954875,0.8408803,0.15261236
52888-80-9,0.0016656922,0.009833087,0.8566158,0.13188544
91893-38-8,0.010763238,0.9776088,0.010229002,0.0013989116
57-66-9,0.00024679033,0.0006761101,0.993339,0.005738077
925-15-5,0.0005268408,0.00074599305,0.15643111,0.842296
136-45-8,0.002820095,0.0048522395,0.82941294,0.1629147
58416-00-5,0.0023908247,0.018695375,0.90515316,0.07376067
16066-38-9,0.0012303503,0.024603417,0.85477066,0.11939561
104-75-6,0.0003516147,0.5433885,0.4552476,0.0010122536
10137-80-1,0.0016397581,0.00096021424,0.9959661,0.001434003
113-48-4,0.0008710438,0.010218809,0.95732397,0.031586133
104-76-7,0.0002821612,0.0035853004,0.98138404,0.014748443
5397-31-9,0.010728365,0.32591742,0.6254301,0.037924122
10213-75-9,0.00034578648,0.010425644,0.9522756,0.03695304
4126-58-3,3.851402e-06,0.00027506283,0.9967648,0.0029563075
1559-35-9,0.00011950499,0.006580763,0.98899907,0.004300642
2461-15-6,0.00031505033,0.008869327,0.9874013,0.0034142684
103-44-6,8.157451e-05,0.0002620776,0.76868147,0.23097488
21270-19-9,9.769409e-05,0.9966162,0.0027865474,0.0004995899
17751-71-2,0.00022027838,0.99863106,0.000927849,0.00022073113
17751-73-4,0.00017430577,0.99878746,0.0009257755,0.000112434485
17751-72-3,5.032391e-05,0.9998128,8.431544e-05,5.2607094e-05
17810-52-5,3.6645877e-05,0.9981792,0.001364355,0.00041987293
17751-68-7,0.0001004459,0.9840349,0.0026628016,0.013201885
21270-00-8,3.9664304e-05,0.99636406,0.0027899155,0.0008064051
21270-16-6,6.200056e-05,0.99760795,0.0020151502,0.00031489637
21270-12-2,6.4036285e-05,0.994991,0.004510776,0.00043413226
21270-02-0,5.5110744e-05,0.993317,0.00516386,0.0014639631
21270-03-1,0.0002083628,0.9481136,0.03795254,0.013725407
13361-34-7,0.00036306604,0.0036819663,0.99068415,0.005270825
1928-43-4,0.00025758977,0.047726817,0.9470408,0.0049747587
1928-47-8,0.000940982,0.5663581,0.4027069,0.029994026
7659-86-1,0.0008451209,0.6044048,0.26690397,0.12784608
103-11-7,0.00016083055,0.00012160915,0.22122587,0.7784917
5444-75-7,2.0487643e-05,0.00012238802,0.065926075,0.93393105
16397-70-9,0.0016872784,0.075164035,0.8873938,0.035754867
4376-20-9,4.1239928e-05,0.0023249798,0.9764346,0.021199169
18750-05-5,0.00055480516,0.0010245638,0.072088555,0.9263321
6197-30-4,0.004149448,0.22907712,0.53156745,0.23520596
4248-21-9,0.0036053928,0.007520316,0.7183451,0.27052918
24468-13-1,0.0015634765,0.011774979,0.96288145,0.02378011
68037-57-0,7.463926e-05,0.00019266091,0.9806404,0.019092228
1070-03-7,0.00065669697,0.0006194642,0.9337406,0.064983204
126-92-1,0.000758688,0.0002990459,0.9934209,0.0055213207
123-04-6,0.0015866283,0.019957637,0.3930209,0.58543485
5588-20-5,0.009535433,0.052305155,0.7483955,0.18976393
63834-30-0,0.00030287553,0.0013553683,0.8602828,0.13805899
149-57-5,4.803125e-05,0.00023253202,0.9984469,0.001272528
94-04-2,0.00029176974,0.0020692968,0.76471096,0.23292793
589-98-0,0.0013564047,0.0011233253,0.9843143,0.013205943
589-82-2,0.0012349425,0.0033159857,0.94500595,0.050443135
10138-47-3,5.101318e-06,0.00049739075,0.99908555,0.00041193474
10138-87-1,0.00066396146,0.011114555,0.7982369,0.18998457
94-96-2,0.0013611381,0.00052986626,0.6215308,0.37657827
98532-85-5,9.191958e-06,3.370806e-05,0.99991775,3.9300172e-05
10140-93-9,0.0057774056,0.56564313,0.4214704,0.007109028
7492-37-7,0.00034916378,0.00024356412,0.89222544,0.107181825
106-68-3,0.21211366,0.0015035233,0.4452705,0.3411123
106-35-4,0.0014642839,0.0033275103,0.9585776,0.03663071
117827-06-2,0.0023764328,0.0122992825,0.08795882,0.89736545
2445-76-3,1.6909624e-05,3.4964018e-05,0.00015572445,0.9997924
624-54-4,1.3619451e-06,1.5516795e-05,0.0002616455,0.99972147
645-62-5,0.00036767428,0.001834473,0.9465378,0.05126002
5309-52-4,0.0001706041,0.0007708647,0.9606069,0.0384517
6187-24-2,0.012815202,0.09918263,0.6822795,0.20572263
1471-51-8,8.938736e-05,0.0002579498,0.9951741,0.004478631
126-93-2,0.00076109427,0.029690014,0.96042067,0.009128203
13360-63-9,0.0037877343,0.79652977,0.19919805,0.00048437985
1861-40-1,0.0009229663,0.009838967,0.98720515,0.0020329547
91893-68-4,0.002481062,0.99437684,0.002700139,0.00044191844
68439-49-6,3.4761488e-05,0.00033162325,0.91892296,0.08071059
15523-43-0,0.00080946385,0.004283812,0.83054006,0.16436666
628-81-9,0.0004675952,0.002971937,0.8025531,0.19400738
4413-13-2,0.00039579923,0.0024846601,0.96767217,0.029447298
61668-40-4,0.00038613938,0.0010220481,0.2856059,0.71298593
33236-04-3,0.000109515844,0.966169,0.032383136,0.0013383178
111-61-5,5.4296816e-05,0.00021480625,0.059047475,0.94068336
123-29-5,4.9668164e-05,8.350462e-05,0.0038364446,0.9960304
106-32-1,2.747337e-05,8.974661e-05,0.0043690354,0.99551374
106-30-9,1.1294985e-05,1.1472845e-05,0.00029313102,0.9996841
1808-26-0,7.905866e-06,4.6966958e-05,0.0007209826,0.9992242
79714-31-1,7.987395e-05,0.007285337,0.9774329,0.015201826
73310-10-8,2.7299573e-05,2.6209638e-05,0.006705327,0.9932412
3025-30-7,0.0005132373,0.00039666565,0.8700179,0.12907222
115895-09-5,0.0010342998,0.012925886,0.300615,0.6854248
3570-46-5,0.0002417741,0.030166999,0.96924466,0.00034652036
64058-22-6,6.910276e-05,0.89534,0.1038689,0.00072194065
3249-68-1,0.0001509866,0.00048029772,0.008089619,0.99127907
105-54-4,9.285332e-06,0.0009056984,0.2250617,0.7740233
101205-02-1,0.0011973405,0.027247135,0.72572774,0.24582776
40626-35-5,0.20781443,0.7802835,0.011170203,0.0007318549
89784-60-1,0.11730088,0.69936424,0.18251851,0.000816294
38527-91-2,0.07021421,0.92415994,0.005548233,7.757894e-05
38524-82-2,0.08781351,0.8868774,0.024850708,0.00045833027
34643-46-4,0.014170832,0.98489916,0.00079478126,0.00013514108
24017-17-2,0.52764213,0.4608306,0.010255407,0.0012718128
