CASRN,LD50_xgboost_ecfp6bits
3048-64-4,0.8321557
60643-86-9,0.92301935
27451-36-1,0.43836987
5809-59-6,0.4810907
3984-22-3,0.6785699
100-42-5,0.7441202
2653-39-6,0.82994896
2039-85-2,0.71726143
2039-87-4,0.7008803
100-69-6,0.83909625
32630-50-5,0.8991075
2852-07-5,0.4942676
79-06-1,0.9550683
924-42-5,1.0794028
2210-24-4,0.9194714
34443-04-4,0.78984576
106-71-8,0.72990924
13641-96-8,0.5991754
84732-27-4,0.75915444
2206-89-5,-0.2637104
106-90-1,0.64908767
593-67-9,0.92973244
13162-05-5,0.790485
929-37-3,1.5766056
16801-19-7,0.8865911
110-75-8,0.5046228
692-45-5,1.0605838
769-78-8,1.1665834
115-98-0,0.14143024
75-01-4,0.5405391
593-60-2,0.1621737
78-88-6,0.36275867
77174-66-4,0.33044153
35326-33-1,1.1638347
96250-37-2,0.62103
921-09-5,0.27352062
75-35-4,0.51518524
50-00-0,0.8648991
30699-99-1,0.7580639
2396-63-6,0.83769923
6900-06-7,0.8777636
76379-66-3,1.1983348
52465-42-6,0.52136487
107-19-7,0.7508358
139886-21-8,-0.051735666
624-65-7,0.27309135
74782-23-3,0.43106413
471-25-0,0.9328678
126-52-3,0.43860838
93105-81-8,1.0323662
4035-89-6,0.63553274
13516-27-3,0.88930184
58-32-2,0.68688905
123-69-3,0.78327096
6724-53-4,0.6940874
97755-90-3,-0.40472126
1532-06-5,0.90037185
16069-36-6,1.1020011
947-04-6,0.93785375
143-23-7,0.6486202
965-40-2,1.0687287
52-49-3,0.31886578
1169-26-2,-0.10730122
3365-99-9,0.03770744
27014-42-2,0.7391486
3386-18-3,1.4293195
1212-29-9,0.7491946
4979-32-2,0.5118021
84-61-7,0.79404694
129273-38-7,0.47499678
98043-60-8,-0.23882173
87691-92-7,0.37595153
64-60-8,0.09903573
37027-56-8,0.951396
956-90-1,0.39491925
10310-38-0,0.5770023
135991-95-6,0.2456363
90-42-6,0.83814645
4471-27-6,0.851831
925-83-7,0.8942247
111-20-6,1.1669986
1120-10-1,1.1072745
1561-48-4,0.5268953
7300-34-7,0.9651777
55-65-2,0.56444246
38357-93-6,0.022590054
20917-50-4,0.8089446
90-39-1,-0.046134744
112457-95-1,0.2146539
1532-14-5,0.54915476
91-17-8,0.7515412
142852-51-5,-0.06649483
2164-08-1,0.89840317
70907-61-8,0.47761303
6837-24-7,0.7735663
13071-27-7,0.45797217
4500-29-2,0.7807474
3194-36-3,0.72894347
4246-51-9,0.96475965
91893-36-6,-0.74768186
52-46-0,0.6479858
60563-10-2,0.41184735
6056-11-7,0.31263256
2615-15-8,1.4601707
17455-13-9,0.9849528
26248-87-3,0.33827612
110-82-7,0.92098963
629-40-3,1.076798
75224-39-4,0.16575083
28998-48-3,0.2819189
1572-55-0,0.6533988
72239-35-1,0.38521957
32808-51-8,-0.081144296
10018-78-7,1.1269487
4323-43-7,-0.03674333
42839-36-1,0.5794893
2842-38-8,0.7885982
13010-47-4,-0.47047794
80834-52-2,-0.03605379
80834-50-0,0.17650944
929-17-9,1.1683825
80834-79-3,0.4679773
49830-98-0,0.32553697
821-57-8,1.11428
4067-16-7,0.89093256
10563-26-5,0.7768233
124-09-4,0.8621694
111-49-9,0.8662838
55-56-1,0.36578438
822-06-0,0.7890532
315-72-0,0.6339763
19824-89-6,0.40547487
132449-89-9,0.23738948
22089-22-1,-0.77721804
14984-68-0,0.22076902
4544-15-4,0.46155313
4856-87-5,0.30751628
100482-70-0,0.37397107
629-11-8,1.4212778
33100-27-5,0.8907475
2163-00-0,0.48529467
287-92-3,0.9162211
6483-15-4,0.65212
80834-72-6,0.12901923
80834-58-8,0.21885975
2413-38-9,0.12282524
633-59-0,0.08590625
2432-74-8,0.94160336
37872-62-1,0.8206124
5124-30-1,0.7415553
24771-52-6,0.5704358
4430-31-3,0.7766731
2062-78-4,0.39037064
33433-85-1,0.091657616
57648-21-2,0.121086404
19668-15-6,-0.00062243704
2127-01-7,0.55788386
940-69-2,0.7479653
62-46-4,0.9496664
84-04-8,0.22881095
57808-66-9,0.12723894
62987-05-7,0.42061874
59330-98-2,0.04509522
131-89-5,-0.13574046
98-89-5,0.9954829
49665-58-9,0.51574993
95-33-0,0.2509246
139-05-9,1.0017097
2211-66-7,0.49959505
3173-53-3,0.7061222
963-03-1,0.36704952
108-93-0,1.0018009
25485-88-5,0.71775395
1124-54-5,1.05016
17796-82-6,0.53296226
2438-38-2,0.6796664
26864-56-2,0.015248792
63918-29-6,0.53476685
2055-44-9,0.48791772
688-78-8,0.104317866
892-01-3,0.637593
80834-48-6,0.22810028
80834-54-4,0.15513414
3715-90-0,0.29520163
305-03-3,0.10487279
111-16-0,1.1742429
7009-49-6,0.9145677
52-86-8,-0.0154952705
17230-87-4,-0.6776175
2354-61-2,0.07301455
1649-18-9,0.15941536
6115-97-5,0.329852
66839-99-4,-0.64615494
54-95-5,0.56045485
502-44-3,0.8007873
63451-45-6,0.022542378
2409-19-0,0.65369475
83335-32-4,0.29534018
931-97-5,0.57374674
123-00-2,0.9056297
70476-82-3,0.93688256
108552-93-8,0.30417413
6055-19-2,-0.7064609
3778-73-2,-0.60345364
60607-34-3,0.2533335
525-26-8,0.2604422
16470-24-9,1.1947073
6425-08-7,0.5713681
16090-02-1,0.70712644
103-34-4,0.73740715
16131-53-6,0.72744083
32226-69-0,0.35797858
94-62-2,0.31568682
38304-91-5,0.6307421
14052-74-5,0.057243317
631-41-4,1.1239148
101670-73-9,-0.54510427
5343-92-0,1.3533746
36366-93-5,1.085095
294-93-9,0.8907475
14187-32-7,0.69660467
14663-71-9,-0.6033086
4904-61-4,0.8567369
61788-32-7,0.20701368
110-83-8,0.9506024
80834-60-2,0.3094852
80834-55-5,0.21655543
548-73-2,0.08829733
709-08-0,0.58374727
5264-33-5,1.023626
65216-94-6,0.5288831
27724-96-5,0.83216876
16590-41-3,-0.22170758
61361-38-4,0.20573862
2425-79-8,1.0763832
742-20-1,0.40543604
27114-11-0,0.28157043
26844-12-2,0.12897702
5766-48-3,-0.2879062
106-69-4,1.3747828
85-42-7,0.63940567
63716-34-7,0.40449816
20757-80-6,0.6292663
19843-73-3,0.6377993
522-48-5,0.43836167
2312-73-4,0.08772461
21491-20-3,0.4134482
34920-64-4,0.45395014
66364-74-7,0.119887725
51773-92-3,0.25381476
76487-48-4,-0.058469865
71-78-3,0.29073644
102071-30-7,0.029557433
40507-80-0,0.092820294
1163-36-6,0.45240515
74789-64-3,0.17491521
10193-95-0,0.5234743
942-01-8,0.5845958
64057-91-6,0.56988806
1079-26-1,0.67486113
63979-41-9,0.41738346
321-64-2,0.4531583
4726-93-6,0.88220704
23205-23-4,0.47321096
32527-55-2,0.3658279
3445-11-2,0.989499
28782-42-5,0.045497485
52-52-8,0.7768087
107-72-2,0.5102129
4097-89-6,0.8542649
110-60-1,0.9319384
1965-29-3,1.228395
140-31-8,0.3984171
20537-88-6,-0.031338632
2038-03-1,0.877968
505-66-8,0.6724778
123-75-1,0.64879215
77162-70-0,-0.27966908
36350-95-5,0.40760294
94011-82-2,0.23107725
71320-77-9,-0.1850354
4719-04-4,1.2582735
51-18-3,0.729729
545-55-1,0.46512416
52-24-4,-0.07355749
4415-51-4,0.1867139
102-71-6,1.1863136
622-40-2,1.2403102
5928-69-8,0.5521692
1798-49-8,0.42789093
86827-84-1,0.08865509
555-77-1,-0.51747173
55837-27-9,0.6347541
14052-77-8,0.045413468
40575-34-6,0.27781737
631-27-6,0.65309614
930-55-2,0.50434965
112-27-6,1.3702946
111-22-8,0.7335505
112-26-5,0.18288364
10138-79-1,0.12509298
140-08-9,-0.19127761
115-96-8,0.25430763
10235-09-3,-0.19845109
109-99-9,0.97058004
126-33-0,0.8366098
1820-50-4,0.4533217
111-30-8,1.1945138
1339119-15-1,0.9040616
141-31-1,1.0622287
30484-77-6,0.32853967
4425-97-2,0.75016904
111-94-4,0.9016635
1656-48-0,1.16326
111-97-7,0.55487907
59894-87-0,0.19884169
1071-27-8,0.7283828
2386-87-0,0.7368444
2579-20-6,0.6060864
2549-93-1,0.88853323
10347-54-3,0.7629748
13909-13-2,-0.5320856
78718-52-2,0.6781785
195252-21-2,0.38416818
195252-40-5,-0.0106740985
29216-28-2,0.2678406
3385-21-5,0.90402615
1076-97-7,1.1379058
78945-53-6,0.36270592
13560-89-9,-0.15260977
6522-21-0,0.8299283
195252-29-0,0.3716989
23239-75-0,0.16674778
75259-63-1,0.03946669
10447-38-8,-0.10639444
7348-26-7,0.643951
69581-33-5,0.47104308
30007-39-7,0.544685
68-91-7,0.23527727
56903-65-2,0.52362436
56485-47-3,0.70759004
1798-50-1,0.16202481
91595-86-7,0.23417732
73771-25-2,0.90860164
13887-56-4,0.38204587
16568-66-4,0.24870546
77145-61-0,0.18257926
93181-85-2,0.44441414
17902-23-7,0.26124987
14697-46-2,1.5825986
97-99-4,1.121753
857-95-4,0.037405867
5836-29-3,-0.3501026
529-33-9,0.594782
102676-31-3,0.4330325
3184-13-2,1.3289173
7531-52-4,0.7377361
1119-34-2,1.1038187
121771-84-4,0.1450439
139-89-9,0.70662296
57369-32-1,0.45521748
4425-95-0,0.7414567
34161-23-4,0.53900963
111-17-1,1.2615209
5837-68-3,0.69606286
1470-94-6,0.57586503
110-94-1,1.187337
108-55-4,1.0373216
51505-90-9,0.76164114
36329-36-9,0.09943069
91893-39-9,-0.07629749
34790-06-2,0.6841113
616-45-5,1.0843266
532-12-7,0.3372448
62666-20-0,-0.07572894
19395-78-9,0.60276586
41716-84-1,0.25286242
56368-47-9,0.51873815
79276-58-7,0.49102098
88909-96-0,0.7040791
52637-01-1,0.63749766
104-64-3,1.0164188
673-31-4,1.018072
94-82-6,0.6456428
4635-59-0,0.2242759
27959-26-8,0.80306983
63638-93-7,0.041941997
56-17-7,0.63637364
111-41-1,1.158302
110-85-0,0.7606412
841-77-0,0.36717224
92-54-6,0.50826806
95884-49-4,0.14912786
61655-58-1,0.27557245
14028-44-5,-0.07134598
5632-47-3,0.32011402
111-42-2,1.3254521
110-91-8,0.94646853
91893-35-5,-0.55655533
26644-46-2,0.45405263
140-79-4,0.68490374
4110-66-1,0.1204819
1072-52-2,1.1379508
120-07-0,1.0454003
92-00-2,0.79872364
1116-54-7,1.0999107
77129-82-9,0.25449586
35627-29-3,0.7103185
60029-23-4,0.7725637
92-53-5,0.68733627
108001-60-1,0.28805417
59-89-2,0.8871639
17688-68-5,0.53374285
25182-84-7,1.0644569
111-46-6,1.1516767
111-48-8,1.0238754
1892-29-1,1.2253667
504-63-2,1.3011417
10099-72-6,1.3453532
30544-47-9,0.46736842
19721-22-3,1.1160325
111-91-1,0.11280629
123-91-1,0.9153338
120-55-8,1.3017236
15980-15-1,0.89449745
53061-10-2,0.0700431
63917-06-6,0.21335939
6279-87-4,0.92059886
1070-42-4,0.1483624
5266-08-0,-0.12946835
311-44-4,-0.7290825
2451-86-7,1.3325433
1120-71-4,0.8185977
287-29-6,0.8537728
2550-06-3,0.4343673
505-60-2,0.118262194
100-45-8,0.8314744
64011-70-7,0.5194855
4771-80-6,1.2773995
10137-69-6,0.91130185
13042-02-9,0.86820143
4488-57-7,0.95146316
57-24-9,-0.7573128
65043-22-3,0.26445124
4781-76-4,0.87053263
100-73-2,0.91674167
63915-63-9,0.2830829
110-61-2,1.0547795
1075-76-9,1.0090867
75696-02-5,0.4588347
109-78-4,0.99836284
1071-22-3,0.80524004
542-76-7,0.16445355
26896-48-0,0.9951176
14370-50-4,0.6556317
13887-61-1,0.7863701
23657-27-4,0.87339115
35944-73-1,0.5614151
97901-22-9,0.6598766
63007-70-5,0.52471995
25967-29-7,0.49441546
23887-48-1,0.31990212
78246-49-8,0.29194388
20123-68-6,0.46496576
33453-19-9,0.6245381
7346-91-0,0.2877668
64872-77-1,0.4420081
114654-31-8,0.09837115
884-49-1,0.414142
14008-53-8,0.26139686
2589-15-3,0.18941393
145-73-3,1.0372567
2759-71-9,0.44564906
765-30-0,0.96490204
81356-60-7,0.5541887
86393-33-1,0.09596158
32773-59-4,0.7066164
3544-94-3,0.5963767
521284-22-0,0.5185861
7545-48-4,1.0780858
101-49-5,0.5326627
56461-33-7,0.43988037
100678-32-8,-0.120860875
30914-89-7,0.22335006
74103-07-4,0.48540616
1331-07-3,0.66642433
88485-37-4,0.54028714
29050-11-1,0.707666
55316-22-8,0.4701951
57-96-5,0.19147916
114686-12-3,0.20789242
102-20-5,0.9219826
51-12-7,0.78962815
59-97-2,0.38910902
5144-52-5,0.010315498
372-77-0,-0.6946014
123-81-9,0.567394
4301-50-2,-0.37548855
76824-35-6,0.59059584
103-29-7,0.9281033
7199-29-3,0.5315074
53597-27-6,0.2785203
119-84-6,0.78240484
36330-85-5,0.3498139
38873-55-1,0.36963665
123-56-8,0.84995216
23249-97-0,0.9776856
23093-94-9,0.6702821
23093-93-8,0.5513792
21256-18-8,0.5711088
24096-53-5,0.7238711
108-30-5,1.0448372
5029-46-9,0.4356871
53894-28-3,0.73029083
62-31-7,0.7576934
61361-60-2,0.21087563
56538-00-2,-0.61416286
72239-33-9,0.11753277
55458-76-9,0.852234
51-71-8,0.6636107
59128-97-1,0.31794763
24166-13-0,0.4985061
94776-91-7,0.22961383
111988-49-9,-0.023771394
100199-60-8,0.6207816
7633-57-0,0.5428393
97174-79-3,0.62472934
180793-94-6,0.00040432063
92-43-3,0.6600113
2121-12-2,0.45496204
622-08-2,1.0057942
103-74-2,0.9657856
104-62-1,1.0886904
103-53-7,1.1996317
124428-11-1,0.528838
94-47-3,1.2780509
37795-69-0,0.44674477
940-41-0,0.9083303
35250-53-4,0.80110246
59375-68-7,0.26647177
4871-71-0,0.7093846
103-63-9,0.514152
113136-77-9,0.5122682
60207-31-0,0.49480897
1070-78-6,0.11716967
2043-57-4,0.006520782
19201-32-2,0.442643
141-43-5,1.4028144
33545-23-2,1.2046092
10042-77-0,0.9192977
151-56-4,0.9186354
5782-83-2,0.7375717
96-45-7,0.31868634
73218-79-8,-0.1245538
61-57-4,0.68178415
24207-38-3,1.0225523
65141-46-0,0.5556708
96-53-7,0.38741142
3566-10-7,0.65199095
557-30-2,0.70916593
80026-34-2,0.1516948
33813-20-6,0.08924446
26859-72-3,-0.36606234
22232-71-9,0.058552917
27097-43-4,-0.1762683
23915-26-6,-0.27575606
39884-52-1,0.6720356
73870-33-4,0.5274129
40762-15-0,0.8505038
34929-08-3,0.49491584
107-21-1,1.2503381
122-99-6,1.0598335
3833-54-3,0.99347645
120-67-2,0.7905811
2122-77-2,0.794037
371-62-0,-0.2829471
60-24-2,1.0769205
80303-93-1,0.19034097
107-07-3,0.18784243
624-76-0,1.3242253
75-21-8,0.97281605
646-06-0,0.92482966
629-15-2,1.0312122
9004-86-8,1.3023896
2514-53-6,0.52269113
96-49-1,0.91374564
339-65-1,0.13643056
58041-19-3,0.41869938
19767-45-4,0.79448974
420-12-2,0.8159325
629-17-4,0.11249483
62303-19-9,0.7786492
762-70-9,-0.18030381
1622-32-8,0.053837124
107-06-2,0.059381023
126-15-8,0.71748334
2425-06-1,0.5213421
133-06-2,0.8880985
85-43-8,1.1150036
2971-38-2,0.513619
3276-41-3,0.6237134
110-64-5,1.1696006
77-79-2,0.7834857
544-25-2,0.71061325
542-92-7,0.5051494
542-78-9,0.88974833
3385-61-3,0.9829104
77-73-6,1.147841
122-78-1,1.1088188
28382-15-2,0.5892963
105112-76-3,0.26407647
63979-76-0,0.8472201
4080-31-3,0.3241987
104-54-1,1.0164813
29560-84-7,0.8640629
104-65-4,0.9899402
122-69-0,1.0878584
5320-75-2,1.2163923
149-29-1,0.5204919
107-20-0,0.50665855
628-87-5,0.6575438
110-65-6,0.65729046
3159-29-3,0.5560139
101-27-9,0.41488057
59443-94-6,0.6464299
107-91-5,0.6052378
372-09-8,0.6272024
107-16-4,0.64122987
63278-33-1,0.5196052
768-94-5,0.5982164
102938-79-4,0.58912826
7585-39-9,0.91432786
2451-62-9,0.68749696
77658-97-0,0.56328845
5026-74-4,0.7656276
2589-01-7,0.7316308
13674-87-8,0.07676967
3188-57-6,0.9336918
1263-89-4,0.52347994
24676-80-0,0.58870554
63919-02-8,0.4930801
81737-62-4,0.6432592
85095-79-0,0.6262075
56552-15-9,0.9293611
2238-07-5,1.119168
101-90-6,0.7080111
7195-43-9,0.86500806
7195-45-1,0.86118436
14974-71-1,0.72057533
14168-01-5,-0.005778811
90035-08-8,-1.5792624
56073-07-5,-2.8611672
56073-10-0,-3.3150337
104653-34-1,-0.98330945
83480-29-9,0.08741252
131-99-7,0.8569133
9000-30-0,0.98917854
63883-19-2,0.18912725
2338-18-3,0.5435763
1703-58-8,0.9622582
1134-47-0,0.58815706
30618-84-9,0.79172266
60634-63-1,0.30568317
116255-48-2,-0.10897954
5566-34-7,0.2959393
1890-47-7,0.13872871
4618-18-2,1.047826
57-50-1,0.83941734
1715-40-8,0.004385077
616-30-8,1.2641408
98383-40-5,0.54124844
54622-43-4,0.8585318
13551-92-3,0.88878477
112281-77-3,0.39466837
5455-98-1,0.58086586
61213-25-0,0.33853343
149-32-6,1.1763066
87-99-0,1.2700906
554-18-7,0.9542003
1708-39-0,0.7802414
3820-67-5,0.38383994
23779-99-9,0.64030564
624-43-1,1.1470722
621-65-8,0.06348878
556-52-5,1.1378176
51371-34-7,0.8447422
96-24-2,0.5987555
622-04-8,0.89215845
886-74-8,0.65784514
122-60-1,0.74852794
13443-29-3,0.8190455
127-90-2,0.7942142
55-63-0,0.49788818
6659-62-7,0.086835764
652-67-5,0.9512448
16051-77-7,0.81472427
87-33-2,0.62641627
23261-20-3,0.90042084
53460-81-4,0.47425088
106-89-8,0.33039948
3221-15-6,0.267049
3001-57-8,0.19879273
96-23-1,0.46525416
96-18-4,0.3939902
3583-47-9,-0.0019484619
19721-74-5,0.37444344
55739-78-1,0.26725024
60-57-1,-0.9500608
53494-70-5,0.13955355
56534-02-2,-0.007198508
28772-56-7,-0.36628333
376608-71-8,0.09378606
35144-55-9,0.5126755
14919-77-8,0.620481
24169-02-6,0.5157254
22832-87-7,0.4676103
65899-73-2,0.2526557
24168-96-5,0.29258016
61318-91-0,0.4833157
19396-06-6,0.8450161
3641-49-4,0.98731714
59-92-7,1.0907053
4350-09-8,1.0170137
22855-57-8,0.71074986
66064-11-7,0.52616966
3982-20-5,0.6288413
60653-25-0,0.64690816
1874-54-0,0.7555138
3513-93-7,0.35968834
15518-76-0,0.4946362
104-14-3,0.65114003
329-56-6,0.64298946
444-27-9,1.150665
71821-17-5,0.29948366
299-27-4,1.2707334
15879-93-3,0.46167427
69-33-0,0.76274884
50924-49-7,0.44218034
36791-04-5,0.7734529
73986-95-5,0.43292248
64011-46-7,0.9573407
765-34-4,1.0836066
1021-19-8,-0.074164286
26501-80-4,-0.26513582
3868-61-9,0.5609929
76738-28-8,0.6129656
4691-65-0,1.2608812
86-04-4,1.14081
96753-85-4,0.2540988
96-09-3,0.78320974
58100-26-8,0.62659633
52-90-4,1.352944
24689-89-2,0.15129876
101530-10-3,0.220203
1424-50-6,0.3302853
10140-89-3,0.52425253
2601-89-0,0.19795482
565-64-0,0.56156343
79-00-5,0.5422423
50-59-9,0.59420806
132-81-0,1.0440054
1087-35-0,0.6845931
68788-33-0,0.30485973
98216-44-5,0.35065836
14504-15-5,0.6878136
55453-87-7,0.2548409
1438-20-6,-0.31740966
39082-00-3,0.51728284
928-72-3,1.008451
24312-44-5,-0.4584109
1014-98-8,0.8540988
5994-61-6,1.2426058
5336-53-8,0.39305595
112733-06-9,0.49729252
64211-46-7,0.28346744
20187-55-7,0.6636477
86598-92-7,0.50052655
103-50-4,0.86266816
534-07-6,0.46347293
623-25-6,0.66772723
6586-89-6,0.24891587
101-81-5,0.82572275
101-77-9,0.57011795
101-76-8,0.7647443
101-14-4,0.831965
51944-41-3,0.78627527
120-32-1,0.51403505
9084-06-4,1.1813189
92-81-9,0.63804775
27311-52-0,0.76541096
97-23-4,0.22640443
5178-56-3,0.70526206
57165-58-9,1.110521
51484-40-3,0.31540933
63-98-9,0.7079477
103-82-2,0.9090631
17518-47-7,-0.18627103
15992-13-9,0.60609156
62809-33-0,0.8761345
69002-85-3,-0.30012143
34645-84-6,0.6600759
86335-26-4,0.5666463
61941-56-8,0.85238105
19386-45-9,0.07340391
66-76-2,-0.0412846
29110-48-3,0.64154243
85-34-7,0.5433796
78218-49-2,0.669597
18046-21-4,0.3053944
2763-96-4,0.9083638
102366-79-0,0.68816024
621-92-1,0.9081534
1214-39-7,0.4239903
538-32-9,0.8040016
13045-62-0,0.5691297
1125-85-5,0.8100532
1421-23-4,0.61225104
146-22-5,0.47131085
1812-30-2,0.5431366
29975-16-4,0.31874195
2439-99-8,1.0133197
78712-43-3,0.7164778
135838-07-2,0.3862183
6085-94-5,0.5581698
135810-26-3,0.33785355
50264-86-3,0.6500814
70891-37-1,0.6821376
50264-69-2,0.74765974
5014-11-9,-1.48917
14663-23-1,0.4585157
54-87-5,0.5154074
100-51-6,0.9762065
13826-35-2,0.98413754
18773-63-2,1.1004027
98-00-0,1.0222515
67-47-0,1.0448754
77605-72-2,0.60927653
104-57-4,1.0921448
103-41-3,1.2934248
120-51-4,1.2740089
118-58-1,0.99805725
72850-64-7,0.1858817
501-53-1,0.7407848
51594-83-3,0.8778873
55203-12-8,1.0472455
27355-22-2,0.34011164
62501-39-7,0.64883643
122-59-8,0.8972267
120-23-0,1.0869042
55335-06-3,0.58526456
69377-81-7,0.4975007
640-19-7,-0.8951481
450-55-5,-1.1644157
404-42-2,-0.8485387
351-05-3,-0.88283604
457-43-2,-0.6532975
1737-17-3,-0.43609267
100-53-8,0.7008749
59021-02-2,0.58818674
405-30-1,0.45340136
538-28-3,0.6703846
4357-96-4,0.40299147
137927-75-4,0.19076113
18504-81-9,0.45733032
141-84-4,0.39619705
18527-35-0,0.4674651
6274-27-7,0.22618538
32991-48-3,0.77629495
29727-70-6,1.3682245
68291-97-4,0.83275235
100-44-7,0.77907634
100-14-1,0.6293682
53874-66-1,0.7459638
6959-48-4,0.5931292
38721-71-0,0.7329174
86-52-2,0.71671456
6959-47-3,0.65637904
96-19-5,0.101049244
17293-03-7,0.69829726
532-27-4,0.7638926
6305-04-0,0.5392013
4252-78-2,0.60239136
10436-39-2,0.33825758
79-07-2,0.6657459
79-04-9,0.48203605
51632-16-7,0.35554466
73866-23-6,0.44359928
683-57-8,0.63807786
79-08-3,0.61958927
12712-28-6,0.57296216
4196-86-5,1.2081362
78-11-5,0.4411429
77-86-1,1.1793442
126-11-4,0.6288677
58138-08-2,0.5628159
625-89-8,0.40725926
376-90-9,0.8037991
3737-41-5,0.44493258
133855-98-8,0.3732728
25061-59-0,0.05392479
376-18-1,0.61986566
71119-10-3,0.5072241
306-52-5,0.92154205
69226-51-3,0.7684
630-20-6,0.39744583
22052-04-6,0.6154918
39236-46-9,0.42903522
87957-27-5,1.3580266
26907-37-9,0.7692984
6970-97-4,0.55646056
58-93-5,0.6926872
39603-48-0,-0.34057605
78491-02-8,0.3976703
67238-62-4,0.5052912
58955-84-3,0.5797651
100-97-0,0.8559182
101-25-7,0.73339
2691-41-0,0.3152774
13980-04-6,0.74392855
121-82-4,0.7566688
2235-43-0,0.96776396
40507-94-6,0.5202005
870-72-4,1.1925707
99591-74-9,0.8268866
555-89-5,0.72918016
88144-99-4,-0.5441693
6317-18-6,0.013809918
21564-17-0,0.3752013
21335-43-3,0.50639236
3518-65-8,0.48485634
74-97-5,-0.052244026
24082-36-8,0.44587398
128-79-0,0.84361035
3071-73-6,0.68826365
991-42-4,-0.6674249
73688-63-8,0.88547087
21413-28-5,0.48501027
603-34-9,0.6186083
101-02-0,0.99273604
115-86-6,0.35311136
603-35-0,0.9216817
60628-96-8,0.41672665
82-66-6,0.45233837
84-15-1,0.82578593
84-62-8,1.1773564
573-58-0,0.89184207
30638-08-5,0.85710466
119006-77-8,0.4067508
28140-60-5,0.56215453
1937-37-7,1.3649589
6247-39-8,0.33103114
62802-56-6,0.55236685
90-30-2,0.34256092
4335-09-5,1.289325
13080-89-2,0.77979624
6406-56-0,0.8687834
67446-03-1,0.5152746
587-98-4,1.1412405
4117-90-2,0.49255064
135-88-6,0.9628179
81-77-6,0.76511437
17364-40-8,0.6842725
25505-99-1,0.6605607
622-15-1,0.6924237
86-29-3,0.5518102
4695-13-0,0.92006284
117-34-0,0.9040539
91-01-0,0.8733804
119-53-9,0.95416564
92-52-4,0.52890915
119-61-9,1.0294038
94-36-0,1.0083872
1850-15-3,0.7795625
122-39-4,0.74498236
102-06-7,0.55563873
622-03-7,0.19909474
103-33-3,0.8674459
37893-02-0,0.9397674
495-48-7,0.8127474
86-30-6,0.5271971
101-84-8,0.8688656
102-09-0,0.92402977
4129-17-3,0.37305617
23211-47-4,0.87923896
125-13-3,0.63088506
603-41-8,0.9440915
10040-45-6,0.8185761
66898-62-2,0.35634378
10423-37-7,0.5554182
298-46-4,-0.038642414
18636-88-9,0.46302727
100537-30-2,0.7764195
83-12-5,0.40189734
85-52-9,0.99824774
90-41-5,0.9079671
86-00-0,0.6615746
132-27-4,0.8278788
4727-29-1,1.0738
15310-01-7,0.988927
118-55-8,1.0274408
495-73-8,0.82557654
2429-84-7,1.3115575
73926-93-9,0.8964949
4232-84-2,0.6025514
6425-07-6,0.7877828
17781-31-6,0.5279187
93-45-8,1.242399
5850-39-5,1.0814086
599-79-1,0.88956356
19247-68-8,0.6350426
129-00-0,0.926677
97110-59-3,-0.10547138
588-53-4,0.9745523
3218-36-8,0.74892974
85-73-4,0.7423313
1210-05-5,0.89171183
61826-76-4,0.4359501
53874-68-3,0.576871
136-36-7,0.8679058
713-68-8,0.67876387
92-67-1,0.26254946
101-54-2,0.6501323
3457-98-5,0.6358243
80-38-6,0.74822176
80-00-2,0.79144084
51671-08-0,0.29632512
257-07-8,0.16636416
1470-37-7,0.3303207
86-74-8,0.8074943
304-81-4,0.20637499
262-12-4,0.6756727
104-55-2,0.5858762
366-18-7,0.95136064
4360-47-8,0.7115278
2429-73-4,1.0595695
74039-01-3,0.80579686
5607-54-5,0.7009713
1787-61-7,1.0104247
915-67-3,1.3330138
518-47-8,0.70377433
60168-88-9,0.6043681
60045-47-8,0.22938123
3845-20-3,0.88574845
59-40-5,0.9614594
1470-35-5,0.2861444
89426-92-6,-1.3169101
1147-42-8,0.89999306
604-75-1,0.73373467
131-56-6,0.9902004
43087-91-8,0.5812534
13481-63-5,0.1825368
530-78-9,0.3990055
23595-00-8,0.3844333
532-82-1,0.86941457
97-16-5,0.7551849
6723-40-6,0.089318514
3424-82-6,0.7052325
68157-60-8,0.6235469
127-57-1,0.9479212
134-37-2,0.498796
66-77-3,0.7957467
3669-32-7,1.0275142
134-32-7,0.77661043
86-88-4,-0.865523
86-57-7,0.48138562
90-15-3,0.7617536
941-69-5,0.5276629
128-56-3,0.98225445
55994-28-0,0.32244554
91-22-5,0.8136788
85175-31-1,0.8393207
3878-19-1,0.5661566
103-64-0,0.56512356
2602-46-2,1.1921672
82956-11-4,0.59952354
25875-51-8,0.27733943
72-54-8,0.63797045
50-29-3,0.52810425
92-87-5,0.6460607
92-88-6,0.98006874
7158-32-9,0.81752044
345-92-6,0.49592876
58139-96-1,0.25604787
1478-61-1,0.5084528
7457-25-2,0.7100418
101-80-4,0.6915485
139-65-1,0.54846025
80-08-0,0.7534271
1223-31-0,0.7536991
2664-63-3,0.9136286
80-09-1,0.793928
80-51-3,0.4457784
80-33-1,0.7429666
93-09-4,1.0850583
581-89-5,0.8177499
135-19-3,1.1960745
120-18-3,1.0309738
480-22-8,0.32118788
14255-88-0,0.51882666
63716-35-8,0.7626742
63716-36-9,0.68202156
846-49-1,0.73605573
35367-38-5,0.032861255
