CASRN,Toxic_xgboost_ecfp6bits-0,Toxic_xgboost_ecfp6bits-1
117827-06-2,0.6322317,0.3677683
2445-76-3,0.82490164,0.17509837
624-54-4,0.741489,0.258511
645-62-5,0.5925027,0.4074973
5309-52-4,0.50450695,0.49549305
6187-24-2,0.50225264,0.49774736
1471-51-8,0.64006734,0.35993266
126-93-2,0.4864378,0.5135622
13360-63-9,0.38672334,0.61327666
1861-40-1,0.29684407,0.70315593
91893-68-4,0.087374926,0.9126251
68439-49-6,0.8111558,0.18884417
15523-43-0,0.86625445,0.13374558
628-81-9,0.64170647,0.35829356
4413-13-2,0.73044944,0.26955056
61668-40-4,0.8082316,0.19176842
33236-04-3,0.1016981,0.8983019
111-61-5,0.91332704,0.086672954
123-29-5,0.90531135,0.09468868
106-32-1,0.8875021,0.11249794
106-30-9,0.8891657,0.11083431
1808-26-0,0.8128285,0.1871715
79714-31-1,0.6011002,0.39889982
73310-10-8,0.6803673,0.3196327
3025-30-7,0.7465859,0.2534141
115895-09-5,0.6390526,0.36094734
3570-46-5,0.31925642,0.6807436
64058-22-6,0.27477437,0.7252256
3249-68-1,0.80439836,0.19560164
105-54-4,0.8039301,0.19606988
101205-02-1,0.67898834,0.3210117
40626-35-5,0.017165065,0.98283494
89784-60-1,0.07913619,0.9208638
38527-91-2,0.035318077,0.9646819
38524-82-2,0.03540188,0.9645981
34643-46-4,0.029082835,0.97091717
24017-17-2,0.044235528,0.9557645
18596-67-3,0.04247111,0.9575289
61444-38-0,0.7221429,0.27785712
33467-74-2,0.7754763,0.22452371
119798-44-6,0.7775323,0.22246772
381209-09-2,0.60906625,0.39093375
617-79-8,0.34111452,0.6588855
97-95-0,0.70832133,0.29167864
10232-91-4,0.7914208,0.20857915
10213-74-8,0.83968437,0.1603156
4468-93-3,0.7815639,0.21843614
63907-07-3,0.6247276,0.37527236
3953-10-4,0.47138894,0.52861106
97-96-1,0.36482918,0.6351708
19962-50-6,0.20850474,0.79149526
88-09-5,0.73814046,0.26185957
4189-10-0,0.5855935,0.41440648
100217-51-4,0.5226979,0.47730204
584-02-1,0.50902116,0.49097884
84-16-2,0.6202764,0.3797236
101952-86-7,0.5757433,0.42425665
71953-72-5,0.31206185,0.68793815
533-68-6,0.54283124,0.45716876
96-22-0,0.57828134,0.42171866
105-05-5,0.48869985,0.51130015
72-56-0,0.22383243,0.7761676
579-66-8,0.32920384,0.67079616
38725-95-0,0.37789208,0.6221079
522-40-7,0.3764342,0.6235658
123-62-6,0.65270245,0.34729758
5837-63-8,0.8002016,0.19979842
41340-25-4,0.20428342,0.7957166
136572-09-3,0.40685958,0.5931404
124391-91-9,0.8545064,0.14549364
105-37-3,0.73289716,0.2671028
98532-81-1,0.09876984,0.90123016
94108-97-1,0.44907135,0.55092865
512-48-1,0.21887845,0.78112155
702-54-5,0.47218698,0.527813
1085-91-2,0.32948726,0.67051274
77-04-3,0.42170095,0.57829905
80733-97-7,0.16816646,0.83183354
23192-94-1,0.29047614,0.70952386
99233-24-6,0.217753,0.782247
33236-13-4,0.062255204,0.9377448
109-89-7,0.31140155,0.68859845
105-55-5,0.17504334,0.82495666
24565-13-7,0.95495456,0.04504544
122-34-9,0.29674578,0.7032542
85697-11-6,0.38502765,0.61497235
104-78-9,0.11859584,0.88140416
17074-44-1,0.14357686,0.85642314
5351-04-2,0.33189505,0.66810495
92327-36-1,0.56281537,0.43718463
101952-85-6,0.61698437,0.38301563
93864-33-6,0.26599628,0.7340037
27312-93-2,0.14511132,0.8548887
6009-67-2,0.23981345,0.76018655
100-36-7,0.16063392,0.8393661
3105-97-3,0.52770156,0.47229844
17074-42-9,0.09713727,0.9028627
51-06-9,0.31829035,0.68170965
5486-77-1,0.27714628,0.7228537
23205-22-3,0.4878062,0.5121938
34341-24-7,0.14765972,0.8523403
100-37-8,0.56019413,0.4398059
63883-13-6,0.4323212,0.5676788
53421-38-8,0.27281547,0.72718453
911-45-5,0.27946025,0.72053975
2192-21-4,0.7088527,0.2911473
2426-54-2,0.3049929,0.6950071
31329-57-4,0.18770695,0.81229305
34580-71-7,0.039881647,0.96011835
1641-74-3,0.5472579,0.45274207
2597-09-3,0.23707813,0.76292187
57-37-4,0.34216946,0.65783054
13352-70-0,0.13345301,0.866547
3735-90-8,0.1961919,0.8038081
3010-02-4,0.25424677,0.7457532
102394-31-0,0.5604389,0.43956116
67367-65-1,0.50168735,0.49831265
2431-96-1,0.3570196,0.6429804
2315-36-8,0.1368072,0.8631928
120-21-8,0.31515527,0.68484473
2198-58-5,0.15631187,0.84368813
54289-46-2,0.27972203,0.72027797
5123-63-7,0.6221508,0.37784922
17754-90-4,0.2937066,0.7062934
25953-06-4,0.5211877,0.47881228
1696-17-9,0.44484866,0.55515134
19311-91-2,0.41224778,0.5877522
63886-92-0,0.31016022,0.6898398
63887-51-4,0.24438435,0.75561565
32773-96-9,0.27233136,0.72766864
101152-94-7,0.3930351,0.6069649
14052-72-3,0.15768808,0.8423119
28249-77-6,0.3181213,0.6818787
95-06-7,0.1255812,0.8744188
95-30-7,0.25358254,0.74641746
1331-27-7,0.5363538,0.4636462
13056-98-9,0.17192572,0.8280743
21600-43-1,0.11455935,0.88544065
55-18-5,0.1314277,0.8685723
6794-94-1,0.36668378,0.6333162
1709-50-8,0.28927797,0.710722
36014-71-8,0.022549272,0.9774507
4680-78-8,0.80005467,0.19994532
5141-20-8,0.8693221,0.13067788
3844-45-9,0.90576744,0.09423257
2353-45-9,0.91655403,0.08344595
1050-48-2,0.37408125,0.62591875
60-29-7,0.5496715,0.45032853
629-14-1,0.63860464,0.36139536
112-36-7,0.645251,0.35474902
763-69-9,0.8366382,0.1633618
2452-94-0,0.28319114,0.71680886
110-40-7,0.877901,0.122098975
141-28-6,0.82023656,0.17976347
123-25-1,0.7314323,0.2685677
27292-19-9,0.71886027,0.28113976
75274-25-8,0.3963617,0.6036383
22125-35-5,0.4779021,0.5220979
59894-95-0,0.3659839,0.6340161
73090-70-7,0.25366867,0.74633133
72903-27-6,0.6772411,0.32275894
98318-25-3,0.37474847,0.62525153
14064-10-9,0.47708243,0.52291757
41438-38-4,0.700918,0.29908198
84-66-2,0.79122114,0.20877889
23564-06-9,0.17333937,0.82666063
1609-47-8,0.6923876,0.30761242
502-55-6,0.14403766,0.85596234
1851-77-0,0.13213122,0.8678688
1851-71-4,0.1463247,0.8536753
6485-91-2,0.52995515,0.47004482
762-04-9,0.5846487,0.41535124
999-01-9,0.22181433,0.77818567
10419-79-1,0.07112908,0.9288709
75889-62-2,0.25734007,0.7426599
618061-76-0,0.5681473,0.4318527
2781-11-5,0.36281878,0.6371812
1754-49-0,0.14055604,0.85944396
6231-03-4,0.05869192,0.9413081
679-36-7,0.2575059,0.7424941
21548-32-3,0.10298824,0.89701176
333-29-9,0.048365116,0.9516349
1516-67-2,0.058665395,0.9413346
5131-24-8,0.08856648,0.9114335
64050-52-8,0.19998115,0.80001885
311-47-7,0.16016483,0.83983517
38331-02-1,0.28014332,0.7198567
14984-58-8,0.112001896,0.8879981
311-45-5,0.115329385,0.8846706
897-83-6,0.079951644,0.92004836
2701-86-2,0.24876499,0.751235
33399-00-7,0.2395423,0.7604577
2667-41-6,0.24522752,0.7547725
60971-95-1,0.22910398,0.770896
5598-15-2,0.14056635,0.85943365
1491-41-4,0.20711303,0.792887
16499-75-5,0.089642346,0.91035765
3734-92-7,0.088419616,0.9115804
51376-77-3,0.046239793,0.9537602
14734-96-4,0.048858583,0.9511414
1885-95-6,0.07368958,0.9263104
1885-98-9,0.11129415,0.88870585
5954-10-9,0.060804605,0.9391954
54593-83-8,0.10913664,0.89086336
33841-12-2,0.09375489,0.9062451
3735-01-1,0.029905915,0.9700941
84197-34-2,0.055604815,0.9443952
84197-35-3,0.048852086,0.9511479
39624-86-7,0.057081103,0.9429189
29689-00-7,0.05388707,0.94611293
6012-87-9,0.027071476,0.9729285
97-17-6,0.048814356,0.95118564
1224-63-1,0.099548995,0.900451
4824-78-6,0.06990498,0.930095
7533-79-1,0.14294624,0.85705376
4935-28-8,0.01805967,0.9819403
297-97-2,0.06076175,0.93923825
13593-03-8,0.04575181,0.9542482
18854-01-8,0.059906542,0.94009346
2921-88-2,0.055323005,0.944677
24017-47-8,0.028212607,0.9717874
14816-18-3,0.055752397,0.9442476
14816-20-7,0.049140394,0.9508596
2668-92-0,0.07927555,0.92072445
16500-53-1,0.05170107,0.94829893
13286-40-3,0.008947432,0.99105257
2047-14-5,0.030868411,0.9691316
35461-10-0,0.033937097,0.9660629
16231-76-8,0.13359767,0.8664023
30725-71-4,0.036406994,0.963593
2310-17-0,0.06255305,0.93744695
6119-96-6,0.028954566,0.97104543
51356-06-0,0.035304606,0.9646954
51356-15-1,0.078765035,0.92123497
51442-10-5,0.107645035,0.89235497
25923-97-1,0.031585038,0.96841496
3152-41-8,0.014794886,0.9852051
2275-14-1,0.026426733,0.97357327
24934-91-6,0.011590719,0.9884093
6436-05-1,0.09674603,0.903254
41219-31-2,0.06156844,0.93843156
3659-04-9,0.09354317,0.9064568
10312-20-6,0.05180651,0.9481935
38188-83-9,0.023974657,0.97602534
5823-20-1,0.045729995,0.95427
973-28-4,0.020412564,0.97958744
4681-36-1,0.06279278,0.9372072
63716-53-0,0.04618287,0.9538171
64-67-5,0.37869066,0.62130934
7305-61-5,0.3551671,0.6448329
7776-66-1,0.17572635,0.82427365
944-21-8,0.07976192,0.9202381
62421-46-9,0.08465111,0.9153489
1497-39-8,0.046211958,0.95378804
3563-52-8,0.025212586,0.9747874
1593-27-7,0.043440044,0.95655996
7260-35-7,0.08248556,0.91751444
327-98-0,0.045191586,0.9548084
24017-24-1,0.030390441,0.96960956
18596-51-5,0.031758726,0.9682413
63869-31-8,0.017296553,0.98270345
597-88-6,0.018669665,0.98133034
352-93-2,0.38417858,0.6158214
18771-38-5,0.25355333,0.74644667
34491-12-8,0.035405815,0.9645942
110-81-6,0.47047192,0.5295281
70-29-1,0.45440954,0.54559046
59865-13-3,0.84016556,0.15983443
17013-35-3,0.52469146,0.47530854
67883-79-8,0.7053218,0.29467824
5837-78-5,0.5783249,0.42167506
10484-36-3,0.631598,0.368402
19089-92-0,0.895914,0.10408597
16930-93-1,0.7172032,0.2827968
94-86-0,0.70555836,0.29444164
12609-84-6,0.6642624,0.3357376
1264-72-8,0.36361557,0.6363844
108050-54-0,0.87875235,0.12124768
83905-01-5,0.6167073,0.38329268
80214-83-1,0.7987626,0.2012374
81103-11-9,0.9020751,0.097924896
14271-02-4,0.51649046,0.48350954
6683-17-6,0.38322598,0.616774
82664-20-8,0.5611596,0.4388404
11115-82-5,0.6810416,0.31895837
74381-53-6,0.31206518,0.6879348
88321-09-9,0.79431486,0.20568517
4147-51-7,0.4910956,0.5089044
7087-68-5,0.24972379,0.7502762
5827-05-4,0.05949223,0.94050777
3891-98-3,0.6439146,0.35608542
642-15-9,0.75081784,0.24918216
1331-50-6,0.71888113,0.28111887
131929-60-7,0.73047704,0.26952296
75443-99-1,0.37426448,0.6257355
67874-80-0,0.8735493,0.12645072
2964-06-9,0.50584674,0.4941533
973-21-7,0.36378628,0.6362137
54767-75-8,0.38188285,0.61811715
85785-20-2,0.35466272,0.6453373
121158-58-5,0.60531735,0.39468265
34264-24-9,0.38967162,0.6103284
31218-83-4,0.05963236,0.94036764
161798-03-4,0.80456984,0.19543013
34381-68-5,0.5174202,0.48257983
20724-13-4,0.61685175,0.38314825
33857-23-7,0.057154894,0.9428451
78193-95-0,0.37131226,0.62868774
108419-32-5,0.6180278,0.38197222
78113-36-7,0.8193459,0.1806541
26748-41-4,0.8160905,0.18390948
68630-75-1,0.5453359,0.45466414
82560-54-1,0.068457305,0.9315427
33236-08-7,0.08259171,0.9174083
26685-57-4,0.6032225,0.39677754
78-69-3,0.6811086,0.3188914
78-44-4,0.3275705,0.6724295
81335-77-5,0.810415,0.18958494
115767-74-3,0.4181249,0.5818751
51893-82-4,0.055776298,0.9442237
1610-17-9,0.39141738,0.6085826
3853-74-5,0.02178961,0.9782104
834-12-8,0.36472142,0.6352786
72576-80-8,0.9304282,0.069571815
90622-57-4,0.82067865,0.17932133
29804-22-6,0.81719273,0.18280727
2035-99-6,0.9055054,0.094494596
2198-61-0,0.8829879,0.11701206
109-19-3,0.7890449,0.21095508
539-90-2,0.7954434,0.20455661
55837-18-8,0.5557062,0.4442938
57-43-2,0.6018492,0.39815083
64-43-7,0.51060104,0.48939893
37205-87-1,0.8138945,0.18610549
16537-52-3,0.041790366,0.95820963
24838-84-4,0.033182204,0.9668178
137863-20-8,0.6726694,0.32733062
21270-25-7,0.27379066,0.72620934
21270-04-2,0.15512156,0.84487844
109-15-9,0.87700975,0.12299025
97-87-0,0.7809916,0.21900839
112-11-8,0.93738765,0.06261234
97683-31-3,0.9189667,0.08103331
1912-24-9,0.384472,0.615528
68228-18-2,0.69758296,0.30241704
57375-63-0,0.5504199,0.44958004
3733-84-4,0.10252905,0.89747095
51162-51-7,0.059427798,0.9405722
328-04-1,0.09702259,0.9029774
29911-28-2,0.78274786,0.21725215
91315-15-0,0.56962585,0.43037412
40910-49-4,0.92159665,0.07840336
141-14-0,0.91711533,0.082884684
69929-16-4,0.91780406,0.08219592
134701-20-5,0.6579325,0.34206745
113658-85-8,0.33874494,0.66125506
10031-58-0,0.6427343,0.35726574
40596-80-3,0.665442,0.33455798
477-32-7,0.6631369,0.3368631
86401-95-8,0.8195026,0.18049742
1020-35-5,0.19221932,0.8077807
5633-25-0,0.47824675,0.52175325
43033-72-3,0.30483007,0.6951699
51218-45-2,0.39900446,0.60099554
2307-68-8,0.49800426,0.50199574
38285-49-3,0.7377348,0.2622652
37172-05-7,0.4357831,0.5642169
7319-47-3,0.34974808,0.6502519
314-40-9,0.5443946,0.45560542
105-46-4,0.67717063,0.32282937
54839-24-6,0.63532376,0.36467624
141773-73-1,0.7678129,0.2321871
58327-22-3,0.6658602,0.3341398
236391-76-7,0.74338853,0.2566115
50602-40-9,0.71882474,0.28117523
54546-26-8,0.5455208,0.4544792
41767-29-7,0.5214132,0.4785868
25122-46-7,0.8405122,0.15948778
80474-14-2,0.75452673,0.24547327
5787-73-5,0.43309587,0.5669041
2282-34-0,0.07557303,0.924427
2917-19-3,0.10352796,0.89647204
3766-81-2,0.08383924,0.91616076
1225-25-8,0.34117645,0.65882355
27778-78-5,0.044276834,0.95572317
27684-90-8,0.102157295,0.8978427
35384-89-5,0.11531651,0.8846835
24729-96-2,0.30622,0.69378
561-78-4,0.21199083,0.78800917
33499-14-8,0.6488942,0.35110578
30238-40-5,0.6570002,0.34299985
123172-53-2,0.8487843,0.15121566
89396-94-1,0.8860658,0.113934204
64050-87-9,0.4494177,0.5505823
3614-30-0,0.24691254,0.75308746
2753-45-9,0.37881047,0.62118953
68141-17-3,0.57533234,0.42466766
79985-89-0,0.0728609,0.9271391
82586-52-5,0.84898347,0.15101653
22791-12-4,0.09324372,0.9067563
70667-26-4,0.6517023,0.3482977
7789-99-3,0.6560254,0.34397456
106463-17-6,0.7034373,0.2965627
57558-46-0,0.3003921,0.6996079
33054-87-4,0.25871855,0.74128145
5389-12-8,0.21283603,0.787164
1093653-57-6,0.8806579,0.1193421
105-30-6,0.6637572,0.33624277
110-41-8,0.7902654,0.2097346
7786-29-0,0.7302371,0.26976287
123-15-9,0.4982049,0.5017951
42615-29-2,0.7952812,0.2047188
97-61-0,0.6397598,0.3602402
76-73-3,0.31913424,0.68086576
309-43-3,0.1382215,0.8617785
66941-93-3,0.16300368,0.8369963
30677-46-4,0.5030048,0.4969952
623-40-5,0.5657049,0.43429512
123-96-6,0.72893894,0.27106103
43201-95-2,0.8620521,0.13794792
142-55-2,0.9080625,0.0919375
5131-66-8,0.7672038,0.23279622
1569-01-3,0.7253524,0.27464762
81406-37-3,0.68213034,0.31786963
99607-70-2,0.5669327,0.43306735
3084-62-6,0.31902266,0.68097734
541-95-7,0.5907992,0.40920082
139001-49-3,0.6779483,0.3220517
120-62-7,0.4345262,0.5654738
557-36-8,0.730341,0.26965898
96-17-3,0.37717813,0.62282187
14765-30-1,0.5465139,0.4534861
99-71-8,0.5817839,0.41821614
89-72-5,0.39938676,0.60061324
61005-12-7,0.62500405,0.37499595
88-85-7,0.27206987,0.7279301
61614-62-8,0.22708619,0.7729138
35265-04-4,0.7124748,0.28752518
104-89-2,0.5842651,0.41573486
70700-29-7,0.3302104,0.6697896
96-29-7,0.6088547,0.3911453
106461-41-0,0.55902374,0.4409763
84625-61-6,0.25081605,0.74918395
78-92-2,0.5778441,0.42215592
17751-77-8,0.17949039,0.8205096
21270-20-2,0.13351774,0.86648226
21270-21-3,0.14086986,0.85913014
21269-99-8,0.17248291,0.8275171
21395-07-3,0.12770653,0.8722935
83161-22-2,0.7596584,0.24034162
513-53-1,0.3886968,0.6113032
78-86-4,0.32123035,0.67876965
27970-79-2,0.7172257,0.28277436
5412-64-6,0.3049323,0.6950677
14417-88-0,0.687365,0.312635
59875-04-6,0.6867688,0.31323123
13717-04-9,0.17091566,0.82908434
138-22-7,0.74744225,0.25255778
53651-69-7,0.6827446,0.31725538
99-79-6,0.76038355,0.23961645
122008-85-9,0.4960487,0.5039513
10402-53-6,0.24667346,0.75332654
34067-03-3,0.3275863,0.6724137
94876-55-8,0.16887361,0.8311264
66941-53-5,0.09669739,0.9033026
86371-40-6,0.1060012,0.8939988
130693-82-2,0.5809965,0.4190035
29766-64-1,0.6115092,0.38849077
63716-10-9,0.7212471,0.2787529
1569-02-4,0.7383046,0.26169538
1083-57-4,0.43159044,0.56840956
7493-57-4,0.60587865,0.39412135
59323-76-1,0.56294054,0.43705946
27205-24-9,0.51610124,0.48389873
1647-12-7,0.5507692,0.4492308
14631-45-9,0.3455506,0.6544494
7698-97-7,0.7177497,0.2822503
92454-60-9,0.35249734,0.64750266
120-45-6,0.58719695,0.41280308
10137-87-8,0.2662779,0.7337221
54335-73-8,0.14067858,0.8593214
83435-67-0,0.6965772,0.3034228
82586-55-8,0.86488056,0.13511947
87333-19-5,0.786029,0.213971
16118-49-3,0.47886658,0.5211334
16378-22-6,0.11462188,0.8853781
22212-55-1,0.38980067,0.61019933
97-64-3,0.63837266,0.36162737
87237-48-7,0.49290478,0.5070952
66441-23-4,0.339984,0.660016
66441-11-0,0.50068104,0.49931893
2556-10-7,0.65372014,0.34627986
51-14-9,0.46988976,0.53011024
145040-37-5,0.6381322,0.36186776
54350-48-0,0.5707878,0.42921224
50765-78-1,0.09621334,0.90378666
50765-95-2,0.13942182,0.8605782
461432-25-7,0.76406014,0.23593989
54406-48-3,0.65039444,0.34960556
79-81-2,0.91423655,0.085763454
53839-71-7,0.8152044,0.18479563
106-29-6,0.90591484,0.09408516
61750-69-4,0.7733893,0.2266107
40267-72-9,0.87703633,0.1229637
3290-92-4,0.79105765,0.20894234
53083-27-5,0.74496627,0.25503376
19089-24-8,0.406631,0.593369
70381-67-8,0.2100417,0.7899583
17689-77-9,0.6459068,0.3540932
145650-60-8,0.8147759,0.18522412
97-41-6,0.46455753,0.5354425
84012-64-6,0.71726215,0.28273782
144-39-8,0.8700804,0.1299196
61931-80-4,0.69069624,0.30930376
64748-21-6,0.15229869,0.8477013
82163-55-1,0.25431186,0.74568814
50765-88-3,0.1496908,0.8503092
90729-41-2,0.26635873,0.73364127
57846-36-3,0.12548393,0.87451607
39562-70-4,0.6019514,0.39804858
638-10-8,0.54448485,0.45551518
106700-29-2,0.40723795,0.59276205
61792-11-8,0.5149626,0.4850374
24199-46-0,0.626995,0.37300497
70381-28-1,0.11733675,0.88266325
132031-81-3,0.6300358,0.36996418
80310-21-0,0.23813373,0.7618663
56611-65-5,0.87117136,0.12882861
13925-07-0,0.37076777,0.6292322
70381-39-4,0.11541927,0.88458073
149543-07-7,0.11201817,0.88798183
15911-11-2,0.778242,0.221758
88-29-9,0.52150965,0.47849032
68480-17-1,0.64316285,0.35683712
1335-46-2,0.6501119,0.34988806
5957-75-5,0.7552325,0.24476747
35044-59-8,0.76416713,0.23583288
125055-60-9,0.13437629,0.8656237
88969-41-9,0.79873115,0.20126884
62395-45-3,0.8722314,0.12776858
32766-80-6,0.6689703,0.3310297
3763-77-7,0.51317,0.48682997
125055-73-4,0.16983014,0.83016986
23674-86-4,0.7948832,0.20511682
1253-28-7,0.86386406,0.13613597
33765-80-9,0.7589106,0.24108942
3568-56-7,0.08667451,0.9133255
92065-18-4,0.07569367,0.92430633
13539-59-8,0.17191076,0.82808924
2532-49-2,0.34178674,0.65821326
78541-98-7,0.32781172,0.6721883
55242-55-2,0.44899595,0.55100405
87344-11-4,0.36236358,0.6376364
1399-80-0,0.37960166,0.62039834
22345-47-7,0.35487634,0.64512366
82875-37-4,0.7315991,0.2684009
6670-95-7,0.5442668,0.45573318
82875-46-5,0.6275773,0.3724227
82875-43-2,0.6725626,0.3274374
33232-85-8,0.18346596,0.81653404
1942-80-9,0.05095768,0.9490423
88150-62-3,0.42425847,0.5757415
73698-61-0,0.56232095,0.43767908
134169-75-8,0.69796985,0.30203015
57846-37-4,0.09372735,0.90627265
85365-53-3,0.21290547,0.78709453
75274-15-6,0.5543326,0.4456674
167004-78-6,0.29182237,0.7081776
75274-19-0,0.33241326,0.66758674
117378-04-8,0.6340363,0.36596373
92-09-1,0.34962654,0.65037346
142-90-5,0.8545717,0.14542829
97-88-1,0.8124778,0.18752217
25044-01-3,0.5500821,0.4499179
39670-09-2,0.81882066,0.18117936
20363-83-1,0.6732113,0.32678872
97-63-2,0.7425296,0.25747043
53153-66-5,0.42122054,0.57877946
1128-08-1,0.67762446,0.32237557
112-12-9,0.87453526,0.12546472
821-55-6,0.80075204,0.19924794
111-13-7,0.8345027,0.16549733
110-43-0,0.74988663,0.25011334
591-78-6,0.7657611,0.23423894
2052-15-5,0.82376057,0.17623943
40942-73-2,0.6578749,0.34212512
591-60-6,0.794637,0.20536299
59558-23-5,0.7723514,0.2276486
2748-88-1,0.36508542,0.6349146
64-77-7,0.71342075,0.28657928
63992-49-4,0.64978075,0.35021925
63992-50-7,0.59960526,0.40039474
63989-86-6,0.5386714,0.4613286
5736-70-9,0.712187,0.287813
1610-29-3,0.7740821,0.22591788
1147-62-2,0.19376868,0.8062313
31143-55-2,0.51833946,0.48166054
125055-69-8,0.3877648,0.6122352
488-10-8,0.6222849,0.37771508
1713-12-8,0.31239218,0.6876078
125055-71-2,0.24012667,0.75987333
125055-59-6,0.061482668,0.93851733
125055-57-4,0.06675613,0.9332439
125055-55-2,0.07922655,0.92077345
125055-53-0,0.08882421,0.9111758
125055-72-3,0.120761395,0.8792386
26485-82-5,0.2312302,0.7687698
70381-35-0,0.24815106,0.75184894
98290-92-7,0.38116288,0.6188371
3848-24-6,0.7335454,0.26645458
88107-10-2,0.76325625,0.23674376
112668-65-2,0.74891543,0.25108457
112668-63-0,0.7755117,0.22448833
108427-72-1,0.5286739,0.47132614
81250-14-8,0.27886665,0.72113335
168152-83-8,0.062250733,0.93774927
168152-73-6,0.058390617,0.9416094
148504-51-2,0.15434736,0.84565264
629-70-9,0.86305636,0.13694364
112-17-4,0.86873627,0.13126376
143-13-5,0.87777674,0.122223265
112-14-1,0.8967409,0.10325909
112-06-1,0.8833563,0.11664373
142-92-7,0.86977553,0.13022444
628-63-7,0.7969396,0.20306039
14959-86-5,0.8937018,0.10629824
53042-79-8,0.8962668,0.1037332
39920-56-4,0.79995906,0.2000409
123-86-4,0.8057999,0.19420011
112-07-2,0.85206985,0.14793016
124-17-4,0.82722926,0.17277071
2442-10-6,0.68204916,0.31795081
18871-14-2,0.83365345,0.16634656
57960-19-7,0.5728508,0.42714915
539-88-8,0.746367,0.25363302
66017-91-2,0.29243988,0.7075601
20706-25-6,0.68217576,0.3178242
109-60-4,0.7709582,0.22904184
141-97-9,0.69493616,0.3050638
122-82-7,0.6157503,0.38424972
623-36-9,0.75618255,0.24381743
102-27-2,0.31282103,0.68717897
148-69-6,0.51141167,0.48858836
88881-65-6,0.6857792,0.3142208
24441-47-2,0.026160598,0.9738394
98476-13-2,0.22668576,0.77331424
65516-17-8,0.12528199,0.874718
104-90-5,0.38676625,0.61323375
13360-64-0,0.43317407,0.5668259
25646-77-9,0.24132276,0.75867724
58066-96-9,0.6460873,0.35391274
30086-84-1,0.6653416,0.33465835
10443-70-6,0.47034281,0.5296572
25319-90-8,0.22261584,0.77738416
66505-62-2,0.31519204,0.68480796
21062-28-2,0.18802172,0.8119783
3681-71-8,0.7938251,0.20617492
50767-79-8,0.91631275,0.08368722
13402-08-9,0.46548736,0.53451264
634-55-9,0.51651806,0.48348194
1522-41-4,0.68369293,0.3163071
609-15-4,0.376763,0.623237
25331-92-4,0.47832793,0.52167207
15622-65-8,0.44137865,0.55862135
15707-23-0,0.42853802,0.571462
70381-33-8,0.24634504,0.75365496
600-14-6,0.57665944,0.4233406
40054-69-1,0.16557449,0.8344255
73839-77-7,0.6007562,0.39924377
74037-54-0,0.82819647,0.17180352
17335-06-7,0.64232713,0.35767287
52217-47-7,0.31131846,0.68868154
62-44-2,0.5878227,0.41217732
73-66-5,0.37871885,0.62128115
75274-18-9,0.465649,0.534351
80086-35-7,0.15146232,0.8485377
1897-96-7,0.39946002,0.60054
19387-91-8,0.20909923,0.79090077
65986-80-3,0.43223578,0.5677642
15862-11-0,0.35689026,0.64310974
