CASRN,LD50_xgboost_mordred
3048-64-4,1.205437
60643-86-9,1.0335113
27451-36-1,0.57311
5809-59-6,0.076662384
3984-22-3,0.9395353
100-42-5,1.1122011
2653-39-6,1.0357
2039-85-2,1.1937441
2039-87-4,1.2052877
100-69-6,0.6838851
32630-50-5,0.65523285
2852-07-5,0.58381206
79-06-1,0.7701072
924-42-5,0.81328744
2210-24-4,0.7058729
34443-04-4,0.7783307
106-71-8,0.3219897
13641-96-8,0.5110388
84732-27-4,0.9225115
2206-89-5,-0.10163866
106-90-1,0.57836306
593-67-9,0.8691746
13162-05-5,0.74055904
929-37-3,1.4261512
16801-19-7,1.1999836
110-75-8,0.040062957
692-45-5,0.7838502
769-78-8,1.2402134
115-98-0,-0.16132872
75-01-4,0.92364824
593-60-2,0.48192582
78-88-6,0.39271212
77174-66-4,0.6351113
35326-33-1,1.1832755
96250-37-2,0.3558485
921-09-5,0.615407
75-35-4,1.0416831
50-00-0,1.2222626
30699-99-1,0.60313225
2396-63-6,0.64598477
6900-06-7,0.63912916
76379-66-3,0.90711224
52465-42-6,0.5099347
107-19-7,0.22585572
139886-21-8,0.22827865
624-65-7,0.03652153
74782-23-3,0.40176514
471-25-0,0.6765194
126-52-3,0.53580695
93105-81-8,0.83194506
4035-89-6,0.7414116
13516-27-3,0.7965232
58-32-2,0.4085614
123-69-3,1.5204388
6724-53-4,0.5158233
97755-90-3,-0.14133961
1532-06-5,0.6466613
16069-36-6,0.9220575
947-04-6,0.9063994
143-23-7,0.541672
965-40-2,1.5739099
52-49-3,0.36567956
1169-26-2,0.50857013
3365-99-9,0.38827866
27014-42-2,1.2587675
3386-18-3,1.3306736
1212-29-9,0.52155364
4979-32-2,0.72904533
84-61-7,1.3122401
129273-38-7,0.1261958
98043-60-8,-0.32162642
87691-92-7,0.05650449
64-60-8,0.25060275
37027-56-8,1.0341909
956-90-1,0.41681987
10310-38-0,0.10499214
135991-95-6,0.3813212
90-42-6,1.0400418
4471-27-6,1.2964796
925-83-7,0.88355625
111-20-6,1.5715007
1120-10-1,1.0718625
1561-48-4,1.0818114
7300-34-7,0.80840945
55-65-2,0.5941415
38357-93-6,0.1519774
20917-50-4,0.6011383
90-39-1,0.33915532
112457-95-1,0.37585962
1532-14-5,0.4193638
91-17-8,1.4554313
142852-51-5,0.21897736
2164-08-1,0.83685756
70907-61-8,0.1619319
6837-24-7,0.9044711
13071-27-7,0.2637791
4500-29-2,1.0545735
3194-36-3,0.69419616
4246-51-9,1.1299069
91893-36-6,-0.06869684
52-46-0,-0.7890778
60563-10-2,0.43831694
6056-11-7,0.20556489
2615-15-8,1.4525951
17455-13-9,0.95043874
26248-87-3,-0.15823092
110-82-7,1.7115914
629-40-3,0.61076146
75224-39-4,0.23471896
28998-48-3,0.25124228
1572-55-0,0.64147764
72239-35-1,0.24585027
32808-51-8,0.18043394
10018-78-7,1.4735322
4323-43-7,0.5530994
42839-36-1,0.57420665
2842-38-8,0.87360495
13010-47-4,0.13471468
80834-52-2,0.101603396
80834-50-0,0.24383092
929-17-9,1.385462
80834-79-3,0.19525214
49830-98-0,0.47334948
821-57-8,1.0684155
4067-16-7,0.81465554
10563-26-5,1.0447617
124-09-4,0.54820067
111-49-9,0.69360423
55-56-1,-0.050295968
822-06-0,0.94866365
315-72-0,0.4850747
19824-89-6,0.33365008
132449-89-9,0.19622448
22089-22-1,-0.3003911
14984-68-0,0.30714485
4544-15-4,0.36982676
4856-87-5,0.7422031
100482-70-0,-0.3975199
629-11-8,1.691112
33100-27-5,0.8176533
2163-00-0,0.9813116
287-92-3,1.8268547
6483-15-4,0.20348488
80834-72-6,0.09762722
80834-58-8,0.14322953
2413-38-9,-0.16184095
633-59-0,0.2612094
2432-74-8,0.6967374
37872-62-1,0.44566512
5124-30-1,0.88565797
24771-52-6,0.28873333
4430-31-3,1.269694
2062-78-4,0.08113853
33433-85-1,0.28565523
57648-21-2,0.2675316
19668-15-6,0.23183705
2127-01-7,0.7661014
940-69-2,0.47384956
62-46-4,0.51920235
84-04-8,0.14518644
57808-66-9,0.3298508
62987-05-7,0.3901751
59330-98-2,0.71463925
131-89-5,-0.15230502
98-89-5,1.1797662
49665-58-9,0.7818707
95-33-0,0.7132992
139-05-9,0.8456873
2211-66-7,0.610097
3173-53-3,0.83776027
963-03-1,0.7322683
108-93-0,1.4184633
25485-88-5,1.1112615
1124-54-5,0.9565151
17796-82-6,0.7849127
2438-38-2,0.918978
26864-56-2,-0.46992555
63918-29-6,0.14896154
2055-44-9,0.23223159
688-78-8,-0.08309253
892-01-3,0.6204344
80834-48-6,0.13745286
80834-54-4,0.13863102
3715-90-0,0.18856545
305-03-3,0.069255084
111-16-0,1.7341524
7009-49-6,1.1801962
52-86-8,0.15319383
17230-87-4,-0.20189479
2354-61-2,0.15589073
1649-18-9,0.24057479
6115-97-5,0.45769608
66839-99-4,0.043867495
54-95-5,0.4236843
502-44-3,1.6115352
63451-45-6,-0.21501534
2409-19-0,0.13150199
83335-32-4,0.08095601
931-97-5,0.6660625
123-00-2,1.0820423
70476-82-3,0.390607
108552-93-8,0.28655982
6055-19-2,-0.26922372
3778-73-2,-0.33040333
60607-34-3,0.31547233
525-26-8,0.3321073
16470-24-9,1.0369008
6425-08-7,0.35369334
16090-02-1,0.6682228
103-34-4,0.4219098
16131-53-6,-0.03288527
32226-69-0,0.34330058
94-62-2,0.67721903
38304-91-5,0.37520957
14052-74-5,0.46278626
631-41-4,1.4066515
101670-73-9,-0.7638935
5343-92-0,1.6613798
36366-93-5,0.97353816
294-93-9,1.1546313
14187-32-7,0.36234078
14663-71-9,-0.69638056
4904-61-4,1.3900602
61788-32-7,0.88015807
110-83-8,1.4136567
80834-60-2,0.23143288
80834-55-5,0.22953105
548-73-2,0.2931718
709-08-0,0.79394364
5264-33-5,0.9679378
65216-94-6,0.99511945
27724-96-5,0.48919097
16590-41-3,-0.10189835
61361-38-4,0.33803666
2425-79-8,0.8825985
742-20-1,0.77959573
27114-11-0,0.06351125
26844-12-2,0.29328063
5766-48-3,0.20339915
106-69-4,1.8172892
85-42-7,1.1936394
63716-34-7,0.32204106
20757-80-6,0.8251339
19843-73-3,0.22098969
522-48-5,0.097104125
2312-73-4,0.40428424
21491-20-3,0.39665914
34920-64-4,0.3481208
66364-74-7,0.057425905
51773-92-3,0.2534389
76487-48-4,-0.053374603
71-78-3,0.29885843
102071-30-7,0.21540602
40507-80-0,0.11394132
1163-36-6,0.2802593
74789-64-3,0.023645302
10193-95-0,0.46363163
942-01-8,0.66531986
64057-91-6,0.20466818
1079-26-1,0.20245086
63979-41-9,0.15002243
321-64-2,0.53690976
4726-93-6,1.1331661
23205-23-4,0.4703487
32527-55-2,0.43046054
3445-11-2,1.276564
28782-42-5,-0.026737727
52-52-8,1.1646744
107-72-2,0.7791417
4097-89-6,1.1094843
110-60-1,1.0105507
1965-29-3,1.2890574
140-31-8,1.1824265
20537-88-6,0.43289855
2038-03-1,1.2921823
505-66-8,0.6772929
123-75-1,0.46714327
77162-70-0,0.08933262
36350-95-5,0.70992464
94011-82-2,0.37377295
71320-77-9,0.35191453
4719-04-4,1.2771037
51-18-3,0.7320697
545-55-1,-0.43893987
52-24-4,-0.48285672
4415-51-4,0.31522876
102-71-6,1.4659302
622-40-2,1.4075855
5928-69-8,0.38699558
1798-49-8,0.3166755
86827-84-1,0.5309039
555-77-1,-0.88260734
55837-27-9,0.7820015
14052-77-8,0.43813613
40575-34-6,0.2435117
631-27-6,0.6389669
930-55-2,0.4254138
112-27-6,1.7558682
111-22-8,0.5454858
112-26-5,0.32643142
10138-79-1,0.35584942
140-08-9,0.13147633
115-96-8,-0.15342738
10235-09-3,-0.46934053
109-99-9,1.564171
126-33-0,0.96701324
1820-50-4,0.80193293
111-30-8,1.2443677
1339119-15-1,1.157589
141-31-1,1.1478846
30484-77-6,0.16019544
4425-97-2,0.64861035
111-94-4,0.9643098
1656-48-0,1.0515691
111-97-7,0.31250036
59894-87-0,0.05368781
1071-27-8,0.58964163
2386-87-0,0.7603078
2579-20-6,0.44118807
2549-93-1,0.64503634
10347-54-3,0.92479414
13909-13-2,0.03471873
78718-52-2,0.4495272
195252-21-2,0.2685543
195252-40-5,0.29020187
29216-28-2,0.292491
3385-21-5,0.8579958
1076-97-7,0.9585542
78945-53-6,0.38853884
13560-89-9,-0.29219761
6522-21-0,0.31873664
195252-29-0,0.32452583
23239-75-0,0.535864
75259-63-1,0.13866618
10447-38-8,0.11976439
7348-26-7,0.45595372
69581-33-5,0.6744555
30007-39-7,0.24954753
68-91-7,0.26767403
56903-65-2,0.3622914
56485-47-3,0.47415608
1798-50-1,0.0924731
91595-86-7,0.27083436
73771-25-2,1.2223846
13887-56-4,0.6343139
16568-66-4,0.6735205
77145-61-0,0.28631306
93181-85-2,0.50639236
17902-23-7,0.3873173
14697-46-2,2.0656805
97-99-4,1.4722121
857-95-4,0.014062633
5836-29-3,-0.10776306
529-33-9,0.9772991
102676-31-3,0.6426998
3184-13-2,1.8414025
7531-52-4,1.5214205
1119-34-2,1.3090533
121771-84-4,0.42239073
139-89-9,1.1512158
57369-32-1,0.8795098
4425-95-0,0.4798811
34161-23-4,0.29637066
111-17-1,0.8240201
5837-68-3,0.85709494
1470-94-6,0.82115453
110-94-1,1.452642
108-55-4,1.3271887
51505-90-9,0.60814434
36329-36-9,0.6151576
91893-39-9,-0.07411473
34790-06-2,0.6836942
616-45-5,1.3156753
532-12-7,0.46366823
62666-20-0,0.273441
19395-78-9,0.5700997
41716-84-1,0.28525424
56368-47-9,0.6856829
79276-58-7,0.5851912
88909-96-0,0.3583309
52637-01-1,0.003810199
104-64-3,1.2932514
673-31-4,0.9835617
94-82-6,0.5907782
4635-59-0,0.43556017
27959-26-8,-0.1437121
63638-93-7,0.34448707
56-17-7,-0.08485494
111-41-1,1.3226864
110-85-0,1.0572428
841-77-0,0.26226798
92-54-6,0.50590795
95884-49-4,0.107058465
61655-58-1,0.11035132
14028-44-5,0.08440631
5632-47-3,0.6429143
111-42-2,1.7850453
110-91-8,1.3585708
91893-35-5,-0.22824167
26644-46-2,0.2564655
140-79-4,0.21949095
4110-66-1,-0.39565963
1072-52-2,1.005311
120-07-0,1.0466952
92-00-2,0.47731692
1116-54-7,1.0530044
77129-82-9,0.41754943
35627-29-3,0.5340996
60029-23-4,0.38281164
92-53-5,0.7049727
108001-60-1,0.4051852
59-89-2,0.8548141
17688-68-5,0.4803049
25182-84-7,1.0465484
111-46-6,1.5306065
111-48-8,0.8345175
1892-29-1,0.6967088
504-63-2,1.799906
10099-72-6,0.96308374
30544-47-9,0.5421228
19721-22-3,0.745107
111-91-1,0.03018437
123-91-1,1.3531605
120-55-8,1.0137019
15980-15-1,0.75234056
53061-10-2,0.0015201395
63917-06-6,0.072315335
6279-87-4,0.4765667
1070-42-4,0.16698901
5266-08-0,-0.3712969
311-44-4,-0.9018534
2451-86-7,1.1415297
1120-71-4,0.51919585
287-29-6,0.96489626
2550-06-3,0.7455588
505-60-2,0.22123864
100-45-8,0.7255619
64011-70-7,0.4673838
4771-80-6,0.927465
10137-69-6,0.7376599
13042-02-9,0.46327582
4488-57-7,1.057279
57-24-9,-0.50379795
65043-22-3,0.48519433
4781-76-4,0.95605874
100-73-2,0.65796906
63915-63-9,0.1262436
110-61-2,0.30661315
1075-76-9,0.7640414
75696-02-5,0.5959728
109-78-4,0.34053633
1071-22-3,0.61140287
542-76-7,0.058983188
26896-48-0,0.91418815
14370-50-4,0.55757046
13887-61-1,0.76758844
23657-27-4,0.23604968
35944-73-1,0.042670455
97901-22-9,0.52602804
63007-70-5,0.39512348
25967-29-7,0.44379938
23887-48-1,0.6344404
78246-49-8,0.12029401
20123-68-6,0.36026996
33453-19-9,0.5771032
7346-91-0,0.5095863
64872-77-1,0.65088075
114654-31-8,0.5507271
884-49-1,0.49062768
14008-53-8,0.37152332
2589-15-3,0.6878819
145-73-3,0.89024603
2759-71-9,0.5665985
765-30-0,0.33678457
81356-60-7,0.38621444
86393-33-1,0.3722215
32773-59-4,0.7715293
3544-94-3,0.50258887
521284-22-0,0.4253729
7545-48-4,1.1035167
101-49-5,1.1168998
56461-33-7,-0.055022627
100678-32-8,0.2820627
30914-89-7,0.24269941
74103-07-4,0.24446376
1331-07-3,0.3569832
88485-37-4,0.43435788
29050-11-1,0.59230214
55316-22-8,0.60625076
57-96-5,0.38415053
114686-12-3,0.57996684
102-20-5,1.219721
51-12-7,0.52267325
59-97-2,0.25432235
5144-52-5,0.27725115
372-77-0,-0.28664654
123-81-9,0.38318974
4301-50-2,0.11887254
76824-35-6,0.45152602
103-29-7,1.196029
7199-29-3,0.57040787
53597-27-6,-0.23517525
119-84-6,1.1135498
36330-85-5,0.78175837
38873-55-1,0.53404343
123-56-8,1.3000653
23249-97-0,0.7530207
23093-94-9,0.83475864
23093-93-8,0.8379161
21256-18-8,0.27696347
24096-53-5,0.8077735
108-30-5,1.1656373
5029-46-9,0.049985487
53894-28-3,0.48711
62-31-7,0.50864214
61361-60-2,0.4346029
56538-00-2,-0.19163734
72239-33-9,-0.12946463
55458-76-9,0.6699676
51-71-8,0.13860705
59128-97-1,0.30750692
24166-13-0,0.20295563
94776-91-7,0.2245417
111988-49-9,0.28948337
100199-60-8,0.697094
7633-57-0,0.49395087
97174-79-3,0.61052376
180793-94-6,0.11874838
92-43-3,0.6978243
2121-12-2,-0.14172164
622-08-2,1.1671695
103-74-2,0.86479235
104-62-1,1.2682749
103-53-7,1.3759686
124428-11-1,0.5873518
94-47-3,1.261415
37795-69-0,0.79963654
940-41-0,0.75330174
35250-53-4,0.6636911
59375-68-7,-0.42686996
4871-71-0,0.20689872
103-63-9,0.6300908
113136-77-9,0.49498364
60207-31-0,0.5256746
1070-78-6,0.8937919
2043-57-4,0.23483051
19201-32-2,0.21087138
141-43-5,1.4598274
33545-23-2,0.87360746
10042-77-0,0.6073467
151-56-4,0.54977953
5782-83-2,0.13271298
96-45-7,0.17674842
73218-79-8,0.05513313
61-57-4,0.20933042
24207-38-3,0.9166887
65141-46-0,0.52094597
96-53-7,0.35623956
3566-10-7,0.17804849
557-30-2,0.65676606
80026-34-2,0.42585427
33813-20-6,0.29387125
26859-72-3,-0.16469754
22232-71-9,-0.013081424
27097-43-4,-0.33693722
23915-26-6,-0.18641211
39884-52-1,0.35521674
73870-33-4,-0.069960244
40762-15-0,0.61359227
34929-08-3,0.37553826
107-21-1,1.510863
122-99-6,1.0834612
3833-54-3,0.84536177
120-67-2,0.5625501
2122-77-2,0.49084118
371-62-0,-0.7405819
60-24-2,0.14532036
80303-93-1,-0.097774744
107-07-3,-0.0068828966
624-76-0,0.07146529
75-21-8,1.0583522
646-06-0,1.6117216
629-15-2,1.2686161
9004-86-8,1.1648898
2514-53-6,0.60787874
96-49-1,1.0413423
339-65-1,0.07305047
58041-19-3,0.59444517
19767-45-4,0.65961415
420-12-2,0.6656834
629-17-4,-0.067395575
62303-19-9,0.43980673
762-70-9,-0.13490444
1622-32-8,0.3022122
107-06-2,0.28315848
126-15-8,0.9125215
2425-06-1,0.473911
133-06-2,0.5970722
85-43-8,1.0083202
2971-38-2,0.27979857
3276-41-3,0.14529529
110-64-5,1.0005925
77-79-2,0.28204685
544-25-2,1.0177293
542-92-7,0.7747703
542-78-9,0.8327255
3385-61-3,0.83811456
77-73-6,1.0283178
122-78-1,1.0797001
28382-15-2,0.4979643
105112-76-3,0.3077884
63979-76-0,0.31310678
4080-31-3,0.1728838
104-54-1,1.0224079
29560-84-7,0.09480839
104-65-4,1.1152698
122-69-0,1.2552865
5320-75-2,1.2232869
149-29-1,0.8729212
107-20-0,0.0039679273
628-87-5,0.56698877
110-65-6,0.5609862
3159-29-3,0.6284259
101-27-9,0.3244031
59443-94-6,0.77680725
107-91-5,0.91911304
372-09-8,0.8510601
107-16-4,0.8424829
63278-33-1,0.41564175
768-94-5,0.55146927
102938-79-4,0.71696955
7585-39-9,0.4957434
2451-62-9,0.5175165
77658-97-0,0.4386531
5026-74-4,0.38888547
2589-01-7,0.39875805
13674-87-8,-0.24982646
3188-57-6,0.73810947
1263-89-4,1.067381
24676-80-0,0.48742366
63919-02-8,0.8048085
81737-62-4,0.2531115
85095-79-0,0.15550767
56552-15-9,1.3360028
2238-07-5,0.4047508
101-90-6,0.82023704
7195-43-9,0.6863283
7195-45-1,0.78503305
14974-71-1,0.720962
14168-01-5,0.44044846
90035-08-8,-1.2332044
56073-07-5,-1.4960829
56073-10-0,-3.0671144
104653-34-1,-1.5714204
83480-29-9,1.2318246
131-99-7,1.1092721
9000-30-0,0.7833798
63883-19-2,0.15593724
2338-18-3,0.41304767
1703-58-8,1.2546622
1134-47-0,0.46873367
30618-84-9,0.5513018
60634-63-1,0.5293269
116255-48-2,0.41925827
5566-34-7,0.6057222
1890-47-7,-0.3457131
4618-18-2,1.8026055
57-50-1,1.6278038
1715-40-8,0.4383672
616-30-8,1.7453417
98383-40-5,0.3528386
54622-43-4,1.0750409
13551-92-3,0.711137
112281-77-3,0.09667543
5455-98-1,0.79404205
61213-25-0,-0.08336462
149-32-6,1.7015811
87-99-0,1.879683
554-18-7,0.9808878
1708-39-0,1.1064582
3820-67-5,0.3242269
23779-99-9,0.4508366
624-43-1,0.6484646
621-65-8,0.06886402
556-52-5,0.87189454
51371-34-7,0.65979075
96-24-2,0.19080734
622-04-8,0.9697837
886-74-8,0.55682206
122-60-1,1.0511218
13443-29-3,0.9740508
127-90-2,0.30828884
55-63-0,0.48909944
6659-62-7,0.35905337
652-67-5,0.69926846
16051-77-7,0.5941855
87-33-2,0.64743793
23261-20-3,1.4594934
53460-81-4,0.34459585
106-89-8,-0.034175105
3221-15-6,-0.017113943
3001-57-8,0.030258495
96-23-1,0.043651145
96-18-4,0.3295863
3583-47-9,0.086833596
19721-74-5,0.03769105
55739-78-1,0.048274696
60-57-1,-1.2552462
53494-70-5,-0.18700904
56534-02-2,0.3801159
28772-56-7,-1.7011938
376608-71-8,0.18251076
35144-55-9,0.83840543
14919-77-8,0.81926554
24169-02-6,0.6976173
22832-87-7,0.70596874
65899-73-2,0.5252311
24168-96-5,0.3725898
61318-91-0,0.5182778
19396-06-6,0.6403719
3641-49-4,0.95922124
59-92-7,0.9317196
4350-09-8,0.7983137
22855-57-8,0.59754467
66064-11-7,0.6439152
3982-20-5,0.46026984
60653-25-0,0.24530073
1874-54-0,0.4473734
3513-93-7,0.5330527
15518-76-0,0.46925306
104-14-3,0.7402498
329-56-6,0.77975804
444-27-9,0.8246839
71821-17-5,0.38308305
299-27-4,1.7016656
15879-93-3,0.54407644
69-33-0,0.687034
50924-49-7,0.9787514
36791-04-5,1.1606631
73986-95-5,0.49982426
64011-46-7,0.49146426
765-34-4,0.2809337
1021-19-8,-0.75841546
26501-80-4,-0.68758565
3868-61-9,-0.6245697
76738-28-8,0.6585985
4691-65-0,1.2240134
86-04-4,1.2528205
96753-85-4,0.32873303
96-09-3,1.0848274
58100-26-8,0.39218885
52-90-4,0.96247
24689-89-2,-0.20064962
101530-10-3,0.4753553
1424-50-6,0.42464527
10140-89-3,-0.13752104
2601-89-0,-0.0873886
565-64-0,0.4322499
79-00-5,0.41098505
50-59-9,0.43222672
132-81-0,1.0839874
1087-35-0,0.6449275
68788-33-0,-0.034673184
98216-44-5,0.5717659
14504-15-5,0.43544978
55453-87-7,0.071418606
1438-20-6,0.7210924
39082-00-3,0.54916096
928-72-3,1.7329957
24312-44-5,-0.0059439726
1014-98-8,0.9904249
5994-61-6,0.9911087
5336-53-8,0.6328017
112733-06-9,0.33429906
64211-46-7,0.72166073
20187-55-7,0.5884045
86598-92-7,0.59896064
103-50-4,1.2440387
534-07-6,0.10839724
623-25-6,0.6513063
6586-89-6,0.67782193
101-81-5,1.2557636
101-77-9,0.5668457
101-76-8,1.0435436
101-14-4,0.5119297
51944-41-3,0.8770201
120-32-1,0.7473482
9084-06-4,1.0336895
92-81-9,1.0459205
27311-52-0,0.69802076
97-23-4,0.379513
5178-56-3,0.38205406
57165-58-9,0.9159127
51484-40-3,0.63874745
63-98-9,1.0352427
103-82-2,0.860686
17518-47-7,0.17942984
15992-13-9,0.8094799
62809-33-0,0.34198627
69002-85-3,0.15418267
34645-84-6,0.40291122
86335-26-4,0.2958109
61941-56-8,0.8196524
19386-45-9,-0.15919538
66-76-2,0.6068005
29110-48-3,0.26610824
85-34-7,0.54981214
78218-49-2,0.5091638
18046-21-4,0.30242425
2763-96-4,1.0526552
102366-79-0,0.441367
621-92-1,0.90453935
1214-39-7,0.59961337
538-32-9,0.7563305
13045-62-0,0.7785221
1125-85-5,0.61217874
1421-23-4,0.5908273
146-22-5,0.5963648
1812-30-2,0.5264889
29975-16-4,0.60231394
2439-99-8,1.0298492
78712-43-3,0.7424797
135838-07-2,0.6202289
6085-94-5,0.625425
135810-26-3,0.7114822
50264-86-3,0.756403
70891-37-1,0.7582001
50264-69-2,0.58104396
5014-11-9,-1.69312
14663-23-1,0.668855
54-87-5,0.6299755
100-51-6,0.98596776
13826-35-2,1.1009969
18773-63-2,0.8211269
98-00-0,0.69606763
67-47-0,0.67516387
77605-72-2,0.50404084
104-57-4,1.1358231
103-41-3,1.2524143
120-51-4,1.2299412
118-58-1,1.0425485
72850-64-7,0.13367575
501-53-1,0.73587376
51594-83-3,0.6532717
55203-12-8,1.2888496
27355-22-2,-0.03383419
62501-39-7,0.7105203
122-59-8,1.0033586
120-23-0,0.9027529
55335-06-3,0.7504018
69377-81-7,0.5862301
640-19-7,-0.68186945
450-55-5,-0.21986647
404-42-2,-0.5373081
351-05-3,-0.3987806
457-43-2,-0.7475738
1737-17-3,-0.20258628
100-53-8,0.81282157
59021-02-2,0.31844923
405-30-1,0.2806098
538-28-3,-0.03290936
4357-96-4,0.3034233
137927-75-4,0.5635034
18504-81-9,0.49371862
141-84-4,0.4133797
18527-35-0,0.18722256
6274-27-7,0.3676907
32991-48-3,0.48993093
29727-70-6,1.2820741
68291-97-4,0.5901438
100-44-7,1.0210885
100-14-1,0.42120898
53874-66-1,0.8814349
6959-48-4,0.4673794
38721-71-0,0.7956113
86-52-2,0.94565326
6959-47-3,0.40315592
96-19-5,0.07592812
17293-03-7,0.6701057
532-27-4,0.63550144
6305-04-0,0.47127563
4252-78-2,0.6790593
10436-39-2,0.400397
79-07-2,0.15605909
79-04-9,0.26181954
51632-16-7,0.49697918
73866-23-6,0.5479761
683-57-8,0.22999233
79-08-3,0.18271548
12712-28-6,0.269131
4196-86-5,0.70534676
78-11-5,0.5135975
77-86-1,1.5407964
126-11-4,0.79676926
58138-08-2,0.55309486
625-89-8,0.17355609
376-90-9,0.6760791
3737-41-5,0.07676389
133855-98-8,0.42704472
25061-59-0,0.29092634
376-18-1,0.3161459
71119-10-3,0.3083406
306-52-5,0.7222014
69226-51-3,0.46010852
630-20-6,0.6195258
22052-04-6,0.42092708
39236-46-9,0.80838305
87957-27-5,0.32383928
26907-37-9,0.25621065
6970-97-4,0.869715
58-93-5,0.89172167
39603-48-0,-0.45820674
78491-02-8,1.1303893
67238-62-4,0.51507145
58955-84-3,0.5272982
100-97-0,0.51369256
101-25-7,0.5394726
2691-41-0,0.1251017
13980-04-6,0.47155234
121-82-4,0.7617744
2235-43-0,0.8715977
40507-94-6,0.31529152
870-72-4,1.0518713
99591-74-9,0.19712292
555-89-5,0.75206006
88144-99-4,-0.59910494
6317-18-6,0.012461272
21564-17-0,0.26016444
21335-43-3,0.4944176
3518-65-8,0.27676564
74-97-5,0.19684798
24082-36-8,0.19015183
128-79-0,0.3450815
3071-73-6,0.99339634
991-42-4,-1.640145
73688-63-8,0.55891436
21413-28-5,0.8494464
603-34-9,0.4801888
101-02-0,1.0014048
115-86-6,0.39419124
603-35-0,0.35489234
60628-96-8,0.6124563
82-66-6,0.17366281
84-15-1,0.896382
84-62-8,0.91123027
573-58-0,1.320728
30638-08-5,0.43692055
119006-77-8,0.4971458
28140-60-5,0.7994524
1937-37-7,0.97360533
6247-39-8,0.23668931
62802-56-6,0.065376535
90-30-2,1.1577754
4335-09-5,0.6560222
13080-89-2,0.7424019
6406-56-0,1.0082133
67446-03-1,0.3401629
587-98-4,0.83281356
4117-90-2,0.6705492
135-88-6,0.9465949
81-77-6,0.7707608
17364-40-8,0.6201166
25505-99-1,0.5907318
622-15-1,0.50184786
86-29-3,0.75420994
4695-13-0,0.7934813
117-34-0,0.8665667
91-01-0,1.0305613
119-53-9,0.92085344
92-52-4,1.0292978
119-61-9,1.1118094
94-36-0,1.072719
1850-15-3,0.8297019
122-39-4,0.83580196
102-06-7,0.45515108
622-03-7,0.3171647
103-33-3,0.6899414
37893-02-0,-0.0781083
495-48-7,0.76886183
86-30-6,0.6381597
101-84-8,0.9900885
102-09-0,0.9780989
4129-17-3,0.016481958
23211-47-4,1.0589658
125-13-3,0.6053826
603-41-8,0.59145176
10040-45-6,0.8361672
66898-62-2,0.1394832
10423-37-7,0.7016906
298-46-4,0.5903345
18636-88-9,0.41721448
100537-30-2,0.69577295
83-12-5,0.7116469
85-52-9,1.1225946
90-41-5,0.4904302
86-00-0,0.72976345
132-27-4,0.9567423
4727-29-1,0.92997235
15310-01-7,0.66471064
118-55-8,1.0650294
495-73-8,0.58752537
2429-84-7,1.0025276
73926-93-9,1.1133395
4232-84-2,0.620578
6425-07-6,0.6268601
17781-31-6,0.4940231
93-45-8,0.8688079
5850-39-5,1.2980131
599-79-1,1.190531
19247-68-8,0.7625488
129-00-0,1.0359846
97110-59-3,0.32024428
588-53-4,0.77612257
3218-36-8,0.96292186
85-73-4,1.224615
1210-05-5,0.8835841
61826-76-4,0.48976472
53874-68-3,0.6925088
136-36-7,1.1938409
713-68-8,1.0107136
92-67-1,0.7014168
101-54-2,0.56722575
3457-98-5,0.694344
80-38-6,0.7787573
80-00-2,0.8437352
51671-08-0,0.46416384
257-07-8,0.7039725
1470-37-7,-0.02962246
86-74-8,0.7819642
304-81-4,0.5656113
262-12-4,0.6459632
104-55-2,1.0742536
366-18-7,0.46800524
4360-47-8,0.78239465
2429-73-4,1.1641972
74039-01-3,1.2200996
5607-54-5,0.40921167
1787-61-7,1.0984199
915-67-3,1.3799013
518-47-8,-0.1320148
60168-88-9,0.667836
60045-47-8,0.48753312
3845-20-3,1.083914
59-40-5,1.0823376
1470-35-5,0.2363223
89426-92-6,-0.15774915
1147-42-8,0.868217
604-75-1,0.62770116
131-56-6,0.86908185
43087-91-8,0.61123925
13481-63-5,0.43130305
530-78-9,0.37325037
23595-00-8,0.4153969
532-82-1,0.678304
97-16-5,0.94671047
6723-40-6,0.05429759
3424-82-6,0.6749117
68157-60-8,0.823975
127-57-1,0.93484116
134-37-2,0.7364625
66-77-3,0.9275998
3669-32-7,0.7721046
134-32-7,0.85788906
86-88-4,-0.1988589
86-57-7,0.9580172
90-15-3,0.8651874
941-69-5,0.7019587
128-56-3,1.054619
55994-28-0,0.13336323
91-22-5,0.7724649
85175-31-1,0.543494
3878-19-1,0.7105434
103-64-0,0.66998005
2602-46-2,1.0214658
82956-11-4,0.5899932
25875-51-8,0.5305687
72-54-8,0.46941966
50-29-3,0.6428927
92-87-5,0.6007773
92-88-6,0.84400314
7158-32-9,0.81094545
345-92-6,0.6366782
58139-96-1,0.35903317
1478-61-1,-0.21313147
7457-25-2,0.6676706
101-80-4,0.8098211
139-65-1,0.5124762
80-08-0,0.8825024
1223-31-0,0.82916814
2664-63-3,0.7544551
80-09-1,1.0964458
80-51-3,0.79981
80-33-1,0.6920278
93-09-4,1.0543389
581-89-5,0.7249675
135-19-3,1.005553
120-18-3,1.2586449
480-22-8,0.9059311
14255-88-0,-0.045932423
63716-35-8,0.6922541
63716-36-9,0.56123024
846-49-1,0.65009534
35367-38-5,0.53688973
