CASRN,SMILES,logLD50_mmolkg,verytoxic,toxic,EPA_category,GHS_category
5675-57-0,CCOC(=O)C=C(C)OP(=O)(OCC)OCC,-1.0828343113395738,,1.0,1.0,2.0
3730-54-9,CCOC(=O)C(C(C)=O)P(=O)(OCC)OCC,-0.17974432434763019,,1.0,2.0,3.0
655-35-6,CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,1.3450561765568878,,0.0,4.0,5.0
77-89-4,CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,1.3422313852184884,,0.0,4.0,5.0
24748-23-0,CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,,,0.0,3.0,5.0
70833-40-8,CCCCC(CC)COC(=O)OOC(C)(C)CC,1.2834592395527522,,0.0,4.0,5.0
14504-73-5,CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,,,0.0,4.0,5.0
67239-04-7,CCCCO[Si](OCCCC)(OCCCC)N(C)C1CCCCC1,0.9943760629004068,,0.0,3.0,5.0
2595-54-2,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,-1.0263355313779179,,1.0,1.0,2.0
5137-55-3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,-0.21838476494937092,,1.0,2.0,3.0
1421-14-3,CCCOC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OC)c1,,,0.0,4.0,5.0
2031-67-6,CCO[Si](C)(OCC)OCC,,,0.0,3.0,5.0
64036-99-3,CCOP(=O)(OCC)SCC[S+](C)CC,-1.1357367435094736,,1.0,1.0,2.0
26523-78-4,CCCCCCCCCc1ccc(OP(Oc2ccc(CCCCCCCCC)cc2)Oc2ccc(CCCCCCCCC)cc2)cc1,1.161769432376027,,0.0,4.0,5.0
68814-95-9,CCCCCCCCCN(CCCCCCCCC)CCCCCCCCC,1.1507561296500752,,0.0,4.0,5.0
538-23-8,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,1.8497083391888964,,0.0,4.0,5.0
68130-53-0,CCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCCC,,,0.0,4.0,5.0
2528-38-3,CCCCCOP(=O)(OCCCCC)OCCCCC,1.8801028962516708,,0.0,4.0,5.0
5343-44-2,CCCCCCCCCCCC(=O)N(CCCC)CCCC,,,0.0,3.0,5.0
5831-80-1,CCCCCCCCC=CCCCCCCCC(=O)N(CCCC)CCCC,,,0.0,3.0,5.0
51249-05-9,CCCCNC1(P(=O)(OCCCC)OCCCC)CCCCC1,0.9361914418787132,,0.0,3.0,5.0
102-85-2,CCCCOP(OCCCC)OCCCC,1.0786274395421735,,0.0,3.0,5.0
126-73-8,CCCCOP(=O)(OCCCC)OCCCC,0.7191736869217492,,1.0,3.0,4.0
998-40-3,CCCCP(CCCC)CCCC,0.5690181539322265,,1.0,3.0,4.0
115-78-6,CCCC[P+](CCCC)(CCCC)Cc1ccc(Cl)cc1Cl,-0.3087022705555824,,1.0,2.0,3.0
33060-84-3,CCCC[P+](CCCC)(CCCC)Cc1ccc(Cl)s1,0.13435725974387933,,1.0,2.0,4.0
150-50-5,CCCCSP(SCCCC)SCCCC,0.4840635949184312,,1.0,3.0,4.0
78-48-8,CCCCSP(=O)(SCCCC)SCCCC,-0.3215597695632491,,1.0,2.0,3.0
60-01-5,CCCC(=O)OC(OC(=O)CCC)OC(=O)CCC,1.0669035885262348,,0.0,3.0,5.0
74125-01-2,CCCOP(=O)(SCCC)SCCC,-0.298282575101155,,1.0,2.0,3.0
1496-94-2,CCCP(=O)(CCC)CCC,0.9031146285126689,,1.0,3.0,4.0
21270-07-5,CCCCCCc1ccc(C(CBr)OCC(CC)CCCC)cc1,-0.20133265821673005,,1.0,2.0,3.0
29806-73-3,CCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,,,0.0,4.0,5.0
7346-61-4,CCCCCCCCOP(OCC(CC)CCCC)Oc1ccccc1,1.2624382161919476,,0.0,4.0,5.0
59130-69-7,CCCCCCCCCCCCCCCCOC(=O)C(CC)CCCC,,,0.0,3.0,5.0
63907-12-0,CCCCCCCCC1OC1CCCCCCCC(=O)OCC1(CC)OC1CCC,2.0251650222771858,,0.0,4.0,5.0
1114-71-2,CCCCN(CC)C(=O)SCCC,0.6560133177620501,,1.0,3.0,4.0
64058-98-6,CCCC/N=C(\NCCCC)C(OCC)c1ccc(Cl)cc1,-0.16932168368183678,,1.0,2.0,3.0
64059-01-4,CCC/N=C(\NCCC)C(OCC)c1ccccc1,-0.441235260129357,,1.0,2.0,3.0
13194-48-4,CCCSP(=O)(OCC)SCCC,-0.8659219160675673,,1.0,1.0,2.0
2511-15-1,CCCCOP(=O)(CC)SCCCC,-1.5918543446653566,,1.0,1.0,2.0
90220-15-8,CCCOP(=O)(CC)SCCC,-2.0675233979229626,,1.0,1.0,1.0
759-94-4,CCCN(CCC)C(=O)SCC,0.6846898020871058,,1.0,3.0,4.0
23184-66-9,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0.746599321998451,,1.0,3.0,4.0
51218-49-6,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,0.8484727545380576,,0.0,3.0,5.0
109965-82-4,CCCCCOc1ccc(Br)cc1COCCN(CC)CC,-0.06579788076268006,,1.0,2.0,4.0
20954-13-6,CCCCOC(=O)c1ccc(-n2nc(OCCN(CC)CC)c3ccccc32)cc1,,,1.0,3.0,4.0
102579-43-1,CCCNC(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1,,,1.0,3.0,4.0
168152-77-0,CCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(N(CC)CC)nc2ncnn12,,,1.0,2.0,4.0
168152-89-4,CCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(=O)nc2nc(N(CC)CC)[nH]n12,,,1.0,2.0,4.0
92953-10-1,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1,0.1287817991413554,,1.0,2.0,4.0
17088-72-1,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,0.46778617205850237,,1.0,3.0,4.0
60763-41-9,CCCCCC(=Cc1ccccc1)C(OCC)OCC,,,0.0,4.0,5.0
35850-79-4,CCCCCCCCCCOCCCN(C(=O)CC(C(=O)O)S(=O)(=O)O)C(CC(=O)OCC)C(=O)OCC,1.4553976503339412,,0.0,4.0,5.0
3309-68-0,CCCSCSP(=S)(OCC)OCC,-1.9912466503810164,,1.0,1.0,1.0
18109-81-4,CCC(C(=O)OCCOCCN(CC)CC)c1ccccc1,1.131758825157378,,0.0,3.0,5.0
52736-14-8,CCc1cccc(OP(=O)(Oc2cccc(CC)c2)Oc2cccc(CC)c2)c1,,,0.0,4.0,5.0
3862-08-6,CCc1ccccc1OP(=O)(Oc1ccccc1CC)Oc1ccccc1CC,,,0.0,4.0,5.0
139-45-7,CCC(=O)OCC(COC(=O)CC)OC(=O)CC,1.3907291646386142,,0.0,4.0,5.0
38727-55-8,CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,0.8678391895845028,,0.0,3.0,5.0
80472-88-4,CCc1ccc(-n2nnnc2CSCCC(=O)N(CC)CC)cc1,,,1.0,3.0,4.0
51356-13-9,CCOP(=S)(OCC)SCn1nc(CC)ccc1=O,-1.2353829843975968,,1.0,1.0,2.0
33210-44-5,CCOC(C1=NCC(CC)(CC)CN1)c1ccccc1,-0.04045675982481069,,1.0,2.0,3.0
33210-40-1,CCOC(C1=NCC(CC)(CC)CN1)c1ccc(Cl)cc1,0.08427944357539846,,1.0,2.0,4.0
33210-43-4,CCOC(C1=NCC(CC)(CC)CN1)c1cccc(Cl)c1,-0.4483591389940954,,1.0,2.0,3.0
1912-26-1,CCNc1nc(Cl)nc(N(CC)CC)n1,0.41259709016695234,,1.0,3.0,4.0
7779-27-3,CCN1CN(CC)CN(CC)C1,0.26596014414986924,,1.0,2.0,4.0
78816-48-5,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1CC2,-0.47240663497538105,,1.0,2.0,3.0
2941-55-1,CCSC(=O)N(CC)CC,0.3945064053786554,,1.0,2.0,4.0
4740-11-8,CCSC(=S)N(CC)CC,0.6036781874096917,,1.0,3.0,4.0
125-99-5,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,0.5382491607758453,,1.0,3.0,4.0
5957-17-5,CC[N+](CC)(CC)CCO,0.8348922472685392,,1.0,3.0,4.0
2001-81-2,CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,0.38084109114659553,,1.0,3.0,4.0
56-37-1,CC[N+](CC)(CC)Cc1ccccc1,1.0621193030000196,,0.0,3.0,5.0
9004-57-3,CCOCC1OC(OC2C(CO)OC(O)C(OCC)C2O)C(O)C(COCC)C1O,,,0.0,4.0,5.0
7789-92-6,CCOCCC(OCC)OCC,0.9579760727511327,,1.0,3.0,4.0
10140-99-5,CCOCC(Cl)C(OCC)OCC,0.7969073344043406,,1.0,3.0,4.0
122-51-0,CCOC(OCC)OCC,1.6779506365238592,,0.0,4.0,5.0
63869-26-1,CCOC(=S)SCSSCP(=O)(OCC)OCC,-1.3985463566265328,,1.0,1.0,2.0
2425-25-4,CCOC(=O)CSP(=O)(OCC)OCC,-0.7554683080351239,,1.0,1.0,2.0
5823-25-6,CCOC(=O)COP(=S)(OCC)OCC,0.5913191781895324,,1.0,3.0,4.0
919-54-0,CCOC(=O)CSP(=S)(OCC)OCC,0.6063003885838473,,1.0,3.0,4.0
998-30-1,CCO[SiH](OCC)OCC,,,,3.0,
1067-47-6,CCO[Si](CCCC#N)(OCC)OCC,1.3276618103142817,,0.0,3.0,5.0
919-30-2,CCO[Si](CCCN)(OCC)OCC,0.8507750018379234,,1.0,3.0,4.0
76524-94-2,CCO[Si](CCCNC=O)(OCC)OCC,,,0.0,3.0,5.0
2602-34-8,CCO[Si](CCCOCC1CO1)(OCC)OCC,,,0.0,3.0,5.0
14814-09-6,CCO[Si](CCCS)(OCC)OCC,1.4085472370779106,,0.0,4.0,5.0
34708-08-2,CCO[Si](CCCSC#N)(OCC)OCC,0.5732034400745019,,1.0,3.0,4.0
15129-36-9,CCO[Si](CNCCCCCCN)(OCC)OCC,0.23285007302826696,,1.0,2.0,4.0
15267-95-5,CCO[Si](CCl)(OCC)OCC,1.0523437142969434,,0.0,3.0,5.0
122-52-1,CCOP(OCC)OCC,1.0442991806910131,,1.0,3.0,4.0
78-40-0,CCOP(=O)(OCC)OCC,0.8058824444095463,,1.0,3.0,4.0
78-38-6,CCOP(=O)(CC)OCC,1.1468372787074956,,0.0,3.0,5.0
126-75-0,CCOP(=O)(OCC)SCCSCC,-2.2361088015872816,,1.0,1.0,1.0
298-03-3,CCOP(=S)(OCC)OCCSCC,-1.5371387972512627,,1.0,1.0,2.0
298-04-4,CCOP(=S)(OCC)SCCSCC,-2.1596510807704066,,1.0,1.0,1.0
298-02-2,CCOP(=S)(OCC)SCSCC,-2.4156176301027723,,1.0,1.0,1.0
1186-09-0,CCOP(=O)(OCC)SCC,-0.8657924714421007,,1.0,1.0,2.0
2524-09-6,CCOP(=S)(OCC)SCC,-0.42791597116744373,,1.0,2.0,3.0
2497-07-6,CCOP(=S)(OCC)SCCS(=O)CC,-1.9189465133599757,,1.0,1.0,1.0
2588-03-6,CCOP(=S)(OCC)SCS(=O)CC,-2.1404844735953397,,1.0,1.0,1.0
2496-91-5,CCOP(=O)(OCC)SCCS(=O)(=O)CC,-2.184157758956655,,1.0,1.0,1.0
4891-54-7,CCOP(=S)(OCC)OCCS(=O)(=O)CC,-0.5086688504701591,,1.0,2.0,3.0
2497-06-5,CCOP(=S)(OCC)SCCS(=O)(=O)CC,-1.611243088801078,,1.0,1.0,2.0
2511-11-7,CCOP(=O)(CC)SCC,-1.3741172337281435,,1.0,1.0,2.0
2404-78-6,CCOP(=O)(SCC)SCC,-0.18487792248114937,,1.0,2.0,3.0
688-62-0,CCSP(SCC)SCC,0.21908257868301187,,1.0,2.0,4.0
1486-39-1,CCSP(=O)(SCC)SCC,,,1.0,2.0,3.0
87310-56-3,CC=CCOCN(C(=O)CCl)c1c(CC)cccc1CC,0.7210543254664468,,1.0,3.0,4.0
55881-07-7,CCC(=O)OC1CC(=O)OC(C)C/C=C\C=C\C(OC(C)=O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(OC(C)=O)C(OC(=O)CC)C(C)O3)C(N(C)C)C2O)C1OC,,,0.0,4.0,5.0
2229-55-2,CCC(COC(=O)c1ccccc1C(=O)OCC(CC)CC(C)C)CC(C)C,,,0.0,4.0,5.0
79451-10-8,CCOP(=O)(OCC)N(SN(C)C(=O)ON=C(C)SC)C(C)C,-0.5882313576096946,,1.0,2.0,3.0
66996-10-9,CCOP(=S)(OCC)N(SN(C)C(=O)ON=C(C)SC)C(C)C,-0.09399461890294492,,1.0,2.0,4.0
30129-29-4,CCCC(CCC)C(=O)Oc1cc(C)ccc1C(C)C,,,0.0,3.0,5.0
30129-30-7,CCCC(CCC)C(=O)Oc1cc(C(C)C)ccc1C,,,0.0,3.0,5.0
55297-95-5,C=C[C@@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@]2(C)[C@@H](C)CC[C@]3(CCC(=O)[C@H]32)[C@H](C)[C@@H]1O,0.6547942360928519,,0.0,3.0,5.0
3004-70-4,CCN(CC)c1nc(NC(C)C)nc(OC)n1,0.5679588324559479,,1.0,3.0,4.0
53521-41-8,CCCCCCCCP(=O)(CCCCCCCC)CCC(C)C,1.3854036674049035,,0.0,4.0,5.0
139-88-8,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,0.6278881299331533,,1.0,3.0,4.0
33820-53-0,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],,,0.0,4.0,5.0
5892-41-1,CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,,,1.0,3.0,4.0
1912-25-0,CCN(CC)c1nc(Cl)nc(NC(C)C)n1,0.8435185510092238,,1.0,3.0,4.0
2275-18-5,CCOP(=S)(OCC)SCC(=O)NC(C)C,-1.552319850112209,,1.0,1.0,2.0
87130-20-9,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,,,0.0,4.0,5.0
63873-23-4,CCOP(=S)(OCC)OC(C)C,0.673150254942861,,1.0,3.0,4.0
78-52-4,CCOP(=S)(OCC)SCSC(C)C,-2.3970119965650105,,1.0,1.0,1.0
63873-21-2,CCOP(=O)(OCC)SC(C)C,-0.07399671407724595,,1.0,2.0,3.0
68649-11-6,CCCCCCCCC(C)C(C)CCCCCCCC,,,0.0,3.0,5.0
63990-57-8,CCCC(C)c1ccc(OCC(=O)Cl)c(C(C)CCC)c1,,,0.0,3.0,5.0
26818-53-1,CCC(C)NC(=S)C(=S)NC(C)CC,-1.588118509298309,,1.0,1.0,2.0
27891-14-1,CCC(C)N(C(=O)c1c(Cl)cccc1Cl)C(C)CC,0.6810088771202649,,1.0,3.0,4.0
36756-79-3,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.5536974401552828,,0.0,4.0,5.0
19072-57-2,CC[N+]1(CC)C(C)CCCC1C,1.0699814402059453,,0.0,3.0,5.0
27591-74-8,CCOP(=O)(OCC)OC(C)=CC(=O)O[C@H](C)c1ccccc1,-0.7215290661531252,,1.0,2.0,3.0
66734-13-2,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC21C,0.8385778169719416,,0.0,3.0,5.0
5593-20-4,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,,,0.0,3.0,5.0
5534-09-8,CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,,,0.0,3.0,5.0
27778-88-7,CCCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,0.527178101580225,,1.0,3.0,4.0
27778-86-5,CCCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,0.3957914425639996,,1.0,3.0,4.0
27778-84-3,CCCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,0.27493609584083273,,1.0,3.0,4.0
27778-80-9,CCOc1ccc(C(CN(C)C)C(C)CC)cc1Cl,0.20109835354678887,,1.0,2.0,4.0
27778-82-1,CCOc1ccc(F)cc1C(CN(C)C)C(C)CC,0.08340309737310832,,1.0,2.0,4.0
27684-92-0,CCOc1ccc(Cl)cc1C(CN(C)C)C(C)CC,0.3476388899512133,,1.0,3.0,4.0
26259-45-0,CCNc1nc(NC(C)CC)nc(OC)n1,0.6472465188547258,,1.0,3.0,4.0
40618-52-8,CCC(C)OP(=S)(CC)OC,-1.4477160513115066,,1.0,1.0,2.0
69-05-6,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,0.2175208608138456,,1.0,3.0,4.0
9050-04-8,CCN(CC)CCCC(C)Nc1c2cc(Cl)ccc2nc2ccc(OC)cc12,1.0414296017581643,,0.0,3.0,5.0
60735-64-0,CCN(CC)C(C)C(=O)c1ccc(NS(C)(=O)=O)cc1,0.8957026276703375,,0.0,3.0,5.0
24151-93-7,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,-0.03783212219434589,,1.0,2.0,4.0
2109-64-0,CCCCN(CCCC)CC(C)O,1.026252698362165,,1.0,3.0,4.0
22457-23-4,CCC(C)CC(CC)N=O,1.4237496046931895,,0.0,3.0,5.0
541-85-5,CCC(=O)CC(C)CC,1.4361292076530494,,0.0,3.0,5.0
14355-07-8,CCCCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],-0.38462036061666116,,1.0,2.0,3.0
10032-15-2,CCCCCCOC(=O)C(C)CC,,,0.0,4.0,5.0
14355-12-5,CCCSC(=O)Oc1c(C(C)CC)cc([N+](=O)[O-])cc1[N+](=O)[O-],0.23191333880985812,,1.0,3.0,4.0
10024-78-9,CCCCC(CC)CCC(C)N,0.6294945149496362,,1.0,3.0,4.0
32838-28-1,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,1.5839099119006987,,0.0,4.0,5.0
57-33-0,CCCC(C)C1(CC)C(=O)N=C(O)NC1=O,-0.6386351492491902,,1.0,2.0,3.0
71-73-8,CCCC(C)C1(CC)C(=O)N=C(S)NC1=O,-0.31624641009826454,,1.0,2.0,3.0
871-22-7,CCCCOC(C)OCCCC,1.7027313561832917,,0.0,4.0,5.0
105-82-8,CCCOC(C)OCCC,,,0.0,4.0,5.0
29122-60-9,CCOc1ccc(Cl)cc1C(CN1CCCCC1)C(C)CC,0.13793833647199133,,1.0,2.0,4.0
186817-80-1,CCCCC(CC)COC(=O)C(C)O,,,0.0,3.0,5.0
7452-79-1,CCOC(=O)C(C)CC,,,0.0,3.0,5.0
7286-69-3,CC/N=c1/nc(Cl)[nH]/c(=N\C(C)CC)[nH]1,1.1159318999054213,,0.0,3.0,5.0
98886-44-3,CCOP(=O)(SC(C)CC)N1CCSC1=O,-0.6964560248068792,,1.0,2.0,3.0
125-64-4,CCC1(CC)C(=O)NCC(C)C1=O,0.6714520979806237,,1.0,3.0,4.0
82834-16-0,CCCC(NC(C)C(=O)N1C(C(=O)O)CC2CCCCC21)C(=O)OCC,,,0.0,3.0,5.0
730-07-4,CCCNC(=O)C(C)Nc1ccc(OCC)cc1,1.0785875372007057,,0.0,3.0,5.0
33499-11-5,CCOC(=O)C1=CN(C(=O)CC)C2CCCC(C)N2C1=O,1.004329393623612,,0.0,3.0,5.0
110429-62-4,CCS[C@H](C)C[C@H]1C=C(O)[C@@H](C(CC)=NOCC=CCl)C(=O)C1,0.5773341348560868,,1.0,3.0,4.0
67050-64-0,CCCCSC(C)C1(CC)C(=O)N=C(O)NC1=O,0.3297637138318892,,1.0,3.0,4.0
54-05-7,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.0135268525326621,,1.0,2.0,4.0
1094-08-2,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,0.7356239157808077,,1.0,3.0,4.0
30238-41-6,CCOC(=O)C1=CN(CC)C2CCCC(C)N2C1=O,0.4473008014649254,,1.0,3.0,4.0
64241-34-5,CCOC(=O)NNc1ccc(N(CC)CC(C)O)nn1,0.8615715931180703,,0.0,3.0,5.0
33499-13-7,CCOC(=O)C1=CN(C(=O)OCC)C2CCCC(C)N2C1=O,0.6902774643315825,,1.0,3.0,4.0
63867-07-2,CCC(CC)C(=O)OC(C)C(Cl)(Cl)Cl,0.8836491943422282,,0.0,3.0,5.0
15299-99-7,CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,,,0.0,4.0,5.0
4630-95-9,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C,0.5510342783603143,,1.0,3.0,4.0
66968-39-6,CCSC(C)C1(CC)C(=O)NC(=S)NC1=O,0.4720030060202165,,1.0,3.0,4.0
105-57-7,CCOC(C)OCC,1.5902285457106893,,0.0,3.0,5.0
137658-79-8,CCCCC(CC)COCC(O)COc1ccc(-c2nc(-c3ccc(C)cc3C)nc(-c3ccc(C)cc3C)n2)c(O)c1,,,0.0,3.0,5.0
7492-66-2,CCOC(C=C(C)CCC=C(C)C)OCC,,,0.0,4.0,5.0
87820-88-0,CCON=C(CC)C1=C(O)C[C@H](c2c(C)cc(C)cc2C)CC1=O,0.4525705469561371,,1.0,3.0,4.0
103890-78-4,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,0.2859456678362917,,1.0,3.0,4.0
52-60-8,CCOP(=S)(OCC)Oc1cc(C)c(SC)c(C)c1,0.06831707324243727,,1.0,2.0,4.0
50765-73-6,CCN(CC)CCC(C#N)(CC=C(C)C)c1cccc2ccccc12,,,1.0,2.0,4.0
50765-89-4,CCN(CC)CCC(CC=C(C)C)(C(N)=O)c1cccc2ccccc12,-0.6959278766663858,,1.0,2.0,3.0
15763-48-1,CCCCCCCN1C(C)=CS/C1=C\c1scc(C)[n+]1CCCCCCC,0.052403272453467264,,1.0,2.0,4.0
22609-73-0,CCCOCCOC(=O)C1=C(C)N=C(C)C(C(=O)OCCOCCC)C1c1cccc([N+](=O)[O-])c1,0.4763358597846465,,1.0,3.0,4.0
88045-99-2,CCCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCC)C1C1=COCCO1,0.7384476445391772,,0.0,3.0,5.0
56358-09-9,CCCC[C@@H](CC)CNc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2C)cc1C,,,0.0,3.0,5.0
17702-79-3,CCCOP(=S)(OCC)Sc1nc(C)cc(C)n1,-0.5886517476854631,,1.0,2.0,3.0
41611-76-1,CCc1cccc(C)c1Nc1ccc(Nc2c(C)cccc2CC)c2c1C(=O)c1ccccc1C2=O,,,0.0,4.0,5.0
137-58-6,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.13120727686750644,,1.0,2.0,4.0
333-40-4,CCOP(=S)(OCC)Sc1nc(C)cc(C)n1,-0.6950748543490811,,1.0,2.0,3.0
31775-20-9,CCOc1ccc(NC(=O)[C@@H](N=Nc2ccc(-c3ccc(N=N[C@H](C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0.4920267044665486,,0.0,3.0,5.0
105779-78-0,CCOCCc1ccc(OCC/N=c2/[nH]cnc(CC)c2Cl)c(C)c1C,-0.516697438873837,,1.0,2.0,3.0
23191-75-5,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,0.48891587587176805,,1.0,3.0,4.0
88045-98-1,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1C1=COCCO1,0.7731380529145088,,0.0,3.0,5.0
243973-20-8,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,,,0.0,4.0,5.0
57470-78-7,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,0.7546372204865669,,0.0,3.0,5.0
68227-46-3,CCCCC(CC)COC(=O)Nc1ccc(C)c(NC(=O)OCCN(C)C)c1,0.7062714502565666,,0.0,3.0,5.0
5221-49-8,CCOP(=S)(OCC)Oc1cc(C)nc(N(C)C)n1,-0.38787368824888196,,1.0,2.0,3.0
72542-60-0,CCC1(CC)COP(=S)(N(SN(C)C(=O)ON=C(C)SC)C2CCCCC2)OC1,,,0.0,4.0,5.0
79438-83-8,CCOP(=S)(OCC)N(SN(C)C(=O)ON=C(C)SC)C1CCCCC1,,,1.0,2.0,3.0
21409-78-9,CCOP(=S)(OCC)Oc1cc(C)n(C)c(=O)c1,-1.6883795712461787,,1.0,1.0,2.0
40374-14-9,CCC1(CC)Oc2cccc(OC(=O)N(C)C(C)=O)c2O1,0.10669107202334069,,1.0,2.0,4.0
29232-93-7,CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,0.6121263117511181,,1.0,3.0,4.0
13171-21-6,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,-1.5735837138815398,,1.0,1.0,2.0
73521-00-3,CCCN(CCC)C(=O)C(CCC(=O)NCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)NC(=O)c1ccccc1,-0.2958879106528732,,1.0,2.0,4.0
73512-92-2,CCCN(CCC)C(=O)C(CCC(=O)OCCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)NC(=O)c1ccccc1,-0.08291823976980221,,1.0,3.0,4.0
73520-99-7,CCCN(CCC)C(=O)C(CCC(=O)N1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,-0.3973163830245871,,1.0,2.0,4.0
73512-93-3,CCCN(CCC)C(=O)C(CCC(=O)OCCOCCOC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)NC(=O)c1ccccc1,,,1.0,3.0,4.0
73512-94-4,CCCN(CCC)C(=O)C(CCC(=O)OCCOC(=O)COC(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)NC(=O)c1ccccc1,,,1.0,3.0,4.0
128606-48-4,CCOP(=S)(OCC)OC(C)=CC(=O)OC,-3.28244569245146,,1.0,1.0,1.0
57846-34-1,CCOC(=O)C(C(=O)Cc1c(C)n(C(=O)c2ccc(Cl)cc2)c2ccc(OC)cc12)C(=O)OCC,0.01707937695390071,,1.0,3.0,4.0
74639-40-0,CCOC(=O)Oc1ccc(CCNC(=O)C(CCSC)NC(C)=O)cc1OC(=O)OCC,0.6286468486226737,,0.0,3.0,5.0
1716-09-2,CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,-1.3401451334903691,,1.0,1.0,2.0
14143-09-0,CCOP(=O)(OCC)Oc1ccc(S(C)(=O)=O)c(C)c1,-1.598302212036793,,1.0,1.0,2.0
10097-26-4,C=C(C)C(=O)OC[C@@H](CCCC)CCCCCC,2.0094323417984756,,0.0,4.0,5.0
688-84-6,C=C(C)C(=O)OC[C@@H](CC)CCCC,,,0.0,3.0,5.0
105-16-8,C=C(C)C(=O)OCCN(CC)CC,1.403930019132313,,0.0,3.0,5.0
